kfr_stycz_black_male_n
387.0
130.0
""
1415.0
2474.0
483.0
6571.0
70.0
24.0
2420.0
1822.0
11024.0
""
152.0
1089.0
""
""
580.0
""
787.0
5464.0
5379.0
1883.0
2351.0
9065.0
699.0
1578.0
3571.0
11242.0
662.0
1308.0
1153.0
10037.0
5300.0
1602.0
2763.0
1171.0
1354.0
505.0
635.0
8581.0
1313.0
456.0
92.0
741.0
1203.0
14845.0
1709.0
9504.0
1713.0
2506.0
4888.0
2768.0
155.0
191.0
6722.0
580.0
88.0
105.0
1779.0
758.0
4992.0
255.0
162.0
34.0
92.0
""
30.0
45.0
27.0
1097.0
1570.0
2043.0
1650.0
763.0
75.0
1483.0
348.0
295.0
18455.0
1462.0
370.0
67.0
520.0
6762.0
251.0
241.0
1406.0
2896.0
578.0
578.0
60.0
44.0
2224.0
""
""
212.0
1028.0
8704.0
2584.0
1598.0
26580.0
7206.0
1425.0
1634.0
8505.0
1637.0
8697.0
613.0
973.0
1468.0
2530.0
8325.0
812.0
6107.0
5344.0
6199.0
384.0
225.0
414.0
2080.0
603.0
672.0
1026.0
855.0
4389.0
4218.0
554.0
863.0
811.0
37686.0
1261.0
1324.0
427.0
495.0
1119.0
3223.0
3833.0
657.0
1283.0
3157.0
619.0
337.0
552.0
2413.0
536.0
1527.0
1640.0
1266.0
1200.0
216.0
9736.0
2959.0
681.0
2858.0
5669.0
579.0
5009.0
471.0
124.0
24.0
20.0
1345.0
22201.0
309.0
37083.0
26.0
""
""
331.0
30752.0
1080.0
20.0
1126.0
44.0
""
1234.0
2577.0
23.0
""
""
""
4275.0
99.0
114.0
7949.0
62.0
27.0
1713.0
21.0
96.0
521.0
5424.0
""
158.0
192.0
149.0
488.0
2686.0
50.0
2091.0
428.0
26.0
218.0
750.0
1539.0
7958.0
69.0
179.0
326.0
96.0
598.0
""
21.0
3398.0
994.0
1031.0
13611.0
69.0
146.0
112.0
92.0
137.0
60.0
6862.0
403.0
73.0
140.0
5512.0
1868.0
618.0
1157.0
""
133.0
""
213.0
""
463.0
""
21.0
211.0
120.0
307.0
585.0
80.0
209.0
1132.0
1702.0
30.0
190.0
6445.0
221.0
34.0
""
201.0
22.0
30.0
1412.0
42.0
622.0
189.0
645.0
952.0
2187.0
1667.0
56612.0
1867.0
21816.0
32631.0
3708.0
2703.0
699.0
205.0
30.0
""
""
141.0
64.0
""
28.0
1614.0
""
""
7792.0
316.0
""
1061.0
9277.0
75.0
""
""
""
""
""
""
""
""
40.0
""
62.0
5026.0
""
""
121.0
""
""
""
22.0
355.0
""
104.0
159.0
""
40.0
89.0
78.0
""
41.0
51.0
65.0
""
631.0
27.0
25.0
""
292.0
1188.0
84.0
91.0
737.0
28.0
1066.0
1278.0
8031.0
472.0
41826.0
1415.0
210.0
23.0
15827.0
46.0
63.0
691.0
669.0
135.0
""
""
""
""
26.0
279.0
303.0
265.0
28.0
132.0
388.0
34.0
451.0
63.0
747.0
235.0
""
65.0
""
""
70.0
41.0
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
89.0
""
""
""
""
""
""
""
""
""
51.0
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
656.0
""
""
""
71.0
""
""
""
""
""
78.0
""
""
""
""
""
""
""
89.0
""
236.0
""
""
2222.0
""
""
""
""
""
""
1260.0
""
""
70.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
100.0
3918.0
""
""
""
""
55.0
""
""
""
""
""
""
53.0
""
""
358.0
623.0
1412.0
27.0
30.0
""
""
138.0
235.0
8226.0
134.0
61.0
""
""
617.0
""
205.0
""
113.0
""
71.0
372.0
299.0
116.0
50.0
2425.0
149.0
""
71.0
826.0
90.0
""
""
""
49.0
""
121.0
764.0
111.0
27.0
404.0
47.0
""
""
""
68.0
""
""
""
25.0
""
""
""
322.0
123.0
40.0
3525.0
""
3761.0
31.0
29.0
""
532.0
22.0
""
""
""
""
""
105.0
574.0
801.0
1081.0
29447.0
3458.0
755.0
500.0
157.0
""
""
""
22.0
""
47.0
22.0
29.0
311.0
""
""
395.0
""
""
37.0
45.0
""
1308.0
383.0
2017.0
7647.0
19272.0
587.0
1740.0
1713.0
1350.0
709.0
108.0
20.0
145.0
42.0
69.0
4331.0
32.0
290.0
757.0
128.0
""
541.0
""
""
""
""
""
""
""
""
""
""
""
""
177.0
""
""
44.0
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
26.0
""
802.0
""
""
""
25.0
""
""
""
555.0
""
4366.0
""
956.0
30.0
""
24.0
62.0
""
27.0
22.0
""
""
96.0
""
""
""
""
""
""
""
40.0
501.0
""
42.0
""
""
""
""
""
""
30.0
""
""
39.0
28.0
24.0
""
""
656.0
1068.0
1571.0
190.0
5190.0
1796.0
""
""
""
308.0
217.0
11654.0
4449.0
""
""
4075.0
136.0
326.0
33368.0
""
""
""
""
216.0
""
30.0
1721.0
""
231.0
""
74.0
114.0
""
""
""
""
""
""
41.0
""
5561.0
