kir_imm_other_pooled_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.054514393
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033903573
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021255629
""
""
""
""
0.046664976
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.040256359
""
""
""
""
""
0.017047931
""
""
0.025365636
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042075373
""
""
""
""
""
""
""
""
""
""
""
0.040330373
""
""
""
0.01191161
""
""
0.062256034
""
""
0.016120305
""
0.081593275
0.025742477
""
""
""
""
0.026191605
0.04175197
""
""
0.0057156105
""
0.03897417
""
""
0.032445949
""
""
0.02040508
0.052508939
""
0.010066707
0.043441646
""
0.014900916
0.01253614
""
0.013977286
0.0083904546
0.01729369
0.018050395
0.050196256
0.013634495
0.033479076
0.011773867
0.049225777
""
""
""
0.0171938
0.03842305
0.026809201
0.047208074
""
""
0.053301692
""
0.021482807
0.03531725
0.055240016
0.038969155
""
0.025973018
""
""
""
0.035940673
""
""
""
""
""
""
""
""
""
0.032879468
""
0.057720669
""
""
0.018162362
""
""
""
""
""
""
""
""
0.037819237
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030736955
0.029242303
""
""
0.034362428
0.050967187
""
""
0.055517413
0.036473606
""
0.03985757
0.062115882
""
0.045024417
""
0.031617183
0.014249005
""
""
""
0.05196581
0.058430288
""
""
""
0.0224528
0.034189079
""
""
""
""
""
""
""
""
""
""
""
0.022508351
""
""
""
""
""
""
0.051181935
""
""
""
""
""
""
""
0.015431146
""
""
0.021015175
""
0.020199347
0.032945108
0.024551027
0.054472201
0.031515088
0.046981685
""
""
0.046032153
0.048407197
0.059481081
0.038971834
""
""
""
""
0.038253311
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.046756163
""
0.040994376
""
""
0.057400037
""
""
""
""
""
""
""
0.026967952
""
""
""
""
""
""
""
""
""
""
""
0.055141747
""
""
""
0.046634458
""
""
""
""
""
""
0.03293658
""
""
""
""
""
""
""
""
0.040494472
""
""
""
""
""
""
""
""
""
""
""
""
0.05139808
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.03768757
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037016477
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028406318
0.0075131324
0.042551842
0.028908346
0.049439002
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
