kir_26_asian_male_mean
""
0.56017858
""
""
""
""
""
0.54271507
""
""
""
""
""
""
""
0.47027168
""
""
""
""
""
""
0.59609121
""
""
""
""
""
""
""
""
""
""
""
0.50460374
""
0.51675624
""
0.53745222
""
0.47881645
""
""
""
0.58127034
""
""
""
0.50752676
""
0.51019651
0.64030856
""
""
""
""
""
""
0.57544559
""
""
""
0.52177912
""
""
""
""
""
""
0.58580804
""
""
""
""
0.51209813
""
""
0.59499997
""
0.60728067
0.62286776
""
""
""
""
""
""
""
""
0.56198406
""
""
""
""
""
""
""
0.59844887
0.62626332
""
""
""
""
0.5824632
0.54307467
""
0.54386806
0.50402009
""
0.47806215
0.51231968
""
""
""
0.44272795
""
""
""
""
""
""
""
""
""
""
""
""
0.59172952
""
""
""
""
""
""
""
""
0.68844026
""
""
""
""
""
""
""
""
0.61180311
""
""
""
""
""
""
""
0.61031979
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52530432
""
0.5536865
""
""
0.42318431
""
""
0.47258255
""
""
""
""
""
0.47973543
""
""
""
0.59057957
""
""
0.51131189
""
""
0.58467239
0.53119683
0.59678817
0.49530101
0.43196049
0.45377174
0.54061431
""
0.52930552
0.53389448
0.55315161
""
0.54103792
0.54011637
0.58027011
""
0.52288473
0.51656276
""
""
0.54383862
0.56879312
0.53291625
0.52527064
0.55919451
""
0.53948325
0.54185504
0.55337101
0.52151299
0.54553074
0.5805276
0.53651559
0.58323872
0.60247189
0.55907851
0.58069748
0.51511365
0.47477818
""
0.5437693
0.57055855
0.56917304
0.50578302
0.47741064
0.6069501
""
0.5132392
0.61336082
0.57005036
0.56358033
0.49682176
0.5246433
""
0.53372991
""
""
""
0.58024693
0.54471058
""
""
""
""
""
""
""
""
0.51659393
""
0.5440805
""
""
0.52554023
""
""
""
""
""
""
""
""
0.55303389
""
""
""
""
0.52758861
""
""
""
0.57645929
""
""
""
""
""
""
""
""
""
""
""
0.54504097
""
""
""
""
""
""
""
""
""
""
0.5775879
""
0.60939026
0.60201728
0.57202047
0.62133241
0.60231459
0.57534331
0.58653188
0.49126193
0.51873249
0.58034003
0.6016016
0.5638333
0.48772234
""
0.52247959
""
0.52185673
0.52742541
""
0.51501966
0.48113269
0.51014948
0.50736642
""
""
""
0.52762794
0.49319395
0.5028708
""
""
""
""
""
""
""
""
0.57819247
0.54854584
0.50125992
""
0.64396495
""
""
""
0.49616888
0.518206
0.49943575
""
""
""
0.51655501
0.47857535
0.62739456
0.51517135
0.67798924
""
0.49658927
""
0.52747393
0.50125486
0.53560442
0.50860214
0.49022678
0.52760184
0.48733595
0.54716259
0.56693947
0.56827694
0.53782427
0.52197659
""
""
""
""
0.53919214
""
""
""
""
""
""
""
0.60628694
""
0.53604341
0.564466
""
""
0.44828615
""
""
""
""
""
""
""
""
0.52369571
""
0.52435845
0.38526282
""
0.50303376
0.4968403
""
0.5100674
0.47512352
""
0.4608717
""
0.53950638
""
""
0.56931853
""
0.54811543
""
""
""
""
""
0.50071394
""
""
0.58309996
0.46502668
""
""
""
""
""
""
""
0.47539333
0.60944092
0.6231876
""
0.54498291
""
""
0.54529762
""
""
""
0.5121277
0.47817168
0.50037748
""
""
""
""
""
0.51008439
0.50825733
""
0.49305701
""
""
""
""
""
""
""
""
""
""
0.47715396
""
""
0.54790574
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51089966
""
