frac_years_xw_black_pooled
0.74998564
0.70300436
0.6431911
0.55450523
0.61583078
0.63909042
0.71405399
0.74505121
0.73592758
0.62038809
0.67192018
0.59706336
0.66765976
0.52770847
0.55830437
0.65642118
0.73238695
0.66948479
0.51133698
0.67851615
0.58996022
0.71131128
0.62443954
0.71081519
0.59271294
0.69367594
0.70897102
0.81887871
0.64531636
0.57979184
0.65112686
0.70169544
0.58992255
0.70747578
0.74062026
0.72932225
0.80541182
0.6057874
0.74255842
0.73527396
0.62255418
0.6911394
0.65176523
0.7079277
0.58399302
0.64225143
0.51388025
0.75141102
0.8008222
0.56675446
0.80197269
0.75495589
0.61329734
0.61131692
0.69563347
0.5888359
0.70004791
0.58712143
0.61085087
0.63449633
0.73557878
0.70950443
0.78605098
0.64777029
0.5665015
0.59148496
""
""
""
0.66230583
""
""
""
""
0.46689811
""
""
0.67301214
""
""
0.29863846
""
""
0.46550602
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56722802
0.65319413
""
0.62615591
""
""
0.71600717
0.52511835
0.67840362
0.71853542
0.37577757
""
0.48435587
0.60201675
0.80170655
0.58447742
""
0.49981624
""
0.66152692
0.48861369
""
0.65036416
0.74326116
""
""
0.527358
0.64626181
0.69093919
0.64476573
0.64576751
0.71320271
0.67706841
0.59354401
0.70147306
0.63434219
0.63557965
""
""
0.73065543
0.41980585
0.68574381
0.62555557
0.72214699
0.66642588
0.72450233
""
0.69721186
0.75704116
0.63693994
0.5133214
""
0.64299947
0.53309065
0.66135979
0.50647992
0.68493825
""
""
0.62418425
0.73382288
0.67723763
""
0.64476055
""
0.68366784
0.5189839
0.71812063
0.5464052
0.6301716
""
0.66345316
0.47165468
0.77781028
""
0.64416897
0.62862438
""
""
0.76334196
0.64328879
0.61046749
""
0.74246949
""
0.55606198
0.62734514
0.66437
0.80983537
0.73517627
""
""
0.69794887
""
""
0.70226574
""
0.62725669
0.7679351
""
0.74224961
0.67659193
""
0.75766349
0.71036392
0.59633642
0.58466655
0.75440699
0.63319689
0.63491577
""
0.72578931
0.64316022
""
""
0.71886081
0.51176322
0.59030414
0.6362735
0.62146276
""
0.64735204
0.75349933
0.63878089
0.67222708
0.72584528
0.70615637
0.68965745
0.68821996
0.68459535
0.7041806
0.71944243
0.74083954
0.67766052
""
0.70421678
0.71585763
0.72404838
0.68369681
0.65708846
0.68271792
""
0.70021653
0.61825919
0.70737809
0.52467853
0.52348417
0.54304129
""
0.64622998
""
""
""
0.66660005
0.60047126
""
""
""
""
""
""
""
""
0.69348568
""
0.50042433
""
0.54448241
0.70223075
0.56836116
0.65595323
""
""
""
""
""
""
0.56995159
""
""
""
""
0.68315226
""
""
""
0.63657367
""
""
""
""
""
""
""
""
""
""
""
0.75152367
""
""
""
""
""
""
""
""
""
""
0.58103132
""
0.74091309
0.79393387
0.71709341
0.72334194
0.74008167
0.70736241
0.69758105
0.68055981
0.67357779
0.77516127
0.66616559
0.72663563
0.72956789
0.65558094
0.75022322
0.69780415
0.73898953
0.77689207
0.67233866
0.68942064
0.67662704
0.64067698
0.56190622
0.59519035
0.56155282
0.50698912
0.79683578
0.77031118
0.53344095
0.67380613
0.64090949
0.43837073
0.48097312
0.70715702
0.53114998
0.55032754
0.62681508
0.75963604
0.67346835
0.71772403
0.52308846
0.76080322
0.74137163
0.63778979
0.39321426
0.69208652
0.7473765
0.69428754
0.60054535
0.53515708
0.59034735
0.76357931
0.67471194
0.59302241
0.81386995
0.64625865
0.64551777
0.65937203
0.77011096
0.74512666
0.66222411
0.7704953
0.58959001
0.76726532
0.72566497
0.67797452
0.57339895
0.75270528
0.66453469
0.73450965
0.69389486
0.66041505
0.5091418
0.54097837
0.63516688
0.75351471
0.62854457
0.55255449
0.60501969
0.61788392
0.4763847
0.61105967
0.38730383
0.73863274
0.58451885
0.58779168
0.68191761
0.73245031
0.61549979
0.77126688
0.68023235
0.52113783
0.68665737
0.5491432
0.66102999
0.69480026
0.64791375
0.39202824
0.58199131
0.66376638
0.7168175
0.55836254
0.55468434
0.76474732
0.26204467
0.68717492
0.56309098
0.74665892
0.42049202
0.59805948
0.68780124
0.4951598
0.62088054
0.69363225
0.66358197
0.73059976
0.74190098
0.56267405
0.64157164
0.54096186
""
0.3625102
0.702793
0.62648243
0.64364231
0.73306686
0.58241355
0.47894537
""
0.61867833
0.72782582
0.64984763
0.58938295
""
0.62959427
0.51541227
0.39184949
0.58181077
0.63194573
""
0.50169307
0.77034152
0.66885412
0.37653956
0.72126353
0.51306278
0.53706896
0.70073718
0.68665743
0.62421083
0.59292209
0.71850216
0.60444635
0.52716887
0.72896498
0.66632956
0.65758455
0.6325385
0.62753475
0.63583374
0.56007355
0.67671806
0.64267617
0.71900648
0.58512807
0.70137972
0.53965348
0.60931474
0.68053937
0.47433269
0.74674517
0.54977232
0.70436478
0.62133008
0.60270125
0.52080166
