married_pooled_female_mean_se
0.037496485
0.035964888
0.027602728
0.026224388
0.020765815
0.026997367
0.030276749
0.03827684
0.01977226
0.030356828
0.039137755
0.032667279
0.037600115
0.043899395
0.025057213
0.032047175
0.030021217
0.027650179
0.024257105
0.025521696
0.023074064
0.021925792
0.026735082
0.035550442
0.026872421
0.03220576
0.035892855
0.034011472
0.02794257
0.045267861
0.026974855
0.026591448
0.036308348
0.026063172
0.032709088
0.037841145
0.048202228
0.033551123
0.10417836
0.030065602
0.023537131
0.029704256
0.036538556
0.031795345
0.042850167
0.04998837
0.047592506
0.033101048
0.03402308
0.034706093
0.037438378
0.028527478
0.04542654
0.031337772
0.032604791
0.026973572
0.027701667
0.026410485
0.038580839
0.027915934
0.032812048
0.028609646
0.039046537
0.026652142
0.024289321
0.029048858
0.019117381
0.038254872
0.03741397
0.040606998
0.034018282
0.043323327
0.024755955
0.026508564
0.044755746
0.037852529
0.05489387
0.029390004
0.014530617
0.024825606
0.021289419
0.026236475
0.022349
0.043303892
0.034268003
0.025397789
0.021918658
0.025766945
0.02943974
0.034961753
0.02937904
0.026418077
0.028058898
0.020089027
0.020961681
0.028257901
0.066977024
0.03405064
0.026192563
0.033725534
0.031338654
0.028844746
0.022597091
0.029265815
0.02985928
""
0.031743631
0.02866021
0.021754488
0.031394053
0.026982399
0.026944609
0.025412587
0.031625088
0.027868405
0.048281606
0.043135799
0.034035001
0.035758175
0.04128667
0.035967007
0.028087139
0.029096484
0.042784359
0.039465226
0.032218028
0.026562802
0.041767102
0.03657363
0.032618321
0.030811945
0.031320162
0.034982216
0.044283453
0.051931757
0.080348738
0.027985256
0.063899823
0.028264822
0.031625029
0.026827432
0.054972358
0.043415725
0.036391236
0.046652742
0.046216764
0.0474433
0.054912407
0.037653778
0.035564497
0.038745154
0.053874984
0.052129779
0.038229037
0.042692371
0.034336541
0.069850475
0.0575248
0.045141708
0.034193274
0.031342901
0.035053615
0.02222587
0.01987111
0.031429049
0.032760538
0.034249894
0.030373672
0.049668103
0.031570237
0.030800126
0.029319927
0.024734503
0.028745644
0.031576909
0.036900211
0.033768736
0.032915808
0.035574876
0.044055425
0.049187243
0.037181426
0.048078693
0.028801177
0.033485908
0.039492387
0.049017437
0.039420579
0.035728112
0.034758165
0.042437814
0.032607634
0.047131136
0.043286223
0.035419229
0.048805024
0.04665051
0.038576066
0.059790898
0.048084717
0.036204889
0.046236373
0.048373129
0.046709757
0.039615955
0.058814242
0.070786767
0.027346725
0.02611023
0.027081367
0.030834433
0.031558793
0.031848866
0.030783119
0.029081695
0.024200661
0.024565127
0.033430398
0.041213054
0.030700881
0.043413155
0.035475433
0.027679162
0.041362956
