pos_hours_pooled_pooled_mean
0.83239597
0.86588192
0.85871482
0.81451255
0.79779762
0.7162891
0.77836531
0.82407683
0.80610722
0.72204757
0.81994843
0.82878608
0.79514194
0.82318693
0.9164744
0.83397478
0.78269255
0.69827515
0.70624787
0.83312219
0.84544277
0.82811946
0.84098309
0.77413595
0.82224774
0.79901302
0.81647915
0.80631119
0.7864542
0.85518587
0.81407684
0.84076685
0.78405994
0.83832306
0.8153953
0.81561965
0.8160488
0.85437304
0.83744383
0.75611657
0.82416975
0.86002862
0.75144595
0.76039076
0.8339656
0.79739648
0.88466966
0.79806405
0.79207295
0.77475142
0.79228169
0.82584459
0.66800094
0.75374669
0.79988354
0.80483699
0.77772564
0.82642436
0.85310864
0.75582886
0.79542828
0.83064777
0.81993735
0.76701754
0.7661925
0.76343042
0.74340481
0.88763255
""
0.86464411
0.7760517
""
""
0.9449904
0.85853237
""
""
0.90079021
0.8436783
0.84863865
0.87157845
0.75803143
""
0.82662022
0.80973637
0.7932831
0.80554551
""
0.86150426
0.78092664
""
0.71068823
0.98343438
""
""
0.83428758
0.68074262
0.80263591
0.81624162
0.78053373
0.80933321
0.85143214
0.79433072
0.82047683
0.80828661
0.71390355
0.82382822
0.7747162
0.84503508
0.81789261
0.81102681
0.69920892
0.78621393
0.86908978
0.84698725
0.84002072
0.78936332
0.67728984
0.8443656
0.79569191
0.86809891
0.7992354
0.83302081
0.80781204
0.81951988
0.83906543
0.81951064
0.79292709
0.80621737
0.77042347
0.91225845
0.81943828
0.87052935
0.87088877
0.80960131
0.84814388
0.85447896
0.88737202
0.78398788
0.75339997
0.76270264
0.89059079
0.81878042
0.91472697
0.82536948
0.78041202
0.82649004
0.89567739
0.79247421
0.79592997
0.68291628
0.80096537
0.83086079
0.8234899
0.80955249
0.8327657
0.78522658
0.78303969
0.66684562
0.83235592
0.76958847
0.79788309
0.82042813
0.85326219
0.73476744
0.86973554
0.82712227
0.80090165
0.86557549
0.74835461
0.82638216
0.87023193
0.7490896
0.83135074
0.85508811
0.82431358
0.82493228
0.86435658
0.81311029
0.85327613
0.82121223
0.83570743
0.83350527
0.79249585
0.90315425
0.85432416
0.84256399
""
0.8288148
0.82668138
0.82365727
