has_mom_white_female_p25
0.94257754
0.91489339
0.84765023
0.96488613
0.89907724
0.91940719
0.93052566
0.963521
0.93510741
0.93579513
0.97152621
0.82940829
0.88683319
0.94987816
0.94384295
0.91339719
0.91911191
0.89911479
0.97036886
0.91756725
0.90189308
0.9132542
0.9298979
0.89478362
0.92072761
0.93640554
0.96366727
0.90288544
0.87217253
0.92236125
0.95428008
0.94159883
0.9536674
0.93050092
0.91220176
0.89482933
0.91554374
0.94941545
1.0356684
0.97117478
0.95087492
0.92053783
0.96204913
0.93821353
0.90953058
0.81479704
0.96726769
0.88763922
0.96595937
0.96737349
0.9025501
0.90693069
0.99106872
0.94533885
0.83459526
0.90439653
0.95913792
0.94447488
0.93740827
0.95566159
0.91406345
0.94549894
0.90354186
0.87195671
0.9186359
""
0.76153809
0.89496899
0.93772954
0.96659327
0.92504603
0.74814457
0.90339357
0.8155213
0.87161189
0.82494783
0.86157805
0.81983912
0.86690438
0.94819158
0.88683575
0.81691337
0.85558623
0.76150292
0.90528029
0.88483697
0.89232594
0.96313936
0.88374126
0.88519293
0.86771488
0.91671067
0.92685616
0.92297345
0.91698104
0.96149564
0.81764817
0.97328019
0.91760492
0.92849398
0.90075254
0.95246738
0.93151814
0.89366597
0.90715939
""
0.93321639
0.92416471
0.87637877
0.93141842
0.96307689
0.87893701
0.91530418
0.79341006
0.88205516
0.98342645
0.95068318
0.89738297
0.89181262
0.93356562
0.87965375
0.91063911
0.90989906
0.87510979
0.90717947
0.86324036
0.89289832
1.0069454
0.96399969
0.88991642
1.0194235
0.81567436
0.82212031
0.96077192
0.94803685
0.72668844
0.87735718
0.98053867
0.98401511
0.95606285
0.98645949
""
""
0.9359464
0.92854065
0.90927643
0.90129662
0.84237057
0.94856167
0.86933309
0.99021763
0.90892434
0.99036145
0.89686966
0.93978429
0.93774748
0.93844515
0.96289784
0.88087302
0.92576462
0.92544484
0.93377227
0.9692598
0.95844734
0.80805451
0.94209141
0.95785266
0.83306903
1.0004381
0.94448888
0.86886489
0.91496414
0.9214775
0.95819265
0.93096673
0.91649646
0.92160302
0.92079014
0.92701983
0.75311416
0.94060314
0.87763494
0.96946794
0.91716069
0.86893135
0.911605
0.87275422
0.92442554
0.91028553
