has_dad_black_male_p25
0.44413587
0.47996074
0.43611363
0.5977236
0.37254426
0.41345081
0.48005328
0.4257654
0.42597517
0.60070419
0.53626311
0.58748698
0.52487439
0.34451702
0.5297153
0.50788605
0.43419844
0.50238645
0.42755073
0.48922849
0.4557119
0.61961013
0.48669922
0.49415722
0.50728303
0.48588634
0.45135924
0.44588181
0.50601447
0.58836693
0.46546656
0.49584854
0.51558965
0.4599441
0.44861552
0.41237989
0.3854546
0.50396663
0.41354331
0.37933791
0.36568597
0.3949323
0.48268369
0.43842936
0.39663404
0.50480014
0.80343175
0.48104107
0.43733585
0.50868207
0.42164639
0.39522904
0.50316882
0.45083585
0.44499683
0.48017973
0.43045658
0.35510713
0.44968784
0.50706333
0.42229638
0.40388882
0.38228068
0.44601521
0.51233619
0.57240725
""
""
""
0.48155555
""
""
""
""
0.57643431
""
""
""
""
""
""
""
""
0.52381951
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61806065
0.42574233
""
""
""
""
0.38176909
0.48722273
0.30829
0.47130436
0.49216411
""
0.58558846
0.55356181
0.42225266
0.45700452
""
0.77661192
""
0.49646226
0.43415132
""
0.47971544
0.47361016
""
""
0.45981866
0.42587146
0.39792764
0.45330372
0.3747457
0.4509002
0.47590262
0.67541152
0.54098099
0.43646237
0.44979057
""
""
0.40921524
0.63967556
""
0.47400197
0.41817719
0.39084148
0.64926034
""
0.47155738
0.43414262
""
0.44746509
""
0.46180412
0.40614003
0.44046113
""
0.46645373
""
""
0.38535038
0.45010644
0.53933239
""
0.42056522
""
0.45254356
""
0.50666928
""
0.51279086
""
0.53180128
0.61300677
0.36667234
""
0.48113522
0.57771242
""
""
0.42192361
0.47315523
""
""
0.47554153
""
0.49204814
0.48458162
0.55469358
""
0.27544048
""
""
0.42657837
""
""
0.29692474
""
0.45857507
0.37513563
""
0.56674206
0.54019225
""
0.38547942
0.4594377
0.31588414
""
0.33070707
0.47508618
0.28559443
""
0.52272493
0.50377023
""
""
0.46412501
0.35946822
""
0.40254247
0.42107785
""
0.43215957
0.33783686
0.39352721
0.40258768
0.40259644
0.29044291
0.38025922
0.41929811
0.28896534
0.5291608
0.35814664
