somecoll_pooled_male_mean
0.57850283
0.66584408
0.61169988
0.45998552
0.57938415
0.44190848
0.50446963
0.58538938
0.51874357
0.50720924
0.52626568
0.55891407
0.52582818
0.51604033
0.5448423
0.6213448
0.65904015
0.49914989
0.30309415
0.57061976
0.46978366
0.5961597
0.6408208
0.53472698
0.49167636
0.59402394
0.54849327
0.58778411
0.55238163
0.58296859
0.6694814
0.46556109
0.46084407
0.61414385
0.58890253
0.50497502
0.63881749
0.63412303
0.65124565
0.52767897
0.70463055
0.58113897
0.45131078
0.47433022
0.69594377
0.55074269
0.63579577
0.61784744
0.5643726
0.53102839
0.608675
0.61466056
0.58604521
0.45827043
0.53947538
0.45204651
0.46719724
0.50751823
0.74168289
0.52281642
0.56169462
0.58952034
0.578058
0.57003593
0.59054577
0.52743334
0.54191053
""
""
0.65888858
0.2190223
""
""
0.2241496
0.66444755
""
""
0.7726962
0.71961176
0.60825193
0.51951915
0.19379187
""
0.58208704
0.29284787
0.34961584
0.16266131
""
0.45817432
0.63633937
""
0.52843386
0.60481691
""
""
0.26234981
0.52169549
0.68639338
0.67560709
0.52795225
0.65270936
0.53649563
0.46698871
0.66491067
0.54589689
0.56725413
0.64131892
0.55560035
0.63358402
0.6610961
0.60904104
0.60323906
0.57977873
0.59125149
0.56678206
0.58079648
0.54815322
""
0.39105013
0.46788931
0.7318604
0.52256465
0.50835586
0.56130075
0.67433947
0.49063
0.59399229
0.56106699
0.47870782
0.39702666
0.43446204
0.5492714
0.56842339
0.60517579
0.50134987
0.52255183
0.64795691
0.5590753
0.49265358
0.53023732
0.53960991
0.64832538
0.59353995
0.415234
0.51346827
0.59261876
0.49321142
0.40880015
0.46649414
0.15737833
0.43867323
0.55338246
0.519117
0.60289955
0.33635688
0.4330197
0.48341334
0.54159909
0.48557317
0.57271105
0.59529525
0.48733383
0.61041999
0.44073212
0.44293842
0.49480149
0.48107326
0.50831378
0.53992158
0.55724972
0.63274211
0.51130587
0.47804371
0.58441138
0.44500247
0.56994003
0.59146309
0.4956781
0.39441457
0.55959535
0.60660547
0.54807329
0.59662777
0.54585367
0.24979499
0.50667524
0.70973575
""
0.73568636
0.6975733
0.59973216
0.64487231
0.75128031
0.64980912
0.74806911
0.61951828
0.5949024
0.67702651
0.55471057
0.68961036
0.56873155
0.55574375
0.65884489
0.68762332
0.63747799
0.51869905
0.87609202
0.62372965
0.61228955
0.5918541
0.64201099
0.8157599
0.59610254
0.69346374
0.75767064
0.73148966
0.73789304
0.7117812
