kir_imm_pooled_female_mean_se
0.064617492
0.049116034
""
""
""
""
""
0.032045498
""
""
""
""
""
""
""
0.034115288
""
""
""
""
""
""
0.026467118
""
0.039399292
0.066502996
""
0.080095269
""
""
""
""
""
""
0.03175937
""
0.027210614
""
""
""
0.053370513
0.059794921
""
""
0.02000157
""
""
0.03881532
0.025508586
""
0.02590199
0.043670323
""
""
""
""
0.04825066
""
0.04140095
""
""
""
0.061979726
""
""
""
""
""
""
0.013938366
""
""
""
""
0.025764853
""
""
0.044598009
0.04135396
""
0.033326764
""
""
0.053425152
""
""
""
""
""
""
""
""
""
""
""
""
""
0.015435342
0.043302391
0.040014882
""
""
0.060449418
0.0045144535
0.02396317
0.063653484
0.006827787
0.019195177
0.014083807
0.027136615
0.0099615902
""
""
""
0.025355931
""
""
""
""
""
""
""
""
""
""
""
""
0.036527693
""
""
""
""
""
0.045267802
""
""
0.063752413
""
""
0.047051474
""
""
""
""
""
0.045591116
""
""
""
""
""
""
""
0.057363212
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044733755
""
0.022171898
""
""
0.042920034
""
""
0.023472106
0.045167468
""
""
""
""
0.019706432
0.071992047
""
""
0.0045864605
""
""
0.021018365
0.065028906
0.038558785
0.006010402
""
0.019414559
0.0059504369
0.035113852
0.033174582
0.0078535946
""
0.0064476714
0.014942315
0.054312505
0.065639637
0.0013940292
0.014978321
0.016226182
""
0.038288016
0.0093643581
""
""
0.007356694
0.017800665
0.04096017
0.0029824753
0.015978867
""
0.0039524441
0.0055503147
0.017317731
0.0038058984
0.0031756097
0.0055397958
0.0070535843
0.018665032
0.0053643724
0.0087672798
0.0039168764
0.011164096
0.028303912
""
0.046552878
0.0083622066
0.010999967
0.0074681551
0.017922895
0.031433828
""
0.0081485631
0.060938291
0.0056653577
0.014000627
0.024058642
0.011141649
""
0.010288263
""
""
""
0.018180417
0.042232364
""
""
""
""
""
""
""
""
0.0090627
""
0.021802686
""
""
0.0096155433
0.049442679
0.037788611
""
""
""
""
""
""
0.012870401
""
""
""
0.062137868
0.022804571
""
""
""
0.039063167
""
""
""
0.057700511
0.036613978
""
""
""
""
""
""
0.02994227
""
""
""
""
""
""
""
""
""
""
0.019391393
""
0.0068586012
0.0067857211
0.022779193
0.021733513
0.008169706
0.016751088
0.021890907
0.028856635
0.026547622
0.013688857
0.032210615
0.010344144
0.022432171
""
0.019135982
""
0.011541744
0.0039604255
""
0.021535644
0.028645953
0.019617647
0.013765764
0.069231652
""
""
0.0090819336
0.017525803
0.03846461
""
0.046239112
""
""
""
""
0.03147205
0.027614947
0.021127185
0.028958997
0.006405639
""
0.026486745
""
""
""
0.021494124
0.012240091
0.023842061
""
""
""
0.015578273
0.018152691
0.030658286
0.0025218031
0.024556581
0.040498804
0.01542354
0.041255504
0.005596525
0.0097552966
0.0058401842
0.014070949
0.0091143055
0.011132387
0.043095462
0.029244624
0.015318802
0.024241887
0.015800513
0.010094806
""
""
""
""
0.012203686
""
0.043822963
""
""
""
""
""
""
""
0.052394971
0.050783221
""
""
0.038182076
""
""
""
0.040563945
""
""
""
""
0.049970645
""
0.044190671
""
""
0.020571817
0.026786845
""
0.027717222
0.038745321
""
0.014475006
""
0.012613392
""
""
0.026096916
""
0.035835899
""
""
""
""
""
0.0096665705
""
