kir_stycz_white_male_p1
0.2431256
0.54129958
0.37208581
0.39307913
0.30374208
0.30895635
0.42549381
0.3990905
0.30191255
0.26990488
0.4865835
0.27820414
0.41641364
0.27721828
0.45447147
0.45645243
0.44591323
0.32083911
0.33240485
0.26699689
0.30125198
0.37935051
0.45049882
0.28590292
0.37516379
0.40841398
0.32420903
0.36084408
0.34128433
0.44878772
0.4129051
0.31815663
0.29821846
0.35352486
0.24441496
0.30877101
0.51822013
0.43870214
0.5664953
0.34685418
0.30207559
0.37468636
0.21472973
0.39605638
""
""
0.33092776
0.35692719
0.30258039
0.15028822
0.57953286
0.41271976
0.39891183
0.34984669
0.32558322
0.41315979
0.43116322
0.32127705
0.4292818
0.36584064
0.29082501
0.35835898
0.34391481
0.32112804
0.41829976
""
""
0.12933873
0.30413437
0.41223747
0.31830505
0.23353052
0.34854457
0.44936311
0.30938429
0.47177947
0.44428954
0.2202037
0.30280864
0.28610379
""
""
0.28172255
0.23055562
0.3814716
0.44548592
0.4158667
0.36203259
0.38545498
0.37091807
0.34204072
0.29463598
0.31077456
0.4740662
0.34128982
0.26966044
0.29653847
0.5640322
0.32533044
0.30319938
0.391458
0.42352137
0.3178809
0.27595434
0.30162445
""
0.40331
0.28639299
0.28801528
0.30147111
0.38304844
""
0.38632917
0.34948897
0.25417513
0.33844769
0.43443507
0.23481648
0.27029493
0.36721626
0.3055287
0.30257538
0.36078367
0.40236712
0.33344221
0.41451818
0.42226571
0.24243395
0.36539659
0.41837621
""
0.5259223
0.59466887
""
0.14537613
0.27831441
0.67248386
""
0.38837716
0.43935797
0.26966956
""
""
0.39653549
0.22885099
0.35117194
0.32334992
0.39788085
0.24169637
0.4310798
0.34919572
0.55081254
0.41630328
0.39187211
0.33482692
0.35565016
0.01472736
0.44978565
0.4927282
0.44228101
0.29946774
0.5183785
0.48403579
0.22938032
0.24485801
0.55870175
0.23977047
0.48586276
0.10478905
0.42699495
0.28600633
0.35394761
0.40370646
0.2569454
0.42154589
0.48354828
0.38225237
0.45032027
0.32563236
""
0.19520381
0.42086333
0.23715825
0.19249064
0.21752554
0.3768141
0.63958514
0.41390899
0.27212104
0.33937743
0.37844652
0.35798663
0.29582819
0.25484508
0.40960178
0.41523674
0.27723712
0.31791821
0.60939312
0.28976485
0.28656948
0.54504186
0.4743385
0.54674613
0.50024945
0.38331932
0.24249302
0.37172717
0.36680388
0.47122282
0.39069226
0.43173361
0.35020727
0.32349098
0.38733041
0.45682618
0.35555565
0.32379943
0.42266989
0.35604322
0.26271787
0.25719178
0.34693936
0.50224495
0.36074746
0.32474709
0.39561591
0.17359629
0.6216737
0.37198254
0.19383174
0.41204053
0.35578975
0.41873449
0.27153265
0.30770674
0.12677914
0.45256642
0.40839055
0.32784697
0.33159998
0.34881866
0.17720465
""
""
0.16990197
0.28946716
0.61377233
0.3206948
""
""
""
""
0.36781412
0.39331269
0.23624942
0.33805487
0.31832033
0.42777008
0.39061099
0.24538149
0.41846547
0.31434998
0.38655141
0.22708656
0.54534733
0.32862973
0.37378636
0.28484297
0.52196735
0.54038203
0.27939925
0.40922749
0.36433718
0.37595916
0.37501061
0.50297147
0.46887252
0.36480781
0.43927893
0.26601827
0.24399152
0.42709905
0.4004252
0.42551309
0.2764321
0.4743709
0.50836766
0.48263663
0.32543737
0.50022465
0.33596018
0.19806482
""
0.37584803
0.37084588
0.30759987
0.34622195
0.044762027
0.2406801
0.36900249
0.42042249
0.29006785
0.285593
0.34887147
0.30730915
0.15869029
0.25696051
0.20348997
0.29020068
0.40641156
0.41916442
0.28859884
0.38382411
0.25173312
0.33335549
0.27539974
0.14065985
0.25007063
0.21511754
0.30389783
0.40668508
0.33239642
0.36645582
0.4041858
0.27520815
0.25437468
0.29925376
0.32580748
0.29904887
0.35844225
0.36940393
0.21728428
0.25291502
0.11759315
0.29717669
0.42547873
0.15873384
0.22459556
0.33561885
0.36922583
0.2004672
""
0.37454379
""
0.44145516
0.0749515
0.58579284
""
0.31522319
""
0.35898694
0.30461797
0.38610384
0.22510555
0.36032948
0.13372436
0.34121203
0.33044857
0.41895211
0.32955015
0.30742532
0.47412458
0.39119893
0.29281816
0.33794627
0.37256572
0.29389787
0.44221005
0.34033793
0.13586648
""
