hs_white_female_p75
0.93839872
0.93107963
0.95843494
0.92041957
0.96798372
""
0.9702912
0.96487194
0.92994791
0.95370513
0.88933378
0.9280389
0.92495447
0.90760922
0.94379747
0.96317035
0.93033385
0.90949082
0.93816614
0.91337401
0.93860543
0.94628185
0.9351061
0.92853951
0.91534221
0.95848507
0.96963602
0.9324739
1.0034825
0.92007786
0.97041595
""
0.94951862
0.93834257
0.9378159
0.95048332
0.93766862
0.95736027
0.93571144
0.9381547
0.96442646
0.92939627
0.92637867
0.90698075
0.92721152
0.9122898
0.99196255
0.94192052
0.93311882
0.93772912
0.94688779
0.93809396
1.0119255
0.95053571
0.91106135
0.95928168
0.95704812
0.87697637
0.92735189
""
0.94082439
0.97348851
0.93061858
0.92293298
0.88357896
0.95077479
0.98714638
""
""
0.94450521
""
""
""
""
0.94347423
""
""
0.93621993
0.91223091
0.98452902
0.97277623
""
""
0.91650504
""
""
""
""
""
1.0031985
""
0.89543802
0.81499404
""
""
""
0.96348447
0.94949025
0.93580657
0.93673724
0.9070279
0.83414418
0.83555311
0.92830515
0.92010069
0.94868654
0.94311839
0.91676992
1.0200652
0.91024232
0.90213215
1.000725
0.94769162
0.99808282
0.91906917
0.94734859
1.0054554
0.9313758
0.95879591
0.94040912
0.92213064
0.96459681
0.94190872
0.97659266
0.94566566
0.92823744
0.95362967
0.93424165
0.95272458
0.92708945
0.97843426
0.96780193
0.96795994
0.97181571
0.91972107
0.88833958
0.94506007
1.0030375
0.96379542
0.93775934
0.95492756
0.90750194
0.94046617
0.91325146
0.97136521
0.96045125
0.94075495
1.0186243
0.93942404
0.94457209
0.87040323
0.98065346
1.0166633
0.94887406
0.92506069
0.85651696
0.93106109
0.90708798
0.88600183
0.71687591
0.93740416
1.0180587
0.96234637
0.96049219
0.97174561
1.0044447
0.96193111
0.94103211
0.92785537
0.95563322
0.94329023
0.8768791
0.915115
0.95023161
0.96402186
0.9096486
0.9514209
0.95768332
0.92443252
0.8830573
0.93134761
0.94030231
0.92458075
0.90925688
0.90800381
0.95574647
0.94401366
""
0.9427126
0.93985879
0.95004117
0.95649457
0.94776672
0.94661319
0.95112157
0.94893438
0.91677922
0.95541459
0.96937037
0.94051093
0.94459003
0.94184732
0.93308234
0.89811212
0.9522959
0.92477942
0.96221209
0.98537761
0.95287913
0.93606514
0.90925401
0.99064511
0.92197436
0.92218387
0.94089264
0.94967484
0.94073182
0.98116928
0.94317901
0.95142996
0.94594014
0.95095569
0.94994533
0.96384168
0.95519793
0.95668322
0.95029783
0.95549089
0.94896817
0.94796145
0.94054359
""
0.87530506
0.94119686
0.94837976
0.9476999
0.94819731
0.93349499
0.9854514
0.94225419
0.96083438
0.94730914
0.96016252
0.95557576
0.91832471
0.99309444
0.94133121
0.95331061
0.84248149
0.97598553
0.93610549
0.94883943
0.90308547
""
0.9735164
1.0045872
""
0.92821968
0.97337645
0.91973448
0.93460482
""
0.92943937
0.91141343
0.9243558
0.93440974
0.93274176
0.95914888
0.86122203
""
0.92600995
""
0.98531532
""
0.93170106
0.97282422
0.8618921
0.81571859
0.91253775
0.94549775
0.87622589
0.84904993
0.94652635
0.92959762
""
0.94213068
0.98862648
0.948928
0.97128636
0.94649923
