jail_hisp_male_n
44.0
110.0
""
""
68.0
""
""
136.0
""
""
35.0
""
""
""
""
82.0
30.0
""
""
""
""
43.0
127.0
""
65.0
40.0
""
55.0
""
37.0
""
""
""
""
74.0
30.0
310.0
""
38.0
""
79.0
52.0
""
""
283.0
""
""
110.0
249.0
""
184.0
111.0
""
""
""
""
55.0
33.0
107.0
""
30.0
20.0
66.0
""
""
""
""
""
""
758.0
""
""
""
""
239.0
""
""
55.0
51.0
26.0
27.0
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
54.0
1448.0
507.0
254.0
329.0
115.0
113.0
23244.0
869.0
311.0
9301.0
1712.0
1372.0
619.0
2968.0
""
28.0
22.0
633.0
""
26.0
""
64.0
""
34.0
""
""
""
""
""
60.0
105.0
39.0
""
""
""
""
74.0
22.0
""
91.0
""
37.0
59.0
20.0
32.0
27.0
""
""
50.0
79.0
""
""
""
""
""
20.0
48.0
""
""
36.0
52.0
""
""
""
""
""
""
""
""
30.0
29.0
80.0
""
448.0
""
20.0
73.0
""
""
281.0
88.0
""
""
44.0
""
457.0
53.0
""
65.0
9849.0
""
115.0
1000.0
134.0
243.0
6469.0
125.0
577.0
13668.0
251.0
281.0
5073.0
74.0
10830.0
2245.0
200.0
139.0
140024.0
2488.0
778.0
62.0
465.0
4028.0
45.0
23.0
7195.0
1194.0
237.0
26783.0
1264.0
42.0
24072.0
7952.0
1309.0
29196.0
26397.0
4041.0
7660.0
1570.0
5999.0
4838.0
14748.0
3203.0
506.0
""
148.0
3360.0
2675.0
6564.0
928.0
402.0
""
7715.0
177.0
10478.0
1871.0
568.0
4561.0
260.0
2823.0
37.0
""
74.0
1153.0
267.0
54.0
""
21.0
89.0
36.0
38.0
""
160.0
6649.0
""
552.0
62.0
55.0
2846.0
174.0
214.0
""
""
""
""
87.0
""
3025.0
""
30.0
69.0
164.0
960.0
269.0
""
132.0
562.0
""
84.0
112.0
219.0
390.0
395.0
""
43.0
29.0
""
177.0
2307.0
25.0
221.0
""
43.0
""
""
""
""
44.0
32.0
2093.0
48.0
3467.0
3228.0
202.0
235.0
2685.0
558.0
176.0
282.0
251.0
1032.0
203.0
1534.0
389.0
""
274.0
25.0
1404.0
11527.0
""
312.0
191.0
472.0
1356.0
72.0
109.0
""
1628.0
454.0
158.0
""
75.0
""
27.0
""
""
179.0
431.0
455.0
427.0
7065.0
""
327.0
43.0
""
""
691.0
1910.0
306.0
61.0
""
""
918.0
784.0
344.0
42294.0
460.0
71.0
465.0
292.0
7781.0
2942.0
5483.0
1177.0
1851.0
2252.0
124.0
247.0
1013.0
223.0
662.0
2485.0
53.0
43.0
20.0
""
1528.0
22.0
58.0
22.0
""
""
""
""
""
""
81.0
98.0
20.0
""
91.0
""
""
""
47.0
25.0
""
21.0
""
86.0
""
90.0
36.0
""
301.0
169.0
""
242.0
145.0
""
574.0
""
1183.0
48.0
60.0
179.0
""
115.0
""
""
""
""
""
1169.0
""
""
74.0
147.0
""
""
35.0
""
""
""
""
205.0
100.0
190.0
""
1027.0
24.0
""
77.0
93.0
25.0
""
1825.0
78.0
713.0
""
""
39.0
""
""
199.0
244.0
""
69.0
""
""
""
""
""
""
""
""
32.0
""
257.0
""
20.0
117.0
30.0
""
""
""
""
""
""
""
""
""
""
""
74.0
504.0
51.0
41.0
""
97.0
51.0
21.0
""
""
82.0
""
""
""
""
""
373.0
115.0
""
""
""
34.0
""
""
35.0
""
""
28.0
""
""
""
39.0
76.0
49.0
""
""
36.0
""
""
""
""
38.0
67.0
24.0
""
""
26.0
""
""
""
625.0
""
""
""
""
402.0
2851.0
148.0
389.0
644.0
""
240.0
25.0
""
257.0
""
""
36.0
326.0
""
""
""
1107.0
""
236.0
""
""
""
135.0
42.0
41.0
55.0
90.0
""
106.0
130.0
168.0
39.0
26.0
""
29.0
60.0
283.0
58.0
""
87.0
129.0
89.0
""
""
331.0
""
65.0
29.0
""
""
267.0
""
78.0
""
27.0
48.0
156.0
""
""
""
26.0
48.0
33958.0
""
""
219.0
26.0
31.0
3476.0
""
""
""
""
""
""
20.0
""
""
120.0
""
""
""
""
86.0
66.0
41.0
""
23.0
""
""
""
3914.0
248.0
337.0
81.0
3471.0
353.0
""
71.0
62.0
22.0
""
833.0
169.0
75.0
""
223.0
26.0
""
""
""
""
23.0
""
""
22.0
""
169.0
254.0
""
""
""
""
""
""
""
""
624.0
371.0
""
146.0
""
""
""
""
47.0
101.0
23.0
150.0
""
37.0
""
""
""
264.0
2486.0
40.0
776.0
27.0
59.0
592.0
73.0
""
""
51.0
""
22.0
105.0
69.0
""
94.0
""
28.0
22.0
""
42.0
62.0
51.0
442.0
""
58.0
""
""
29.0
""
109.0
""
169.0
51.0
""
81.0
""
92.0
38.0
34.0
43.0
""
""
""
89.0
28.0
157.0
45.0
2829.0
209.0
42.0
85.0
1038.0
128.0
""
44.0
53.0
21.0
35.0
25.0
147.0
""
""
""
""
""
""
531.0
""
""
""
""
""
""
521.0
""
44.0
""
50.0
24.0
""
""
184.0
""
""
108.0
""
62.0
29.0
""
37.0
""
56.0
35.0
38.0
""
""
""
""
""
""
""
111.0
""
""
""
124.0
""
""
""
""
""
76.0
""
""
""
""
""
44.0
45.0
99.0
""
""
""
46.0
""
48.0
29.0
22.0
""
""
""
""
""
""
""
21.0
21.0
""
21.0
""
""
""
""
""
25.0
""
112.0
""
""
""
51.0
161.0
63.0
""
""
""
""
""
159.0
24.0
""
""
""
""
254.0
""
""
""
""
""
""
573.0
206.0
""
""
""
407.0
""
30.0
59.0
35.0
""
""
""
69.0
38.0
38.0
""
47.0
""
""
376.0
""
""
""
""
""
""
121.0
""
""
109.0
""
""
""
""
""
""
""
""
""
96.0
42.0
""
49.0
""
165.0
""
""
35.0
""
715.0
472.0
37.0
198.0
""
""
121.0
""
""
""
""
""
147.0
""
""
""
24.0
""
872.0
""
""
""
32.0
""
202.0
""
""
""
283.0
48.0
""
""
""
33.0
""
76.0
""
""
""
21.0
""
""
21.0
""
""
""
""
32.0
""
""
166.0
""
30.0
164.0
""
""
""
143.0
""
1512.0
415.0
544.0
""
30.0
""
""
""
45.0
78.0
""
""
""
""
""
""
""
""
911.0
""
""
""
""
22.0
""
""
77.0
""
22.0
""
""
""
""
27.0
""
""
23.0
39.0
""
""
""
""
113.0
24.0
""
""
""
""
43.0
""
""
""
233.0
""
""
24.0
""
""
""
""
31.0
""
""
""
""
279.0
""
""
""
26.0
""
""
21.0
""
511.0
31.0
""
91.0
""
""
""
20.0
""
""
""
""
""
""
""
25.0
""
57.0
""
""
34.0
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
30.0
""
""
""
""
23.0
31.0
""
""
""
""
""
""
""
82.0
""
""
""
""
""
""
29.0
""
91.0
""
23.0
43.0
""
214.0
237.0
146.0
""
""
""
""
""
""
332.0
""
""
""
""
""
58.0
""
""
1664.0
""
231.0
72.0
""
29.0
78.0
""
""
33.0
745.0
104.0
38.0
""
115.0
""
""
27.0
173.0
84.0
""
""
106.0
33.0
29.0
50.0
335.0
83.0
""
84.0
""
51.0
236.0
33.0
22.0
""
""
""
""
47.0
33.0
147.0
""
""
50.0
23.0
""
23.0
60.0
""
39.0
""
""
""
114.0
""
748.0
755.0
74.0
28.0
125.0
82.0
208.0
23.0
263.0
""
356.0
426.0
24.0
3957.0
2407.0
23.0
108.0
""
41.0
109.0
80.0
38.0
477.0
153.0
94.0
612.0
""
2857.0
68.0
1914.0
178.0
2242.0
""
595.0
504.0
2882.0
1674.0
""
""
343.0
20.0
""
23.0
""
69.0
257.0
""
261.0
57.0
230.0
88.0
""
""
27.0
23.0
134.0
""
""
""
245.0
30.0
578.0
30.0
""
56.0
91.0
42.0
""
35.0
709.0
88.0
22.0
""
84.0
191.0
301.0
""
1330.0
""
""
166.0
32.0
372.0
143.0
""
""
640.0
34.0
30.0
43.0
35.0
""
100.0
""
230.0
88.0
""
297.0
111.0
1346.0
97.0
20.0
""
""
""
27.0
809.0
""
""
700.0
231.0
94.0
74.0
""
99.0
106.0
271.0
338.0
2827.0
29.0
""
312.0
""
37.0
23.0
""
61.0
35.0
""
82.0
""
""
34.0
120.0
""
""
22.0
32.0
569.0
""
""
29.0
""
101.0
30.0
""
1247.0
""
""
""
23.0
""
""
151.0
""
""
""
""
""
43.0
""
34.0
56.0
""
""
24.0
30.0
""
""
64.0
""
33.0
104.0
""
123.0
46.0
""
""
""
97.0
""
939.0
""
""
30.0
105.0
""
""
95.0
85.0
49.0
24.0
83.0
64.0
""
""
""
""
""
""
34.0
263.0
82.0
""
47.0
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
112.0
61.0
""
""
""
""
53.0
292.0
122.0
""
""
""
""
178.0
""
""
""
25.0
""
""
25.0
53.0
""
""
37.0
""
""
21.0
53.0
21.0
""
21.0
""
21.0
""
""
""
""
29.0
""
22.0
""
""
""
88.0
55.0
""
""
""
""
""
""
""
22.0
""
""
""
""
35.0
32.0
""
""
""
""
""
""
""
""
""
""
77.0
""
""
""
""
91.0
150.0
26.0
""
23.0
25.0
40.0
""
""
121.0
""
""
54.0
""
402.0
22.0
37.0
""
""
""
""
""
""
""
""
42.0
47.0
""
""
247.0
""
""
""
""
""
""
25.0
""
1483.0
156.0
125.0
85.0
""
32.0
29.0
45.0
""
35.0
""
""
47.0
""
""
""
""
""
20.0
""
""
""
""
""
""
62.0
""
""
""
""
""
""
78.0
40.0
""
177.0
""
163.0
""
""
""
""
""
""
283.0
""
""
28.0
828.0
41.0
""
""
24.0
""
""
""
31.0
25.0
45.0
20.0
""
22.0
""
""
29.0
""
""
295.0
""
21.0
""
""
""
""
137.0
""
""
""
""
""
""
""
75.0
65.0
""
""
""
""
22.0
""
""
27.0
57.0
""
24.0
""
""
""
""
79.0
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
275.0
56.0
""
""
""
""
""
56.0
""
""
80.0
""
""
31.0
""
""
""
25.0
""
91.0
""
""
190.0
""
246.0
""
""
60.0
1293.0
""
""
""
""
""
20.0
""
""
""
""
""
302.0
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
383.0
127.0
""
""
""
149.0
""
24.0
""
""
""
""
""
""
""
""
90.0
""
""
""
""
50.0
481.0
""
317.0
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
132.0
9991.0
138.0
247.0
""
""
146.0
45.0
""
235.0
""
125.0
29.0
""
1959.0
42.0
311.0
35.0
""
33.0
""
38.0
514.0
92.0
295.0
91.0
""
1170.0
3702.0
1029.0
1983.0
165.0
1022.0
4326.0
457.0
8077.0
157.0
1097.0
3923.0
1587.0
1306.0
1154.0
5001.0
