kir_stycz_white_male_mean
0.5249964
0.56822479
0.52722466
0.53198653
0.57778418
0.49949375
0.51744092
0.57572407
0.52444428
0.5154525
0.55822819
0.55010003
0.58410126
0.48874053
0.59120148
0.60849983
0.62116706
0.54203784
0.54309869
0.56723964
0.52555752
0.53471202
0.57663345
0.46932015
0.45556059
0.54464042
0.46200305
0.46813157
0.53182358
0.56079471
0.58699161
0.4543106
0.54751724
0.46694767
0.46766743
0.48793161
0.51407713
0.47795895
0.60342139
0.46899331
0.46004817
0.49504456
0.42661831
0.54367977
""
""
0.49981353
0.58373648
0.40803704
0.46069822
0.57183182
0.5626263
0.55107075
0.47709814
0.56089252
0.56738406
0.50303543
0.52530301
0.52600586
0.48678684
0.48862323
0.46636879
0.56817156
0.54300505
0.52892685
""
""
0.63442719
0.52583885
0.55214804
0.5975818
0.54438186
0.55520695
0.57151765
0.48151174
0.53505677
0.59445131
0.47185975
0.44302735
0.38342142
""
""
0.45107532
0.35734406
0.49081039
0.49381563
0.51143372
0.48565841
0.52839684
0.39097598
0.477402
0.45043537
0.48008224
0.50527579
0.49198881
0.46092787
0.33808148
0.43073374
0.45199588
0.4263359
0.47762144
0.50490654
0.48872072
0.50508535
0.47398984
""
0.50588578
0.44820201
0.45986062
0.46621355
0.48220828
""
0.49905622
0.45489463
0.40659413
0.4193621
0.40273383
0.50106549
0.44420651
0.48701957
0.45814171
0.47378281
0.51816952
0.53719461
0.5369128
0.56538332
0.53999639
0.56740952
0.52482939
0.53538334
""
0.66723496
0.64686483
""
0.64479405
0.51665419
0.56367755
""
0.63116568
0.59649736
0.55774128
""
""
0.51396823
0.47091442
0.50367099
0.48327249
0.51294631
0.47833514
0.49113864
0.52742213
0.52080435
0.43064612
0.5296272
0.54988396
0.47477183
0.46785739
0.58275145
0.54286903
0.51058412
0.46012235
0.43109125
0.56840396
0.50615072
0.46724659
0.51375937
0.45279175
0.43883258
0.51107228
0.55966979
0.50673389
0.5515368
0.54438388
0.53224277
0.56458724
0.51607841
0.48735696
0.52939236
0.52394378
""
0.48566121
0.56847799
0.55334562
0.53749382
0.45518041
0.52113694
0.62003922
0.54919463
0.50878328
0.53982669
0.51543152
0.51019365
0.51525909
0.54922748
0.55252349
0.58833176
0.50467801
0.54850966
0.55274767
0.57844031
0.45294353
0.54598105
0.45643163
0.55304784
0.59844261
0.56132787
0.50571859
0.42485461
0.47296628
0.53278375
0.50366503
0.46618834
0.50233138
0.45946753
0.52301329
0.56249756
0.50131875
0.46404085
0.45732737
0.50597334
0.47968578
0.45052129
0.47738627
0.52413779
0.56152171
0.54509109
0.50942403
0.53181773
0.57992333
0.6170826
0.5511741
0.53850645
0.5263865
0.50134045
0.40616232
0.41337192
0.4418605
0.52968872
0.49905804
0.54485029
0.59029442
0.43680313
0.5284012
""
""
0.45895982
0.49282315
0.51318973
0.52789944
""
""
""
""
0.42974904
0.51723248
0.46780565
0.50231427
0.45385724
0.4499681
0.48782083
0.44273219
0.54932845
0.48254064
0.50327349
0.45051223
0.58206081
0.46178803
0.50517893
0.49372965
0.54477155
0.55362868
0.52707541
0.52783012
0.52226657
0.50206614
0.55540675
0.51481557
0.52123302
0.52409774
0.57677382
0.49484932
0.57168251
0.47616032
0.52936441
0.55487162
0.47471106
0.53602481
0.56244886
0.55183035
0.56424052
0.46257034
0.49878964
0.37879148
""
0.50240833
0.37575412
0.37974295
0.31319916
0.35032696
0.35591236
0.30711961
0.56680197
0.45934111
0.35733494
0.46923119
0.46569255
0.40962392
0.42971653
0.46288887
0.47509554
0.52081579
0.54772574
0.46920514
0.52802336
0.47322279
0.45243925
0.44745192
0.46824354
0.46684301
0.42957184
0.45857939
0.40185726
0.43853623
0.526362
0.43903208
0.45414045
0.50008816
0.49036258
0.48200998
0.46278283
0.46384913
0.56368703
0.47178578
0.55070728
0.50342321
0.47688335
0.55696213
0.50267625
0.49871817
0.50180429
0.45871767
0.47352782
""
0.38112721
""
0.62613052
0.44807315
0.55555272
""
0.5777235
""
0.52393156
0.50776684
0.49450803
0.47405383
0.49438632
0.48372898
0.51460701
0.5502947
0.54381651
0.55328906
0.47606495
0.68887776
0.554052
0.41381937
0.43634385
0.52483135
0.56296289
0.4392772
0.45087513
0.41502956
""
0.48083827
0.48400176
0.5196839
0.53648639
0.49282187
0.49289656
0.48372176
0.48828134
0.552598
0.48428395
0.48609117
0.49761701
0.50909799
0.49242651
0.50504041
0.49728835
0.57166421
0.50088143
0.50636071
0.39608562
0.39357093
""
""
""
""
""
""
""
0.37874889
""
0.50464213
0.46234003
0.54595518
""
0.58231658
0.5460766
0.56450772
0.64967448
""
""
""
""
""
""
""
0.35520497
