kir_29_pooled_female_p25_se
0.0021715937
0.0030904401
0.0059139244
0.0021249729
0.0027000248
0.0057917312
0.0017405126
0.0058930204
0.0068500866
0.0027455348
0.0025122524
0.0015628317
0.0071187424
0.00436961
0.0028890367
0.0083569689
0.0085025821
0.0030326196
0.0067578177
0.004686262
0.0019265021
0.0018417668
0.002952175
0.0035599936
0.0017395375
0.0060580163
0.0033161484
0.0022073716
0.0015450105
0.004691368
0.0043426426
0.0040954505
0.0019327401
0.002292217
0.0041269083
0.0021506147
0.0038452365
0.0033565138
0.0066744857
0.0057879877
0.0019587392
0.0038930895
0.0064941891
0.0097124754
0.0052168556
0.0044065253
0.0013518055
0.0028046956
0.0018573686
0.003272064
0.0025650267
0.0020792165
0.0026724783
0.0085816355
0.0091307219
0.0020206454
0.0056590713
0.0097393421
0.010097722
0.0033917071
0.0049547288
0.0020889558
0.0070505566
0.0050092218
0.0040930333
0.0047611455
0.0069843321
0.005722608
0.0053903232
0.0040962342
0.0042660716
0.003645191
0.0031588469
0.0035133599
0.0043825489
0.0070794807
0.003533083
0.0042518084
0.0063165366
0.0014112581
0.0034393333
0.0039590853
0.0048264018
0.0039856089
0.0016092325
0.0042952877
0.003916108
0.0030274473
0.0024386831
0.0027844375
0.0033440408
0.0051145321
0.0051282207
0.0023420413
0.0048356764
0.0078379726
0.0034685323
0.0023837201
0.0011327887
0.0019780428
0.0020810876
0.00092625688
0.0014557909
0.002204427
0.0022701316
0.0012309195
0.0020619913
0.0014980893
0.0036734161
0.0025464431
0.0031419133
0.0029065469
0.0019703871
0.0052050361
0.0020557602
0.00179122
0.0021502059
0.0072741825
0.0074706371
0.0065454803
0.002809641
0.0040028929
0.005107332
0.0039578262
0.0045787971
0.0025430562
0.002523521
0.0044482397
0.0054223668
0.0052017034
0.00098967052
0.0040054224
0.0037985612
0.0051838299
0.003085806
0.0038460938
0.0021767227
0.0025350749
0.0057563507
0.0045490754
0.0025387616
0.0034295791
0.0070829312
0.0056662117
0.0030544824
0.0058585755
0.0031722118
0.0034623663
0.004207341
0.0043866695
0.0040844097
0.0017035416
0.00301509
0.0053015989
0.0019074469
0.0019923202
0.0053008203
0.0023958723
0.0048679337
0.0040896805
0.010333787
0.0060748113
0.004164536
0.0012511431
0.0082475245
0.0010203569
0.0057434631
0.0054063988
0.0073957918
0.0032910034
0.00093879603
0.0030878552
0.0046332064
0.0025401851
0.0042592888
0.0069837896
0.0026409656
0.0017343311
0.0045898673
0.0058525535
0.0054654367
0.0049118097
0.0016224555
0.0044151037
0.005104939
0.0014227818
0.0067177741
0.005083485
0.0024341731
0.0077308645
0.0054006819
0.0033530628
0.0017402752
0.0070971902
0.0064240992
0.004064694
0.0035075983
0.0035388048
0.0021305853
0.0057345014
0.0021061159
0.0028198683
0.0053190882
0.0044928542
0.0028735702
0.0025438631
0.0016284384
0.0046856729
0.0034914755
0.0032742117
0.0035720337
0.0030357288
0.0068779108
0.0067576785
0.0023075948
0.0020718614
0.0027693899
0.0012148477
0.0039328546
0.003372876
0.0051333378
0.0039320528
0.0031258473
0.0041991575
0.0014497538
0.0028704747
0.0037455186
0.0028892308
0.0013899737
0.0019726292
0.0022702743
0.002926331
0.0067345686
0.0036481903
0.0074475757
0.0043623792
0.0067066122
0.0032392677
0.0095514944
0.0039737285
0.002763988
0.0047218758
0.0044032154
0.0030018701
0.004432654
0.0054530795
0.0039232182
0.0020122714
0.0046647573
0.0035901207
0.0015018228
0.0031997636
0.0038828123
0.0098557416
0.0035519407
0.004978172
0.0056793448
0.0022614114
0.0044226372
0.0024219318
0.003771469
0.0027431434
0.0020137257
0.0021091546
0.0024898718
0.00061450026
0.0024406728
0.00098499039
0.00088890985
0.0027400479
0.0027122141
0.0048840782
0.009230555
0.0034490183
0.0092174439
0.0066940002
0.0024429217
0.0040075816
0.0060625109
0.0040951553
0.0018016179
0.032400534
0.029969912
0.0011915002
0.0021485838
0.0059436713
0.0026710739
0.0014153091
0.0052326457
0.0084923171
0.0092531824
0.010344424
0.0075528338
0.0055738734
0.0075530442
0.0075313495
0.010655649
0.0053429948
0.0063558896
0.003960676
0.0014845587
0.0083295768
0.0048109698
0.0048191287
0.0068667652
0.0068517844
0.0070807855
0.0058176355
0.0041801957
0.010425612
0.0049846461
0.0043997788
0.0048306296
0.0051307064
0.0031707757
0.0039353049
0.0068913959
0.0032764019
0.0034813539
0.0041761138
0.0055330405
0.0031185865
0.0048943148
0.0056445948
0.0055214548
0.0049230531
0.0031278275
0.0047783619
