work_24_black_male_p100
0.80821103
0.8555671
0.8064608
0.932877
""
0.8403343
0.79470426
0.85087043
0.94070411
0.61118585
0.89375174
0.87326485
0.82913738
0.80333877
0.75631094
0.91880882
0.75764889
0.9648034
0.79158789
0.91953522
1.079906
""
0.94792426
0.78197634
1.0907345
0.86349356
0.89671248
0.75649756
0.84982437
0.87426907
0.77189678
0.91508991
0.82822853
0.80919057
0.87187672
0.86179525
0.85375804
1.0532062
0.73488474
0.84201825
0.78045309
0.89239353
0.71170074
0.85497957
0.83810526
0.74859196
0.95838201
0.95015854
0.82588238
0.88020426
0.84470552
0.85862702
0.9222272
0.78741354
0.83081353
0.77150035
0.82209659
0.70727545
0.84542215
0.94336122
0.8292352
0.80653334
0.85651159
0.69534284
0.87980157
0.87020397
""
""
""
0.83783644
""
""
""
""
0.85600281
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.82070172
0.8864122
""
""
""
""
0.84349895
0.83561641
0.92098653
0.85114354
0.81492239
""
0.72685075
0.85732418
0.84725928
0.89310873
""
0.85276645
""
0.92540807
0.95088798
""
0.76338792
0.8085224
""
""
1.1452264
0.86341602
0.84700787
0.84076357
0.93945575
0.78907812
0.87731278
0.72629732
0.94539684
0.89912456
0.8368119
""
""
0.91303718
""
""
0.88588071
0.81866515
0.85585189
0.85389543
""
0.90524471
0.83663398
""
0.7202884
""
0.84860867
1.1196558
0.69628525
""
0.85020447
""
""
0.83052707
0.84670663
0.91510707
""
0.9096579
""
0.83055544
""
0.7975558
""
0.98712277
""
0.89570349
0.75147051
0.85140139
""
0.8860625
0.86350524
""
""
0.84027761
1.0562165
""
""
0.78012925
""
0.82058275
0.94697285
0.80132914
""
0.77251321
""
""
0.86918181
""
""
0.77469921
""
0.76052886
0.7963416
""
0.83974636
0.76885128
""
0.79818505
0.84805334
""
""
0.79749823
0.81582177
0.73880208
""
0.69015902
0.80437922
""
""
0.86281472
0.87781072
""
0.85342705
0.8387422
""
0.81789434
0.79982823
0.79132652
0.82001328
0.82908165
0.76156962
0.79878438
0.85158122
0.81653881
0.86331993
0.8359676
0.80833536
0.95010144
""
""
0.81998777
0.80091745
0.82052666
0.93101585
""
""
0.80811346
""
0.85979444
0.83974439
0.93136746
0.84116447
""
0.85950804
""
""
""
0.86258411
0.90061045
""
""
""
""
""
""
""
""
0.84551549
""
0.81955385
""
""
0.84235865
""
""
""
""
""
""
""
""
0.91820902
""
""
""
""
