hours_wk_asian_pooled_p1
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.521671
""
""
""
""
""
""
""
20.623196
""
""
""
35.365009
""
31.938663
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.373196
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.860428
""
""
27.989508
""
""
""
24.236788
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.938183
""
""
""
""
""
52.889252
""
""
""
""
""
""
""
""
""
31.280663
""
""
36.54916
""
""
31.80686
""
""
24.815924
""
""
""
""
31.279953
36.553078
""
""
30.23036
""
35.413353
""
""
34.76461
""
""
26.994978
12.054444
""
31.38648
27.734316
""
33.339523
29.887285
""
28.440411
32.087837
32.792614
28.637533
35.962585
32.007889
24.335184
31.383518
16.772573
""
""
""
21.954538
26.202559
35.264133
20.284355
""
""
35.210106
""
26.150005
37.014915
41.518501
36.831448
""
39.419342
""
""
""
27.553783
""
""
""
""
""
""
""
""
""
26.164642
""
5.8096681
""
""
26.969368
""
""
""
""
""
""
""
""
39.471558
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.535845
36.60508
""
""
33.35812
38.415112
""
""
""
35.626957
""
31.040255
42.827698
""
19.122919
""
28.847546
32.20351
""
""
""
23.15295
""
""
""
""
24.929193
30.650219
""
""
""
""
""
""
""
""
""
""
""
31.275244
""
""
""
""
""
""
48.205444
""
""
""
""
""
""
""
30.280746
""
""
43.913174
""
24.519415
42.711426
32.245872
43.730118
31.145832
21.242002
""
""
""
""
""
47.500313
""
""
""
""
17.162655
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.78738
""
36.529293
""
""
36.543888
""
""
""
""
""
""
""
34.435429
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.70429
""
""
""
""
""
""
31.039869
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.352436
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.596363
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.426731
29.88376
37.84602
15.720667
17.482475
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.512806
""
""
""
""
""
34.554916
""
""
""
""
""
32.168327
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.839909
""
""
""
33.272663
""
""
""
""
""
""
38.131741
""
""
""
""
""
""
""
