somecoll_other_female_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.074326433
""
""
""
""
""
""
""
0.055609986
""
""
""
0.089585431
""
0.053059626
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0399055
""
""
""
""
0.077896222
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.05210476
0.094648659
""
""
""
""
0.019637089
""
""
0.038250115
""
""
0.088858634
""
""
""
""
0.11067083
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.066975124
""
""
""
""
""
0.086076498
""
""
""
""
""
0.1153556
""
""
""
0.019347921
""
""
0.076214254
""
""
0.020191045
""
0.047670312
0.037835088
""
""
""
""
0.042668309
""
""
""
0.0092037404
""
0.046013825
""
0.10925119
0.056028921
""
""
0.041923866
0.043303609
""
0.017196244
0.038125284
""
0.025002869
0.021019211
""
0.023017546
0.016028326
0.02913866
0.032726415
0.083090082
0.023965834
0.036090944
0.016669147
0.033569235
0.068252258
""
""
0.034324721
0.041036543
0.041972876
0.083728261
""
""
0.072810158
""
0.023998547
0.040125694
0.097026654
0.06723921
""
0.037015572
""
""
""
0.078602083
""
""
""
""
""
""
""
""
""
0.046519995
""
0.041787032
""
""
0.03223132
""
""
""
""
""
""
""
""
0.035507292
""
""
""
""
0.061858475
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.078267828
""
0.034781247
0.051057279
""
""
0.049642622
0.061325856
""
""
0.084597908
0.063425139
""
0.05106651
0.063636839
""
0.076598227
""
0.055281207
0.032734465
""
""
""
""
""
""
""
""
0.04463397
0.041189797
""
""
""
""
""
""
""
""
""
""
""
0.048225034
""
""
""
""
""
""
0.085206538
""
""
""
""
0.067476578
""
""
0.032834243
""
""
0.053187955
""
0.039487015
0.087374747
0.046395428
0.080074385
0.050563198
0.096704774
""
""
0.091009416
0.11285854
0.083813421
0.057914812
""
""
""
""
0.083330646
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.076925948
""
""
""
""
""
0.068620749
""
0.053189702
""
""
0.067326039
""
""
""
""
""
""
""
0.049467139
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.055707
""
""
""
""
""
""
0.045797165
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.088576533
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.063047737
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.066091351
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.03041593
0.01096316
0.050211094
0.029732581
0.088178247
""
""
""
""
""
""
""
""
""
""
""
""
0.10380489
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
