kir_native_other_pooled_mean_se
""
0.058986247
""
""
""
""
""
0.032383092
""
""
""
""
""
""
""
0.052647598
0.060916144
""
""
""
""
""
0.040463798
""
0.051257394
""
""
0.045584507
""
""
""
""
""
""
0.039323665
0.053058144
0.02385501
""
""
0.055702928
0.050942678
""
""
""
0.02949593
""
""
0.035649847
0.029210078
""
0.04458534
0.053185973
""
""
""
""
""
""
""
""
""
""
0.044736736
""
""
""
""
""
""
0.014096336
0.05665075
""
""
""
0.028343614
""
""
0.038175058
0.036793869
0.063869134
""
""
""
0.034385376
""
""
""
""
""
0.05923491
""
""
""
""
""
0.058245379
0.072752237
0.031582408
0.034157619
""
""
""
""
0.008742312
0.035121262
0.041875795
0.015546384
0.035364348
""
0.045139186
0.049520388
""
""
""
0.026161186
""
""
""
""
""
""
""
""
""
""
""
0.048859477
0.048115537
""
""
""
""
""
0.037198655
""
""
""
""
""
""
""
""
""
""
""
0.043708347
""
""
""
""
""
""
""
0.049553204
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028764263
""
""
""
""
""
0.027590089
""
""
""
""
""
0.028074019
0.059446324
""
""
0.0095564434
""
0.088293456
0.024302108
""
""
0.011090631
""
0.026242455
0.016773364
""
0.023911174
0.042333212
""
0.017405059
0.043247782
0.059983928
0.05753671
0.0057649808
0.032430954
0.028326875
""
0.035766371
0.026551034
""
""
0.018681778
0.038960136
0.034612447
0.0091632139
0.024707055
""
0.010235649
0.0091874599
0.05340305
0.010335563
0.0079302685
0.017810853
0.016021078
0.025644429
0.01398495
0.020059954
0.010432119
0.027184488
0.026485661
""
0.033656877
0.015530146
0.0166346
0.018373454
0.032103475
0.046272483
""
0.022411391
0.043501638
0.015930433
0.026683399
0.032892786
0.020449344
""
0.015265588
""
""
""
0.031450283
0.04666413
""
""
""
""
""
""
""
""
0.018390533
""
0.032539029
""
""
0.014121726
""
""
""
""
""
""
""
""
0.017737903
""
""
""
0.044513073
0.032641411
""
""
""
0.045532338
""
""
""
""
""
""
""
""
""
""
""
0.037683729
""
""
""
""
""
""
""
""
0.06095745
""
0.02920479
""
0.022679098
0.018513042
0.044037763
0.033873543
0.01938439
0.02190474
0.044818804
0.037847158
0.032632627
0.022653438
0.037021905
0.028252374
0.037140083
""
0.02867238
""
0.024376946
0.0171085
""
0.05137606
0.051821996
0.033071093
0.053448789
""
""
""
0.017552458
0.022984849
""
""
""
""
""
""
""
""
""
0.040139534
""
0.016662546
""
0.052776236
""
""
""
0.034557708
0.028897846
0.034455787
""
""
""
0.031769097
0.030899743
0.054318614
0.020427104
0.055370353
""
0.022535326
""
0.017862169
0.02960558
0.02131688
0.027789772
