work_32_pooled_male_n
3027.0
7049.0
1306.0
868.0
2390.0
510.0
1263.0
6404.0
1966.0
988.0
1789.0
645.0
1387.0
577.0
642.0
2547.0
2685.0
675.0
406.0
1734.0
585.0
3607.0
3072.0
2592.0
2512.0
3675.0
1801.0
4891.0
864.0
1263.0
1243.0
576.0
744.0
958.0
5099.0
2277.0
33171.0
597.0
3978.0
1808.0
4632.0
3274.0
713.0
1061.0
13436.0
1115.0
1170.0
3891.0
20316.0
960.0
13059.0
5941.0
564.0
944.0
1364.0
979.0
2924.0
3139.0
7792.0
577.0
4116.0
2081.0
7882.0
2832.0
682.0
603.0
1084.0
67.0
78.0
15315.0
404.0
22.0
59.0
104.0
5041.0
29.0
62.0
1655.0
1790.0
612.0
658.0
224.0
46.0
2350.0
275.0
178.0
183.0
57.0
207.0
508.0
""
193.0
248.0
62.0
""
206.0
1538.0
6264.0
5568.0
2006.0
1480.0
401.0
559.0
138163.0
7938.0
3701.0
38581.0
7536.0
2355.0
7257.0
7994.0
1047.0
1045.0
1685.0
8223.0
1696.0
597.0
204.0
1146.0
790.0
1087.0
841.0
1187.0
376.0
1190.0
1048.0
3732.0
3014.0
3134.0
1001.0
399.0
915.0
991.0
4196.0
831.0
536.0
4244.0
768.0
1905.0
1202.0
1648.0
691.0
1999.0
399.0
738.0
4769.0
1173.0
288.0
814.0
528.0
541.0
573.0
1097.0
3405.0
640.0
571.0
2354.0
2961.0
538.0
334.0
509.0
441.0
1562.0
438.0
1280.0
422.0
1197.0
987.0
2728.0
329.0
20222.0
915.0
1363.0
4660.0
483.0
312.0
6645.0
733.0
719.0
493.0
2561.0
833.0
7324.0
3259.0
358.0
891.0
63591.0
54.0
1476.0
9484.0
1426.0
781.0
46841.0
1370.0
8194.0
41352.0
1336.0
5365.0
11419.0
839.0
37534.0
7140.0
2006.0
1340.0
391300.0
7243.0
8937.0
839.0
3983.0
12514.0
390.0
219.0
20801.0
6315.0
4708.0
118570.0
13859.0
624.0
83030.0
60221.0
3512.0
96346.0
125343.0
25551.0
31848.0
11240.0
31344.0
17778.0
72952.0
12313.0
8726.0
98.0
2129.0
24442.0
20481.0
25566.0
4990.0
3178.0
272.0
20660.0
2510.0
40287.0
8052.0
3752.0
21740.0
853.0
32066.0
354.0
206.0
324.0
12236.0
3186.0
724.0
43.0
350.0
239.0
92.0
167.0
184.0
1463.0
26248.0
22.0
10399.0
618.0
1318.0
31939.0
2314.0
2400.0
180.0
125.0
476.0
""
348.0
38.0
30955.0
69.0
