kir_stycz_asian_pooled_n
""
24.0
""
""
""
""
""
37.0
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
41.0
""
236.0
""
""
""
51.0
""
""
""
200.0
""
""
""
291.0
""
111.0
30.0
""
""
""
""
""
20.0
76.0
""
""
""
38.0
""
""
""
""
20.0
""
796.0
""
""
""
""
81.0
""
""
66.0
""
30.0
75.0
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
86.0
41.0
""
""
""
""
3425.0
60.0
""
633.0
77.0
""
45.0
66.0
""
""
""
108.0
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
201.0
""
""
45.0
""
""
259.0
""
""
""
""
""
146.0
""
""
""
15517.0
""
""
257.0
""
""
7437.0
27.0
151.0
3483.0
47.0
94.0
80.0
""
1446.0
262.0
24.0
""
67937.0
130.0
513.0
""
36.0
748.0
""
""
1227.0
379.0
43.0
24106.0
527.0
""
4919.0
7771.0
76.0
6874.0
14065.0
14177.0
3960.0
237.0
9476.0
663.0
18924.0
359.0
165.0
""
""
4182.0
673.0
1133.0
511.0
26.0
""
675.0
22.0
2810.0
539.0
203.0
914.0
""
1352.0
""
""
""
346.0
150.0
""
""
""
""
""
""
""
""
928.0
""
256.0
""
""
578.0
""
""
""
""
""
""
""
""
960.0
""
""
""
""
149.0
""
""
""
65.0
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
85.0
""
1293.0
1025.0
131.0
136.0
812.0
346.0
115.0
62.0
103.0
523.0
89.0
699.0
137.0
""
147.0
""
350.0
1920.0
""
50.0
52.0
272.0
86.0
""
""
""
1446.0
423.0
48.0
""
""
""
""
""
""
""
""
66.0
43.0
1211.0
""
43.0
""
""
""
150.0
230.0
130.0
""
""
""
130.0
105.0
52.0
1682.0
45.0
21.0
230.0
""
1862.0
250.0
851.0
287.0
1199.0
260.0
20.0
66.0
132.0
107.0
142.0
563.0
""
""
""
""
238.0
""
""
""
""
""
""
""
""
""
95.0
25.0
""
""
67.0
""
""
""
""
""
""
""
""
36.0
""
40.0
29.0
""
185.0
""
""
109.0
47.0
""
934.0
""
1078.0
""
""
147.0
""
28.0
""
""
""
""
""
1776.0
""
""
22.0
88.0
""
""
""
""
""
""
""
158.0
28.0
83.0
""
1118.0
""
""
20.0
21.0
""
""
2754.0
57.0
94.0
""
""
""
""
""
196.0
105.0
""
32.0
""
""
""
""
""
""
""
""
""
""
51.0
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
150.0
28.0
21.0
""
40.0
""
""
""
""
""
""
""
""
""
""
130.0
86.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
36.0
""
""
""
""
791.0
15420.0
435.0
1552.0
300.0
""
30.0
""
""
""
""
""
""
21.0
""
""
""
61.0
""
""
""
""
""
26.0
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
164.0
""
""
""
""
""
14701.0
""
""
37.0
""
""
5022.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
766.0
40.0
63.0
""
1755.0
49.0
""
""
""
""
""
300.0
52.0
20.0
""
78.0
""
""
""
""
""
""
""
""
""
""
""
87.0
""
""
""
""
""
""
""
""
52.0
150.0
""
88.0
""
""
""
""
22.0
40.0
""
25.0
""
""
""
""
""
24.0
1086.0
""
283.0
""
""
204.0
38.0
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
30.0
""
94.0
""
35.0
""
""
""
""
""
""
227.0
26.0
""
59.0
""
25.0
""
""
""
""
""
""
51.0
""
20.0
""
199.0
21.0
""
22.0
601.0
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
129.0
""
""
""
""
""
""
""
52.0
""
""
61.0
""
38.0
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
54.0
""
""
""
64.0
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
100.0
""
""
""
22.0
105.0
""
""
""
""
""
""
23.0
""
""
""
""
""
30.0
""
""
""
""
""
""
650.0
25.0
""
""
""
111.0
""
""
79.0
""
""
""
""
""
""
""
""
""
""
""
130.0
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
59.0
""
""
""
""
83.0
35.0
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
598.0
""
""
""
""
""
38.0
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
67.0
""
759.0
27.0
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
230.0
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
20.0
""
""
""
24.0
""
""
""
""
30.0
""
""
""
""
""
22.0
""
""
""
141.0
""
""
24.0
""
""
""
""
""
""
""
""
""
90.0
""
""
""
""
""
""
""
""
439.0
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
39.0
""
""
""
""
79.0
100.0
63.0
""
""
""
""
""
""
444.0
""
""
""
""
""
159.0
""
""
925.0
""
114.0
52.0
""
""
""
""
""
""
778.0
41.0
31.0
""
76.0
""
""
""
60.0
29.0
""
""
""
22.0
37.0
54.0
107.0
33.0
""
74.0
""
95.0
40.0
""
""
""
""
""
""
33.0
""
177.0
""
""
35.0
""
""
""
30.0
""
""
""
""
""
92.0
24.0
775.0
1387.0
44.0
""
99.0
49.0
186.0
""
211.0
""
228.0
1127.0
""
5488.0
2281.0
""
98.0
""
21.0
80.0
95.0
30.0
530.0
77.0
67.0
378.0
""
1045.0
34.0
280.0
117.0
4066.0
""
1827.0
319.0
2356.0
1012.0
""
""
65.0
""
""
