hs_black_male_n
115.0
38.0
""
318.0
599.0
127.0
1586.0
21.0
""
575.0
409.0
2328.0
""
41.0
262.0
""
""
144.0
""
251.0
1499.0
1474.0
497.0
621.0
2010.0
199.0
523.0
1028.0
2595.0
257.0
389.0
283.0
2175.0
1334.0
569.0
699.0
323.0
381.0
190.0
202.0
1970.0
381.0
144.0
32.0
261.0
391.0
3813.0
423.0
1951.0
510.0
659.0
1090.0
778.0
57.0
96.0
1618.0
194.0
34.0
37.0
574.0
253.0
1089.0
96.0
44.0
""
""
""
""
""
""
382.0
560.0
905.0
442.0
236.0
30.0
380.0
114.0
91.0
3788.0
506.0
73.0
""
121.0
1361.0
73.0
79.0
371.0
689.0
149.0
142.0
20.0
""
505.0
""
""
46.0
225.0
1751.0
605.0
357.0
5263.0
1618.0
312.0
360.0
1749.0
398.0
1723.0
175.0
218.0
330.0
747.0
2063.0
293.0
1434.0
1117.0
1479.0
159.0
79.0
124.0
569.0
166.0
159.0
335.0
223.0
964.0
1049.0
198.0
255.0
262.0
7037.0
291.0
295.0
108.0
124.0
323.0
846.0
1035.0
215.0
375.0
773.0
184.0
105.0
136.0
628.0
214.0
545.0
439.0
436.0
388.0
79.0
2129.0
734.0
306.0
671.0
1376.0
169.0
1206.0
152.0
39.0
""
""
364.0
4217.0
79.0
8058.0
""
""
""
95.0
7128.0
282.0
""
360.0
29.0
""
314.0
631.0
""
""
""
""
1020.0
""
33.0
1599.0
20.0
""
360.0
""
34.0
179.0
1138.0
""
31.0
62.0
52.0
127.0
638.0
22.0
615.0
95.0
""
62.0
183.0
368.0
1457.0
24.0
54.0
103.0
33.0
131.0
""
""
1060.0
241.0
283.0
3121.0
21.0
37.0
28.0
20.0
41.0
32.0
1404.0
114.0
25.0
60.0
1198.0
496.0
151.0
268.0
""
30.0
""
67.0
""
125.0
""
""
58.0
28.0
96.0
142.0
27.0
52.0
284.0
399.0
""
55.0
1469.0
66.0
22.0
""
71.0
""
""
331.0
""
152.0
50.0
130.0
254.0
537.0
429.0
13737.0
463.0
5107.0
6408.0
853.0
681.0
196.0
73.0
""
""
""
37.0
24.0
""
""
346.0
""
""
1733.0
90.0
""
225.0
1955.0
20.0
""
""
""
""
""
""
""
""
21.0
""
23.0
1079.0
""
""
29.0
""
""
""
""
106.0
""
37.0
42.0
""
""
35.0
26.0
""
""
""
22.0
""
152.0
""
""
""
81.0
338.0
""
28.0
169.0
""
276.0
318.0
1776.0
159.0
10061.0
333.0
71.0
""
3434.0
""
""
152.0
173.0
36.0
""
""
""
""
""
78.0
72.0
66.0
""
48.0
133.0
""
130.0
""
235.0
63.0
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
162.0
""
""
""
21.0
""
""
""
""
""
23.0
""
""
""
""
""
""
""
24.0
""
74.0
""
""
527.0
""
""
""
""
""
""
350.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
832.0
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
120.0
163.0
333.0
""
""
""
""
44.0
87.0
1714.0
34.0
22.0
""
""
162.0
""
64.0
""
22.0
""
20.0
100.0
107.0
30.0
35.0
664.0
51.0
""
28.0
274.0
28.0
""
""
""
""
""
29.0
186.0
42.0
""
105.0
""
""
""
""
27.0
""
""
""
""
""
""
""
72.0
34.0
""
755.0
""
874.0
""
""
""
150.0
""
""
""
""
""
""
28.0
161.0
185.0
248.0
5391.0
826.0
210.0
159.0
46.0
""
""
""
""
""
""
""
""
90.0
""
""
108.0
""
""
""
""
""
340.0
111.0
589.0
1574.0
3842.0
170.0
461.0
496.0
374.0
238.0
52.0
""
44.0
""
24.0
1047.0
""
71.0
231.0
48.0
""
165.0
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
251.0
""
""
""
""
""
""
""
132.0
""
862.0
""
274.0
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
131.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
145.0
251.0
379.0
64.0
1126.0
510.0
""
""
""
77.0
58.0
2599.0
912.0
""
""
1001.0
45.0
120.0
7020.0
""
""
""
""
77.0
""
""
364.0
""
54.0
""
""
33.0
""
""
""
""
""
""
""
""
1126.0
