kfr_native_hisp_male_n
""
""
23.0
""
34.0
""
""
""
25.0
""
""
""
""
""
2611.0
""
""
47.0
""
""
368.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
319.0
44.0
56.0
26.0
333.0
73.0
""
""
""
""
""
108.0
40.0
""
""
51.0
""
""
""
""
""
""
""
""
""
""
26.0
54.0
""
""
""
""
""
""
""
""
132.0
93.0
""
29.0
""
""
""
""
""
31.0
""
23.0
""
""
""
""
""
62.0
316.0
""
119.0
""
""
126.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
60.0
""
""
""
""
""
""
32.0
""
29.0
""
""
21.0
""
24.0
""
""
""
""
""
""
""
""
21.0
""
487.0
42.0
""
24.0
141.0
20.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
138.0
""
""
""
""
""
""
101.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
99.0
48.0
""
""
""
85.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
25.0
""
""
27.0
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
30.0
""
""
""
""
82.0
50.0
""
29.0
""
""
21.0
""
""
""
""
""
37.0
""
""
""
""
""
170.0
""
""
""
""
""
49.0
""
""
""
48.0
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
33.0
""
""
""
28.0
""
282.0
44.0
104.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
160.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
114.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
53.0
35.0
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
157.0
""
43.0
""
""
""
23.0
""
""
""
77.0
26.0
""
""
29.0
""
""
""
23.0
""
""
""
""
""
""
""
49.0
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
21.0
""
""
""
""
""
28.0
""
126.0
121.0
""
""
21.0
""
41.0
""
34.0
""
61.0
67.0
""
201.0
154.0
""
23.0
""
""
""
""
""
75.0
28.0
""
90.0
""
136.0
""
160.0
35.0
246.0
""
66.0
77.0
127.0
177.0
""
""
80.0
""
""
""
""
""
70.0
""
45.0
20.0
65.0
35.0
""
""
""
""
45.0
""
""
""
79.0
""
151.0
""
""
""
37.0
""
""
""
183.0
39.0
""
""
39.0
42.0
68.0
""
214.0
""
""
38.0
""
110.0
40.0
""
""
136.0
""
""
20.0
21.0
""
23.0
""
62.0
34.0
""
90.0
46.0
301.0
51.0
""
""
""
""
""
131.0
""
""
176.0
68.0
""
35.0
""
37.0
42.0
58.0
87.0
537.0
""
""
58.0
""
20.0
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
110.0
""
""
""
""
29.0
""
""
207.0
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
32.0
""
188.0
""
""
""
""
""
""
47.0
""
""
""
25.0
""
""
""
""
""
""
""
""
74.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
25.0
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
29.0
""
""
""
""
92.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
283.0
35.0
37.0
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
29.0
""
""
""
""
""
""
60.0
""
""
""
182.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
25.0
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
208.0
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
91.0
31.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
86.0
""
92.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1027.0
28.0
29.0
""
""
""
""
""
36.0
""
20.0
""
""
234.0
""
24.0
""
""
""
""
""
69.0
26.0
49.0
""
""
93.0
269.0
164.0
195.0
31.0
96.0
284.0
81.0
329.0
26.0
113.0
296.0
246.0
134.0
189.0
190.0
29.0
73.0
44.0
179.0
26.0
2170.0
""
240.0
67.0
82.0
160.0
""
504.0
262.0
140.0
66.0
""
39.0
172.0
34.0
25.0
75.0
90.0
30.0
162.0
49.0
178.0
49.0
371.0
219.0
212.0
507.0
21.0
64.0
77.0
35.0
25.0
325.0
63.0
""
1214.0
27.0
""
""
43.0
""
""
""
""
""
""
120.0
189.0
""
""
""
""
""
""
""
51.0
1043.0
""
""
""
189.0
36.0
462.0
639.0
47.0
76.0
97.0
36.0
196.0
""
""
""
35.0
845.0
41.0
291.0
118.0
""
47.0
35.0
""
""
""
""
702.0
24.0
""
""
59.0
""
""
35.0
338.0
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
184.0
""
""
23.0
""
""
24.0
""
62.0
""
30.0
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
121.0
""
""
""
""
25.0
""
60.0
""
""
""
""
""
""
25.0
""
23.0
""
24.0
""
""
""
""
""
""
""
""
""
""
""
32.0
""
98.0
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
34.0
""
32.0
""
""
""
""
37.0
""
""
""
23.0
""
""
""
""
298.0
""
53.0
25.0
40.0
""
""
158.0
40.0
""
""
41.0
""
102.0
42.0
""
""
37.0
""
""
""
27.0
""
""
""
31.0
""
21.0
""
208.0
267.0
""
76.0
""
""
""
""
""
""
89.0
""
""
""
""
37.0
""
""
""
""
25.0
""
28.0
""
""
57.0
""
36.0
""
40.0
59.0
33.0
""
""
""
""
20.0
""
24.0
""
59.0
""
""
""
""
""
""
""
""
22.0
54.0
21.0
""
""
""
97.0
""
127.0
""
""
21.0
23.0
""
""
""
27.0
""
""
""
""
""
""
""
""
62.0
""
""
30.0
""
""
""
""
24.0
""
""
""
22.0
""
""
""
""
""
23.0
""
""
""
340.0
""
""
""
""
25.0
""
""
39.0
""
""
""
""
""
28.0
20.0
21.0
219.0
24.0
""
""
""
""
""
30.0
140.0
""
29.0
25.0
""
""
40.0
28.0
""
""
""
""
97.0
""
45.0
27.0
""
108.0
29.0
47.0
79.0
204.0
""
203.0
50.0
""
""
62.0
""
""
""
209.0
""
56.0
29.0
119.0
""
24.0
""
175.0
""
""
141.0
""
""
""
""
""
89.0
""
""
""
""
""
38.0
84.0
90.0
""
45.0
""
""
""
""
""
""
""
""
""
25.0
152.0
""
39.0
120.0
44.0
""
""
""
""
65.0
131.0
""
132.0
""
""
348.0
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
94.0
""
27.0
""
117.0
""
""
32.0
""
""
""
""
25.0
48.0
""
50.0
""
""
""
""
""
""
""
24.0
""
""
""
""
65.0
""
""
37.0
""
""
""
""
""
28.0
""
""
""
""
""
""
""
78.0
""
21.0
25.0
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
85.0
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
132.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
21.0
42.0
40.0
57.0
""
""
201.0
30.0
20.0
35.0
106.0
""
186.0
341.0
6014.0
""
""
""
29.0
431.0
136.0
31.0
""
62.0
68.0
""
37.0
143.0
105.0
""
1491.0
""
""
""
48.0
29.0
23.0
""
""
25.0
""
""
335.0
""
33.0
196.0
26.0
""
""
113.0
""
32.0
""
67.0
""
37.0
2167.0
75.0
117.0
""
363.0
70.0
""
71.0
""
71.0
23.0
445.0
""
196.0
2592.0
22.0
""
23.0
23.0
34.0
43.0
""
528.0
""
""
81.0
45.0
323.0
26.0
21.0
""
34.0
75.0
25.0
55.0
63.0
""
354.0
219.0
""
""
""
""
21.0
3765.0
""
""
28.0
304.0
""
41.0
2007.0
43.0
117.0
23.0
""
""
126.0
""
52.0
29.0
""
""
36.0
""
""
153.0
59.0
302.0
119.0
52.0
80.0
70.0
48.0
""
""
76.0
""
""
""
191.0
""
""
78.0
32.0
45.0
31.0
""
""
37.0
""
""
31.0
""
""
752.0
34.0
27.0
330.0
""
""
""
24.0
""
73.0
181.0
209.0
""
312.0
36.0
""
34.0
""
222.0
38.0
""
""
""
39.0
""
64.0
1872.0
""
""
41.0
28.0
""
84.0
46.0
92.0
""
294.0
26.0
""
181.0
21.0
""
""
91.0
48.0
""
28.0
39.0
52.0
""
""
""
""
405.0
""
""
56.0
""
""
""
98.0
""
214.0
""
""
""
21.0
43.0
1543.0
321.0
""
61.0
""
21.0
328.0
1288.0
""
""
""
""
136.0
181.0
23.0
405.0
""
34.0
54.0
""
853.0
115.0
""
175.0
27.0
188.0
432.0
148.0
39.0
44.0
""
21.0
23.0
23.0
92.0
""
41.0
42.0
44.0
""
176.0
""
""
""
""
""
""
""
""
""
""
""
591.0
""
""
""
""
48.0
20.0
162.0
""
43.0
""
216.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
58.0
""
""
""
""
""
""
""
311.0
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
138.0
""
""
""
""
""
""
""
""
""
""
""
31.0
45.0
""
""
""
""
""
""
""
""
31.0
28.0
""
""
""
58.0
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
82.0
69.0
""
""
""
28.0
""
21.0
20.0
""
""
""
169.0
""
""
""
49.0
""
131.0
34.0
""
153.0
""
40.0
""
""
87.0
""
79.0
25.0
40.0
""
508.0
120.0
""
""
32.0
""
22.0
""
""
""
361.0
""
40.0
""
211.0
131.0
25.0
107.0
""
49.0
50.0
""
318.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
58.0
""
""
""
""
""
29.0
""
105.0
36.0
""
""
""
""
""
24.0
""
23.0
""
""
""
""
""
45.0
""
113.0
""
24.0
""
""
""
32.0
""
""
""
""
534.0
""
""
""
51.0
24.0
""
""
""
""
""
114.0
""
48.0
""
""
20.0
""
""
34.0
""
""
""
""
56.0
""
36.0
125.0
""
""
37.0
24.0
""
""
20.0
30.0
""
""
27.0
""
""
""
102.0
""
52.0
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
