somecoll_black_female_mean
0.50650471
0.49093986
0.51461637
""
""
0.50582105
0.48344645
0.64603972
0.54129493
""
0.79782355
0.60405505
0.63165975
""
""
0.69248396
0.56647265
0.47817853
""
0.39076057
""
""
0.57418245
0.57114357
""
0.5202806
0.45709273
0.61706692
""
""
0.72407621
0.56681097
0.66050935
0.54774332
0.54761863
""
0.66193402
""
0.57916558
""
0.58128095
0.59086454
0.52391857
0.62324899
0.70225948
0.5156576
""
""
0.6510371
0.54286915
0.55831295
0.58107632
0.58724922
0.54538608
0.5733695
""
0.64345062
""
0.7806012
0.46844897
0.61770594
0.52746803
0.67101043
0.55969959
""
0.3380166
""
""
""
0.75182426
""
""
""
""
0.6613664
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72824645
""
""
""
""
""
0.71704555
""
""
0.79969704
""
""
""
""
0.58342052
0.5089556
""
""
""
0.39777088
""
""
0.75385916
0.76400614
""
""
""
0.71869224
""
0.58958972
""
0.53968108
0.42220026
""
0.74068171
0.82511836
0.77845883
""
""
0.59577924
""
""
0.73340279
0.53421098
""
""
""
""
0.63210171
""
""
""
0.65197074
0.69051933
""
""
0.73454821
""
""
0.62534982
0.52229476
0.3496801
""
""
""
0.80971265
""
0.63506597
""
""
""
""
""
0.70155907
""
0.51660895
0.38165185
""
""
0.70408338
""
""
""
0.51837367
""
""
""
0.54676872
""
0.74157155
""
""
""
""
""
0.77494538
""
""
0.69539547
""
""
""
""
0.69957966
0.67116314
""
""
0.72551292
""
0.97679311
""
""
0.96285295
""
""
0.71583736
""
""
0.77745205
""
""
0.7210409
0.7564885
""
0.71157396
0.7053777
0.60332
0.68777645
""
0.71350151
0.80667055
0.80928963
""
""
""
""
0.74030519
""
0.61924046
""
""
""
0.65559334
""
0.78641909
""
""
0.61233199
""
0.73822635
""
""
""
""
""
""
""
""
""
""
""
""
""
0.69610357
""
""
""
""
0.71048242
""
""
""
""
""
""
""
""
0.74157399
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72978187
0.76556993
""
0.62526661
0.73805964
0.56992155
""
""
0.65408927
0.6707049
0.5223369
0.63278991
0.67968631
""
0.53294808
""
0.65788788
0.69755906
""
0.78498584
""
0.60790336
0.62993824
0.62485361
""
""
0.60946113
0.55369157
0.61429942
""
0.59024119
""
""
""
""
""
""
0.77169538
0.58272952
0.63734174
""
0.58573532
0.75954002
0.57297665
""
0.60771406
0.57902586
0.7807132
""
""
0.58646512
0.53410625
0.57938337
0.67527038
0.67491943
0.79625303
""
0.6893124
""
0.64072251
0.7832222
0.65169531
0.60689342
0.63944679
0.57517427
0.53132737
0.41337079
0.60105348
0.67185706
0.62632406
0.71950448
""
""
""
""
0.67899108
""
""
""
""
""
""
""
0.55769199
""
""
0.39190963
0.45571095
""
0.60961294
""
""
0.37517664
""
0.58346152
0.57478821
0.49301359
""
0.75795692
""
0.59797835
""
""
0.6695419
0.74735361
""
0.56583166
0.64986867
""
0.68044418
""
0.72432411
0.46562746
0.53547049
0.82007903
0.48669386
0.52142137
""
0.52874386
""
""
0.68601274
0.70351744
""
0.73145366
0.69769895
0.76060283
0.49253169
""
""
0.34424186
0.55396885
""
""
