kir_black_male_p75_se
0.022009153
0.04154826
0.15865658
0.01353332
0.0094203064
0.021735078
0.0059914473
0.053723749
0.1659583
0.011670236
0.011719551
0.0049371207
0.2007155
0.03601506
0.015077386
""
""
0.019239519
0.16980533
0.024550823
0.0084641175
0.006094425
0.011606629
0.010229348
0.0049353219
0.023750449
0.011998152
0.0076558567
0.0045980113
0.01880295
0.013727489
0.014672852
0.0046269186
0.0065365587
0.013520903
0.01025233
0.021920605
0.018051602
0.036765099
0.029826321
0.0064295297
0.017952012
0.026802164
0.10422137
0.019909745
0.016788052
0.0044036419
0.014442591
0.0057188673
0.015010175
0.0094805472
0.0093301842
0.011741495
0.065144658
0.037368145
0.007333009
0.022896811
0.064697981
0.04501567
0.011173395
0.018160043
0.0070270943
0.03536367
0.037022438
0.086812027
0.048442353
""
0.09017244
0.061549917
0.067099348
0.020391593
0.016878692
0.01412162
0.013214136
0.022134453
0.058677882
0.014316734
0.02726228
0.028844569
0.0041037872
0.01680265
0.026230693
0.053946797
0.019662207
0.0058431681
0.029275039
0.030924957
0.011964517
0.0086701121
0.021742169
0.020453641
0.056042433
0.079702102
0.010994377
0.087335043
""
0.028931146
0.015868641
0.0058627785
0.011221976
0.013950708
0.0032426857
0.006831896
0.015579274
0.011398251
0.0059015686
0.013356437
0.0054134387
0.023160677
0.018568184
0.014843367
0.0099733369
0.0055810665
0.01912969
0.0068158372
0.0075846124
0.0059485016
0.034709077
0.039241325
0.032090034
0.013710119
0.023822242
0.018520422
0.012262463
0.022212518
0.0076397392
0.0072346153
0.028784925
0.018324178
0.019519165
0.0024211004
0.017848087
0.015401757
0.026896907
0.023051579
0.019894946
0.010149424
0.007840313
0.022346035
0.014780375
0.0092870845
0.021529462
0.035928532
0.027973235
0.010743285
0.025869485
0.014656687
0.016466808
0.016746821
0.017381344
0.035133205
0.0054328083
0.010538951
0.020789811
0.0092587695
0.0079939598
0.025163928
0.0079732658
0.038230345
0.03802333
0.078049719
0.11293902
0.010115873
0.0033858255
0.02666867
0.0021695287
0.076852418
0.12196412
""
0.022518607
0.0024231351
0.012108618
0.074228376
0.011359557
0.061281186
0.11109314
0.012118936
0.0095764343
0.080494568
""
0.11747889
0.09549658
0.0068456535
