grad_black_pooled_p100
-0.35434285
0.55617964
0.5268265
""
""
-0.025494292
0.50809014
0.76509601
0.32490405
""
""
-0.63642067
0.8099215
""
""
0.14034574
0.78502929
0.35005495
""
0.84092444
""
""
0.1882699
0.12840815
""
1.1356846
0.064853907
0.47083083
""
""
-0.86033183
0.51495379
1.8806853
0.2697449
0.59580606
""
0.42410347
""
1.062652
0.1430562
0.98514318
-0.12657468
0.32046956
0.5068562
0.57212132
2.0802455
""
""
0.39080837
1.2222301
0.66804332
0.12362072
1.4989624
0.56407744
0.75149971
""
0.092199303
0.2568433
0.52308089
0.40138739
0.59890747
-0.072420254
0.52147377
0.6044957
0.36265174
-0.43217647
""
""
""
0.14736368
""
""
""
""
0.063383192
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.095999487
""
""
""
""
""
0.24290027
""
""
0.22419804
""
""
""
""
0.25332072
0.045547239
""
""
""
0.015505995
""
""
0.36229524
-0.3498818
""
""
""
-0.03522332
""
0.43288946
""
0.071712285
2.7443175
""
-0.42860836
-0.09270452
0.83825684
""
""
0.14720656
""
""
0.41331679
0.4329164
1.342193
""
""
""
0.81099421
""
""
""
1.2400669
0.41641223
""
""
0.11334622
""
""
-0.035767123
1.1566551
0.10456501
""
0.9129892
""
0.081504852
""
-0.18467946
""
""
""
""
""
0.38882044
""
0.55339456
""
""
""
-0.017085912
""
""
""
0.062064424
""
""
""
""
""
0.43454498
""
""
""
""
""
0.20018172
""
""
0.31238577
""
""
""
""
0.40555683
0.087187268
""
""
0.3117556
""
0.1249541
""
""
0.43315786
""
""
0.096709237
""
""
0.14147608
""
""
0.24938717
0.26929849
""
0.29515365
0.26673362
0.012490965
0.21033019
""
0.3636519
0.30835441
0.37185028
""
""
""
""
0.1642525
0.78768295
-0.089700177
""
""
""
0.75455141
""
0.13568252
""
""
0.38280714
""
0.39839426
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45294935
""
""
""
""
0.49894473
""
""
""
""
""
""
""
""
-0.011392009
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39651683
0.30023611
""
0.43323234
0.56655097
0.083620623
""
""
0.74279183
0.33092627
0.43350136
0.3367556
0.41736069
""
0.95781916
""
0.66329974
0.51784372
""
-0.20109317
""
-0.078693055
-0.064224266
1.5397892
""
""
0.3163529
0.23453304
1.0230358
""
1.1206517
""
""
""
""
""
0.035207536
0.36799434
0.10881662
0.60248369
""
0.33303785
0.51097178
-0.024686636
""
0.38537166
0.97275192
0.62502402
""
""
-0.38145462
0.15379359
0.18561536
-0.26656911
0.42323419
0.060591213
-0.0036716105
0.24600187
""
0.68144482
0.33961546
0.32574716
0.59212607
0.27756006
0.19630003
0.89711279
0.19294147
0.36417523
-0.046255611
0.35181642
0.66165501
""
""
""
""
0.7937389
""
""
""
""
""
""
""
0.26038319
""
-0.53638959
-0.063824341
-0.40434295
""
0.32369134
""
""
0.088933676
""
-0.00198641
-0.15286948
-0.023217615
""
0.94260371
""
-0.11454164
""
""
0.28005329
0.8591547
""
-0.14312695
1.0627042
""
0.38950682
""
0.49676904
-0.20354854
-0.17251138
0.7612316
0.33491686
0.16181684
""
2.1652257
""
""
0.45221451
0.49259076
-0.0039438503
-0.20073459
0.37686512
0.46046883
-0.37172771
""
-0.45346242
0.83958834
0.37188131
-0.12636018
""
0.49863145
0.50077069
""
""
0.49108332
""
""
0.18306261
""
1.5840839
2.2916932
0.4383353
""
-0.22110078
0.23442893
""
""
""
""
-0.020650661
0.3144986
0.50333577
0.042036273
""
""
1.1870656
""
""
-0.24744765
0.037379961
""
0.6047982
""
0.34838951
""
""
0.88065284
""
-0.026332773
""
2.3636093
""
""
0.19194786
""
-0.34294516
""
""
""
""
0.20557913
0.15119317
""
""
0.26859447
0.65290523
""
""
""
2.5077195
""
-0.68835229
""
""
-0.19131488
0.87277496
0.37834841
""
0.47301838
""
1.2812406
-0.1182174
