two_par_hisp_female_mean_se
0.062385902
0.04017603
""
""
0.050290138
""
""
0.037427813
""
""
0.082065374
""
""
""
""
0.03836317
0.082320027
""
""
""
""
0.063369051
0.037615895
""
0.053812873
0.050565403
0.10611375
0.060013644
""
0.064002134
0.079975322
""
""
""
0.052785166
0.088020459
0.023970919
""
0.059704721
""
0.046262722
0.058989257
""
""
0.021452192
""
""
0.042012092
0.027214635
""
0.031116921
0.037669964
""
""
""
""
0.058868658
0.071469449
0.040371019
""
0.066818163
0.11525173
0.05072118
0.086234085
""
""
""
""
""
0.015005695
""
""
""
""
0.024143497
""
""
0.059032414
0.056531686
0.10173386
0.076465756
""
""
0.049887385
""
""
""
""
""
""
""
""
""
""
""
""
0.046962403
0.011107809
0.018476252
0.022138368
0.021502389
0.025659677
0.039592717
0.0028890925
0.015656998
0.023367601
0.0044197724
0.010615957
0.011093071
0.016741138
0.0075567672
""
0.078225709
0.1009631
0.019158943
0.094238073
""
""
0.054595456
0.10787762
0.091576733
""
0.077210799
""
""
0.09496063
0.043958522
0.044013645
0.067158461
""
""
0.11039041
""
0.047278143
0.094741635
""
0.039996799
""
0.079634696
0.064914249
0.081173658
0.082433932
0.069934733
""
""
0.057629574
0.049819402
""
""
""
""
""
0.11423148
0.062584698
""
""
0.078278147
0.071503043
""
""
""
""
0.087668784
""
""
""
""
0.067069054
0.048172813
""
0.020654043
""
0.10459389
0.040853791
0.11972038
""
0.026302455
0.047081925
0.109143
""
0.073075794
""
0.021473454
0.058620099
""
0.056911461
0.0043404517
""
0.038386468
0.013534143
0.037303425
0.027338685
0.0051919762
0.03685075
0.015699487
0.0038953188
0.026628189
0.025144204
0.0055753114
0.045465082
0.004358172
0.009416
0.031224502
0.038395636
0.0011926913
0.0091112982
0.016493343
0.043981932
0.019967437
0.006883462
0.078487635
""
0.0052115601
0.013093811
0.025092606
0.0026879213
0.010999396
0.040492717
0.0027587847
0.0049336678
0.011556773
0.0024752135
0.0026527271
0.0071571791
0.0050804587
0.010649844
0.0055787582
0.0061144754
0.003624636
0.0080280686
0.017773446
""
0.032066636
0.0072804308
0.0084402673
0.0052960124
0.014486942
0.022267122
""
0.0051549068
0.030087398
0.0042411652
0.010337421
0.017938258
0.0065504368
0.027637031
0.0080661783
0.075373903
""
0.043553058
0.013028068
0.025911206
0.053246628
""
""
0.037096545
0.081052296
0.068960242
""
0.033005886
0.0054073171
""
0.015063984
0.051078811
0.031423286
0.0076446058
0.031190909
0.030802829
""
""
0.089662418
""
0.042493146
""
0.007628886
""
0.064573266
0.051952142
0.02944251
0.013412325
