somecoll_black_pooled_n
113.0
34.0
""
339.0
680.0
140.0
1861.0
20.0
""
645.0
435.0
2606.0
""
42.0
259.0
""
""
144.0
""
269.0
1649.0
1757.0
551.0
683.0
2233.0
222.0
660.0
1172.0
3083.0
254.0
461.0
331.0
2479.0
1541.0
673.0
799.0
325.0
377.0
228.0
238.0
2125.0
405.0
158.0
31.0
258.0
473.0
4284.0
472.0
2120.0
536.0
717.0
1168.0
874.0
81.0
100.0
1877.0
206.0
38.0
44.0
666.0
279.0
1198.0
118.0
65.0
""
20.0
""
""
""
""
427.0
555.0
943.0
503.0
251.0
24.0
421.0
102.0
87.0
4160.0
588.0
88.0
25.0
147.0
1620.0
71.0
78.0
457.0
784.0
173.0
158.0
""
""
533.0
""
""
52.0
276.0
2050.0
722.0
392.0
6126.0
1787.0
409.0
400.0
2013.0
435.0
1903.0
196.0
246.0
369.0
830.0
2252.0
276.0
1575.0
1274.0
1642.0
171.0
83.0
134.0
605.0
213.0
196.0
391.0
267.0
1174.0
1114.0
209.0
264.0
292.0
8141.0
304.0
336.0
126.0
134.0
364.0
900.0
1187.0
223.0
462.0
904.0
216.0
123.0
166.0
746.0
246.0
759.0
514.0
439.0
371.0
79.0
2427.0
825.0
305.0
777.0
1585.0
185.0
1408.0
194.0
44.0
""
""
387.0
5078.0
90.0
9649.0
""
""
""
116.0
8169.0
344.0
""
441.0
28.0
""
386.0
735.0
""
""
""
""
1176.0
""
44.0
1804.0
""
""
410.0
""
39.0
221.0
1258.0
""
37.0
59.0
53.0
138.0
745.0
""
736.0
138.0
""
63.0
238.0
431.0
1781.0
""
69.0
119.0
34.0
171.0
""
""
1202.0
329.0
305.0
3782.0
24.0
48.0
46.0
28.0
55.0
25.0
1682.0
121.0
29.0
80.0
1472.0
623.0
176.0
279.0
""
34.0
""
74.0
""
157.0
""
""
55.0
31.0
96.0
148.0
33.0
50.0
329.0
483.0
""
74.0
1722.0
75.0
28.0
""
82.0
""
""
370.0
22.0
189.0
54.0
180.0
337.0
553.0
471.0
16421.0
572.0
6013.0
7531.0
1006.0
764.0
232.0
70.0
""
""
""
39.0
26.0
""
""
415.0
""
""
1994.0
97.0
""
295.0
2232.0
""
""
""
""
""
""
""
""
""
20.0
""
26.0
1340.0
""
""
39.0
""
""
""
""
119.0
""
46.0
50.0
""
""
40.0
36.0
""
20.0
23.0
30.0
""
204.0
""
""
""
99.0
377.0
24.0
34.0
216.0
""
299.0
363.0
2190.0
178.0
11950.0
394.0
83.0
""
3960.0
""
""
195.0
211.0
42.0
""
""
""
""
""
98.0
98.0
84.0
""
49.0
155.0
""
159.0
""
273.0
76.0
""
26.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
199.0
""
""
""
24.0
""
""
""
""
""
31.0
""
""
""
""
""
""
""
36.0
""
69.0
""
""
645.0
""
""
""
""
""
""
409.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
911.0
""
""
""
""
20.0
""
""
""
""
""
""
22.0
""
""
139.0
171.0
396.0
""
""
""
""
43.0
85.0
2092.0
41.0
31.0
""
""
156.0
""
77.0
""
34.0
""
23.0
107.0
141.0
30.0
28.0
872.0
65.0
""
25.0
311.0
28.0
""
""
""
""
""
33.0
233.0
59.0
""
121.0
""
""
""
""
31.0
""
""
""
""
""
""
""
91.0
37.0
""
844.0
""
957.0
""
""
""
167.0
""
""
""
""
""
""
39.0
159.0
226.0
271.0
5894.0
942.0
217.0
157.0
48.0
""
""
""
""
""
""
""
""
119.0
""
""
134.0
""
""
""
""
""
402.0
142.0
696.0
1831.0
4426.0
187.0
506.0
550.0
436.0
282.0
58.0
""
46.0
""
33.0
1213.0
""
95.0
258.0
63.0
""
169.0
""
""
""
""
""
""
""
""
""
""
""
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
275.0
""
""
""
""
""
""
""
147.0
""
984.0
""
294.0
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
135.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
164.0
291.0
444.0
59.0
1346.0
597.0
""
""
""
91.0
57.0
2947.0
1100.0
""
""
1169.0
58.0
120.0
8187.0
""
""
""
""
82.0
""
""
432.0
""
56.0
""
24.0
41.0
""
""
""
""
""
""
""
""
1312.0
