kfr_stycz_asian_male_mean
0.40987942
0.41118768
""
0.46659148
0.43563345
""
0.41704473
""
""
0.43088058
0.42332411
0.47644278
""
0.41291946
0.46084255
""
""
0.49827015
""
""
0.45241699
0.42623156
0.38123274
""
0.51514876
""
0.37305701
0.36011025
0.50912678
""
""
0.53707027
0.47178966
0.49038693
""
0.41525224
""
""
""
""
0.49095747
""
""
""
""
""
0.47466218
0.45082712
0.50964493
0.43756372
0.48751113
0.45247445
0.48437884
""
""
0.41204554
""
""
""
""
""
0.49413374
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48966956
""
0.35789558
""
""
0.46942893
""
""
0.42311513
0.51898247
""
0.42465678
""
""
0.46968806
""
""
0.44159374
0.48025879
0.47405484
0.43855822
0.44674695
0.4909519
0.51455307
0.42759719
0.47030151
0.49451649
0.4670974
0.487459
""
0.40667957
0.36844671
0.43312833
0.48651692
""
0.47534102
0.44246727
0.47810888
""
""
""
0.43901041
""
""
0.49364302
""
0.52275771
0.42826983
""
""
""
0.51708233
""
0.44303313
""
0.42589757
""
0.45375714
0.44366193
""
0.35540453
0.41597649
0.3987011
""
""
0.45495945
""
0.42363456
""
""
""
""
0.52447695
0.52011001
""
0.40526325
0.49664912
""
0.48761973
""
""
""
""
0.50301081
0.55700797
""
0.61386669
""
""
""
0.43427566
0.52736986
0.46825126
""
0.3756609
""
""
0.45520759
0.45863155
""
""
""
""
0.45815903
""
""
0.51247168
""
""
0.5078429
""
""
0.48283809
0.46972376
""
""
""
0.39104691
0.44353363
0.4405165
""
0.49659091
0.46641093
0.46479043
0.36659372
0.4862164
0.43722355
0.51349545
0.48731616
0.45545727
0.38955185
0.51062912
0.46983331
""
""
0.56835777
0.39660576
0.42581585
0.50900704
""
""
""
""
""
""
0.52280122
0.4207451
0.46421447
0.47798038
0.50513428
0.49642274
0.42114335
0.43175298
""
0.49830955
""
""
""
0.42217255
""
""
0.5318619
0.47071108
""
0.49855256
""
0.61447841
0.47202769
0.46587175
""
0.46969563
0.48360276
0.41728052
0.50304866
""
0.3949807
""
""
0.49302179
""
0.49545801
0.37917799
0.51558435
0.51935774
0.5227567
0.50089359
0.57523912
0.54094934
0.62999791
0.54826891
0.53590226
0.47482654
0.41129723
""
0.45402986
""
""
0.43063113
0.46615434
""
0.45857695
0.47729504
""
""
0.56827492
0.52757168
0.4390099
0.42737195
0.54104692
0.5478071
""
""
""
""
""
""
""
""
0.49377549
0.44198751
0.41262782
0.51281965
""
""
0.44187906
0.47441146
""
""
0.51678699
0.50800812
""
0.46959478
0.45314384
0.36903095
0.48140216
0.47219539
0.45170411
""
0.45942089
0.43427634
0.42568272
""
0.47652894
0.42782953
""
""
0.56054986
0.44604182
0.39540303
""
0.49292731
""
0.50885296
0.46826544
0.49538544
0.54255551
0.60256284
0.43640733
0.37010166
""
0.50674081
""
""
0.50765121
0.47434217
""
""
""
""
""
""
""
""
""
""
""
0.46791101
""
""
""
""
""
""
0.46529233
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43653342
""
""
""
""
""
""
""
""
""
0.35375217
0.42030337
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36877078
""
""
0.36720547
""
0.49673182
""
""
""
0.41418159
""
""
""
""
""
""
""
""
""
""
""
""
0.39080435
0.44245455
""
0.51124483
""
""
0.53196698
""
""
""
""
""
""
0.45305622
""
""
0.5197739
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46357766
0.50779688
""
""
""
""
""
""
""
""
""
""
""
0.36252576
""
""
0.47236103
0.37404877
0.53106058
""
""
""
0.54983187
""
""
0.50460809
""
""
""
""
0.38997006
""
0.42538121
""
0.44230273
""
""
0.37306735
""
0.47308341
""
0.52790141
""
""
""
0.44137922
""
""
""
""
""
""
""
0.46586201
0.41679421
""
0.36596471
""
""
""
""
""
0.52500153
""
""
""
""
""
""
0.53893304
""
""
0.54419881
""
0.49256024
""
""
""
0.57686782
""
""
""
""
""
0.41986528
0.51125836
0.51612234
0.64091176
0.4992305
0.60299969
0.5059641
0.42729163
""
0.34893495
""
""
""
""
""
""
""
""
0.47204512
""
""
0.46551079
""
""
""
""
""
0.49042681
""
0.37904844
0.50118071
0.58245873
0.31684682
0.53972369
0.49731913
0.46664494
0.49439627
""
""
""
""
""
0.5324958
""
0.61903477
""
""
""
0.4090156
""
""
""
""
""
0.2716392
0.41174462
""
0.42980477
""
""
""
0.52325082
""
""
0.37559602
""
""
""
""
""
""
""
""
0.42574129
""
""
""
""
""
""
""
""
0.46228564
""
""
""
""
0.54560071
0.4864969
0.52037138
""
0.52878559
""
""
""
0.49671471
""
0.52319533
""
0.45695445
0.54007888
""
""
0.47859392
""
""
0.48295915
0.48668921
""
0.4422408
""
""
""
""
""
""
""
0.47019908
0.51643956
0.52638477
0.3581495
""
""
""
""
""
""
0.46877912
""
""
0.37536553
0.284917
0.48404649
""
0.48590738
0.46089649
0.49157459
0.45726034
0.48147458
0.49631029
0.58540499
""
""
""
0.5015381
0.49646658
0.59517688
0.48014134
""
""
0.52720457
0.45751998
0.52616584
0.5491541
""
0.41884103
""
0.50042558
0.43176758
""
0.4064374
0.52265716
""
0.4556568
""
0.45014358
0.50555295
""
""
0.38090187
""
""
""
0.45844424
0.35008496
0.56382751
