kir_imm_hisp_female_p25
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40523478
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46362427
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41258976
""
""
""
""
""
0.43524233
0.35898298
""
0.41739234
0.39648902
0.40155837
0.44968358
0.43569425
""
""
""
0.40079907
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35307157
""
""
""
""
""
0.40747908
""
""
""
""
""
0.50445825
""
""
""
0.47009453
""
""
0.4292599
""
0.41442269
0.48997846
""
0.47849026
0.41206014
0.45065093
""
0.42557317
""
0.42583379
0.41935903
""
""
0.46918347
0.42342436
0.54676878
""
0.43029428
0.43724763
""
""
0.46211398
0.43010798
""
0.46523938
0.44314113
""
0.43235713
0.47188175
0.49864855
0.43350881
0.44516599
0.47497436
0.4377161
0.45829102
0.50740325
0.50202882
0.47416756
0.45716482
0.52285558
""
""
0.50732988
0.49483737
0.4371565
0.44621703
0.4818933
""
0.44242489
""
0.49133494
0.47655168
0.39344576
0.45137256
""
0.42060307
""
""
""
0.47887188
""
""
""
""
""
""
""
""
""
0.43610275
""
0.37071741
""
""
0.37998047
""
""
""
""
""
""
""
""
0.52580208
""
""
""
""
0.3960911
""
""
""
""
""
""
""
""
0.38195348
""
""
""
""
""
""
0.47120064
""
""
""
""
""
""
""
""
""
""
0.45961064
""
0.50739789
0.44865105
0.51868898
0.53036553
0.44391933
0.42255685
0.55652523
0.47351661
0.35572392
0.44984847
""
0.53698814
0.48645312
""
0.38519707
""
0.40019566
0.48912811
""
0.41400132
""
0.38822237
0.47351697
""
""
""
0.48885569
0.48314101
""
""
""
""
""
""
""
""
0.36285046
0.42658722
0.43163249
0.44914034
""
0.46734029
""
""
""
0.47709462
0.430756
0.58405763
""
""
""
0.42514777
0.47387898
0.48943835
0.50052381
0.52999949
""
0.44128162
0.36320007
0.44307414
0.42541552
0.469686
0.44871658
0.46233746
0.3996917
""
""
0.4001283
""
0.45525461
0.4544448
""
""
""
""
0.41571417
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37754971
0.49295366
""
""
""
""
0.47837269
""
0.47342646
""
""
""
""
""
""
""
""
""
""
0.39323711
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48428836
""
""
""
""
""
""
0.45122865
""
0.41385564
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44589514
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34897482
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51254022
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4253822
""
""
""
""
""
0.43108284
""
""
