kir_stycz_white_pooled_p75_se
0.0079473807
0.0048455494
0.018593721
0.016745139
0.0088306218
0.056832056
0.018818129
0.0064654076
0.012882609
0.017272566
0.01076625
0.024617447
0.014169442
0.022242578
0.018537628
0.0099202702
0.0086299004
0.028031344
0.031158349
0.014639498
0.024067828
0.0073098247
0.0097246338
0.014960382
0.0095614456
0.0071638362
0.014462419
0.0070537212
0.019262852
0.013695202
0.015889365
0.059157073
0.026354501
0.01694287
0.0066714338
0.0096418923
0.0023236142
0.021999385
0.0067583406
0.01130065
0.006437819
0.0068156687
0.034789059
0.038368847
0.0036399411
0.017169766
0.014759154
0.0075272354
0.0033809848
0.017009085
0.0046931035
0.0050708014
0.04482916
0.020431262
0.018154033
0.018254884
0.012183319
0.0073661241
0.0037426134
0.057230163
0.0085367747
0.011953468
0.004920797
0.008648538
0.020336842
0.030703375
0.017240975
""
""
0.003397784
0.075750507
""
0.056801431
""
0.0063516023
0.10771088
0.071212485
0.010592856
0.010473492
0.017603653
0.021784348
""
""
0.008589576
0.06336192
0.09381976
""
0.091453694
0.053547729
0.022146126
""
0.045104235
0.054052658
""
""
0.093086399
0.032470703
0.0078119757
0.0073190387
0.011680763
0.015254462
0.025526252
0.033968069
0.0010607869
0.0064642127
0.011866418
0.0025865103
0.0062286202
0.02762638
0.0060377303
0.0082517089
0.019003917
0.015374534
0.012709173
0.0048249546
0.012389035
0.025916193
0.042110253
0.019411165
0.030968431
0.018366026
0.01848777
0.016857289
0.023426099
0.015119416
0.015699297
0.0072707082
0.009075026
0.01059874
0.01918607
0.034734245
0.022579579
0.018844826
0.006037666
0.018007988
0.031433895
0.0079795262
0.014923656
0.010583088
0.019074915
0.013318526
0.024934499
0.011456481
0.031101827
0.020891581
0.0093141021
0.016615275
0.043076359
0.020660376
0.042434186
0.027912905
0.02202446
0.017897069
0.007413588
0.021517802
0.030253137
0.010544188
0.012287427
0.036484122
0.033438791
0.029853871
0.033017125
0.016712127
0.025725078
0.024335917
0.028812107
0.015234335
0.023747401
0.0097424053
0.032758836
0.0032692186
0.017758621
0.0216254
0.0057118773
0.033293169
0.050632142
0.0060183029
0.025310667
0.02640361
0.03243088
0.010330053
0.022884691
0.0051018335
0.0087607037
0.039910331
