marr_26_pooled_female_p50
0.49008599
0.5078916
0.52721894
0.46275777
0.40096071
0.4259983
0.39154616
0.52740544
0.55222195
0.44265193
0.41817153
0.36876327
0.50750351
0.49560428
0.4351528
0.4744052
0.47335371
0.42884776
0.53277946
0.37902939
0.37717536
0.34695411
0.36465141
0.356033
0.350007
0.35501632
0.42207405
0.40078139
0.34728062
0.3871367
0.39103225
0.4135994
0.32890555
0.35538101
0.3590093
0.41918212
0.49360371
0.47127306
0.45124111
0.38339272
0.38085559
0.46122989
0.51828033
0.59252554
0.39953265
0.35587662
0.321367
0.43715572
0.38050377
0.43752173
0.44611478
0.40878665
0.42664072
0.50225228
0.46076015
0.39334694
0.46340865
0.51266038
0.49747318
0.4162949
0.44919497
0.43674567
0.4426187
0.56045926
0.54214931
0.4869442
0.53561157
0.505813
0.56148374
0.56594026
0.4082498
0.37260288
0.30594093
0.44451201
0.43013811
0.54068065
0.48349345
0.5271855
0.56324029
0.33418977
0.38798517
0.48578715
0.57389355
0.46860787
0.41869354
0.48273912
0.49701136
0.44744816
0.46085352
0.52656573
0.51725006
0.54720575
0.53697324
0.44292414
0.5332545
0.54054958
0.51976103
0.46708035
0.33299121
0.39078435
0.3473424
0.24596314
0.28928775
0.34581995
0.35379666
0.33400708
0.3499009
0.36137733
0.44559631
0.39669439
0.34332234
0.39207932
0.35674834
0.37741852
0.34606564
0.4342778
0.37118965
0.38044012
0.46947649
0.43389302
0.43807429
0.44211459
0.36947191
0.40288556
0.42320529
0.35184386
0.37319127
0.47431597
0.350447
0.40050483
0.33332732
0.422737
0.40036568
0.48650807
0.47619441
0.45279571
0.44579893
0.3462308
0.36881375
0.35014766
0.35555363
0.43942833
0.43358693
0.44563204
0.36073259
0.39533523
0.46840569
0.456554
0.44882402
0.42319736
0.54177219
0.43177411
0.41085649
0.38188908
0.422966
0.41338712
0.4482998
0.39517888
0.4917345
0.51661384
0.48862681
0.56441379
0.38302815
0.29417738
0.36517814
0.2605325
0.40034565
0.41730401
0.38710362
0.42030734
0.32067564
0.3714253
0.42973396
0.40356448
0.46830156
0.41472599
0.39170405
0.45194611
0.39635041
0.38389501
0.42080384
0.4366242
0.41252705
0.47018585
0.45139274
0.38606441
0.51809043
0.47808185
0.40329689
0.48372602
0.48594987
0.47975406
0.39008209
0.48680437
0.46224844
0.51805556
0.42755213
0.4897373
0.37948555
0.5041455
0.40528136
0.47954991
0.50353396
0.48096445
0.43730998
0.45757329
0.39034393
0.48298171
0.47176301
0.45878196
0.50008911
0.48224914
0.54000443
0.49423471
0.34623796
0.44899827
0.35970035
0.31829533
0.48614109
0.45950094
0.36902604
0.42719594
0.47892281
0.4717837
0.37210166
0.45743605
0.43883476
0.42363587
0.3426221
0.38115749
0.3827877
0.41911817
0.48190892
0.42304707
0.49573866
0.48724154
0.53106725
0.43826354
0.51527125
0.57436591
0.48303825
0.45659429
0.44095072
0.42595026
0.45203701
0.41049024
0.36555716
0.29793912
0.35241455
0.33115
0.3055383
0.35240814
0.39758128
