staytract_white_female_p1
0.18064617
0.20807074
0.20537254
0.30510217
0.31944802
0.20953383
0.2369902
0.21833935
0.24582385
0.33055034
0.33793435
0.32865149
0.26967677
0.38346368
0.32307658
0.18027373
0.2207939
0.23263219
0.20765659
0.18615879
0.3012403
0.2554689
0.16590431
0.158997
0.2623429
0.22576936
0.25612563
0.24544214
0.34113297
0.28854361
0.31053284
0.11704804
0.28634372
0.3306579
0.19915333
0.33980346
0.1714974
0.36939093
0.21740216
0.25832906
0.19601178
0.25278726
0.22952098
0.22027679
0.17817193
0.24613221
0.25231728
0.24854501
0.19009779
0.22840935
0.12700242
0.20042647
0.28683144
0.31454766
0.24149576
0.34589013
0.17481025
0.28183246
0.17534468
0.22279
0.23113964
0.24858403
0.20494737
0.27428403
0.39426187
0.20942859
0.33882642
""
""
0.13764644
0.03807696
""
0.047937825
""
0.19078539
0.097809277
0.170463
0.19667375
0.2085658
0.22227879
0.16895784
""
""
0.17402251
0.179765
0.033172175
""
0.15058346
0.14625596
0.24520233
""
0.12825845
0.12398282
0.046553705
""
0.045706913
0.14050299
0.13041146
0.12462486
0.14031039
0.14570224
0.089891128
0.18474701
0.10641185
0.11797734
0.14412044
0.11321675
0.10599502
0.095726706
0.1141248
0.12232003
0.17230855
0.24129365
0.1526389
0.15435056
0.22178806
0.24509065
0.35508785
0.1563593
0.18565811
0.16842735
0.25652108
0.240934
0.30565637
0.27041474
0.25565749
0.2192989
0.21350856
0.18962641
0.24666938
0.19089603
0.20530586
0.25334245
0.1958136
0.36536777
0.14715105
0.18889964
0.23465891
0.22462687
0.1902245
0.25675508
0.20015246
0.20803781
0.22844651
0.23153131
0.16986111
0.23674293
0.18014435
0.27313608
0.1089789
0.35133243
0.3221505
0.23866536
0.18679167
0.23652485
0.15377532
0.23038147
0.23663497
0.052955545
0.25408658
0.23603617
-0.053900424
0.18681733
0.11421449
0.11598966
0.10043537
0.26287526
0.17229563
0.20240027
0.16409899
0.1550343
0.34449148
0.17504098
0.1975053
0.36852878
0.19359958
0.16339301
0.18377732
0.18580453
0.16052294
0.2148191
0.21380411
0.16236037
0.24274966
0.3214981
0.22716041
0.14464892
0.085905857
0.16292199
0.13998234
0.20918688
0.24327141
0.14575106
0.22436808
0.12740244
0.14474733
0.21371739
0.16132268
0.17125896
0.1753892
0.15413307
0.17116593
0.17293997
0.13680674
0.16597524
0.16707367
0.14521573
0.1656324
0.18193255
0.17203459
0.13745528
0.15677154
0.14713046
0.14351082
0.13834569
0.14649765
0.12385733
0.1793106
0.13541278
0.13146894
0.14834824
0.14356197
0.13925748
0.18263139
0.14571203
0.16878577
0.17109896
0.14666253
0.14746457
0.15833291
0.12007745
0.18767838
0.20290814
0.15025337
0.15182671
0.14214078
0.14243934
0.17513233
0.062628619
0.14431599
0.16086034
0.15530479
0.15366296
0.15560776
0.13255759
0.15838023
0.10554414
0.12294658
0.050959975
0.18675393
0.10660081
0.10531308
0.15929212
0.12265266
0.090115264
0.2230051
""
0.3863053
0.12300205
0.20114532
0.12411826
0.99370211
0.11045919
0.14096972
0.12370848
0.11648095
0.1624155
0.17623727
0.15453406
0.065634347
0.14916486
""
0.29993507
-0.15458615
0.11714137
0.24744651
0.30347419
0.1848987
0.17551084
0.11591677
0.2658287
0.15114875
0.16344543
0.12848763
""
0.14252038
0.14723432
0.16431855
0.16368936
0.18316589
0.1231857
0.10392624
0.18073863
0.15058856
0.1671239
0.13596058
0.31032029
0.17605501
0.11166206
0.13980579
-0.03292891
0.084438689
-0.0008224154
0.10653529
0.06504859
0.21959642
0.12697199
0.26603785
0.16336852
0.15563504
0.1824284
0.17468624
0.18078135
0.16642749
0.16308798
0.19340719
0.18803783
0.1731959
0.21459909
0.14270549
0.14623544
0.32397822
0.16956969
0.36978891
0.14583771
0.13870411
0.26768142
0.12218543
0.13545372
0.17561494
0.12167734
0.20672852
0.1517597
0.58437485
0.15211743
0.16885951
0.13779785
0.2654109
0.21640402
0.27426124
0.1245417
0.23371682
0.25423318
0.16493253
0.20883934
0.15328673
0.13577202
0.13614942
0.40692616
0.1819768
0.20284322
0.22079821
0.33461839
0.17325975
0.11390468
0.14490268
0.24928991
0.44415775
0.22045334
0.12882543
0.14549474
0.14087148
0.17755839
0.14256395
0.22304848
0.15159756
0.19427267
0.1443277
0.16331401
0.13807948
0.13784647
0.1281489
0.15915452
0.17688915
0.15921809
0.14796811
0.19656101
0.12633578
0.13685954
0.17020892
0.22678721
0.30815533
0.32248151
0.14835085
0.28252664
0.21725598
0.18378286
0.30211067
0.25438309
0.45065418
0.17032848
0.23243126
0.28102911
0.18089065
0.22434333
0.25650743
0.23433234
0.16473055
0.34606835
0.39148301
0.18793994
0.18994612
0.22579578
0.2343615
0.28468579
0.33632469
0.18736158
0.23198061
0.22077887
0.21402597
0.32386091
0.17031099
0.11233172
0.25858217
0.16979866
0.13828985
0.2382558
0.11550061
0.3754442
0.11481009
0.25740558
0.25339457
0.15867122
0.2470164
0.1961374
0.29015261
0.23446611
0.23588559
0.24350829
0.18662982
0.10720049
0.34086367
0.203089
0.14215323
0.15784849
0.17095888
0.59937674
0.22912879
0.23037647
0.24949628
0.33595234
0.21738529
0.11953904
0.21921569
0.14389032
0.26773298
0.10884506
0.24896348
0.3971307
0.18989883
0.25375712
0.23413597
0.20494892
0.11883903
0.2008144
0.18636118
0.14294584
0.28181732
0.24898706
0.24560796
0.34241137
0.15237682
0.16680011
0.31087491
0.25792846
0.31743339
0.37880856
0.3130838
0.41144073
0.39745688
0.2501846
0.22678266
0.23020639
0.2225422
0.21811171
0.16357633
0.19717042
0.36820638
0.20553121
0.2898556
0.24648127
0.28524044
0.23914485
0.26819563
0.23332614
0.29671031
0.33372504
0.34464934
0.23127836
0.27765733
0.26800445
0.34969035
0.1655582
0.18381505
0.16354521
0.19099717
0.18427189
0.20333119
0.24437541
0.24333014
0.19023663
0.31794479
0.20383018
0.1944138
0.2881453
0.24953716
0.33009982
0.16970925
0.12362704
0.21624404
0.25720134
0.25190994
0.16561803
0.25594199
0.41450197
0.15347549
0.20208044
0.17105263
0.31374711
0.35802376
