kir_asian_female_mean
0.53209889
0.43808454
""
0.53357953
0.52905834
0.58219916
0.5036484
""
""
0.47994995
0.49981511
0.52981859
""
0.53637791
0.45845634
""
""
0.56595397
""
""
0.62794727
0.47810972
0.54938525
0.71541268
0.5774892
""
0.54468679
0.51289815
0.56448388
0.48792285
0.59478641
0.55199623
0.58238006
0.55510241
0.43843365
0.51413399
""
0.46155372
""
""
0.58868122
""
""
""
""
0.57087708
0.58387053
0.53314656
0.59286529
0.48821303
0.54410416
0.50299615
0.63211203
""
""
0.49013376
0.57493037
""
""
0.47929385
0.47235247
0.52680671
""
0.46790174
""
0.57697487
""
""
""
""
0.62218648
0.54878271
0.59695786
0.51369816
""
""
0.43199888
""
""
0.56409615
0.6830169
0.46161398
""
0.48520362
0.52828395
0.439675
0.59979838
0.46627241
0.61670762
0.63936687
0.43614385
""
0.528804
0.58198673
""
""
0.46822155
0.51758611
0.55647475
0.54883909
0.58061302
0.57544017
0.57125813
0.5659374
0.52694672
0.5495283
0.53000808
0.538701
0.53834623
0.52661163
0.59675103
0.58010811
0.56188399
""
0.52991509
0.54391795
0.59945214
""
""
""
0.53509486
0.51910102
0.47767916
0.49092293
0.5326916
0.57935399
0.54296094
0.5048601
0.61752236
0.56004494
0.55258733
0.45911533
0.58536953
0.51087022
0.4922567
0.5114767
0.50829756
0.55708808
""
0.614182
0.61803246
0.49879757
""
0.62815475
0.52808011
""
0.468027
0.46549487
0.51656681
0.62989163
""
0.57901937
0.71844763
""
0.4841778
0.47055534
""
0.50137395
""
0.59263211
""
""
0.57360452
0.6022079
""
0.63535935
0.51345146
0.54508281
""
0.5673902
0.59547865
0.55449933
0.53744119
0.56995964
0.58186501
0.516693
0.53832448
0.51661408
0.48139247
0.4895559
0.52094305
0.39820302
0.59122109
0.44788274
0.57911897
0.60674495
""
0.60135019
0.58450443
""
0.48193124
0.46704334
0.52431124
""
""
0.52070522
0.57062954
0.54759949
0.56350774
0.61953306
0.55403143
0.5198831
0.48951939
0.50854248
0.55574399
0.54197603
0.55826265
0.51802993
0.57602948
0.62749201
0.54843903
0.55878109
""
""
0.58213526
0.57631546
0.59274089
0.62845689
0.58645219
0.56285727
0.52514601
0.69564325
0.60932189
0.58361793
0.5858413
0.60674918
0.58621746
0.5406816
0.62068379
0.56645447
0.5499801
0.53718436
""
0.63180357
""
0.59844714
""
0.59521228
""
0.69566911
0.52703226
0.5694862
0.55457586
0.5500434
0.52289331
0.55631614
0.6214084
0.57486492
0.56124181
0.58630288
0.60751569
0.58478302
0.56683189
""
0.53315479
0.58794522
0.53250468
0.6113205
0.55754107
0.57919419
0.61276937
0.60774755
0.55779332
0.5728792
0.65104502
0.6024847
0.65414262
0.65587908
0.61084217
0.64703983
0.5696277
0.48387524
""
0.55836654
""
""
0.49301118
0.52791446
""
0.55383092
0.55080438
""
""
0.62933236
0.56588113
0.55437428
0.56928706
0.60864031
0.60853958
""
""
""
0.5730235
0.4996343
0.50213379
0.5090977
""
0.61207682
0.55013639
0.50928032
0.58102101
""
0.48542801
0.55325073
0.51530129
0.55893266
0.63603407
0.53398484
0.55077434
""
0.62364072
0.53984696
0.53578925
0.50779527
0.52865899
0.51663995
0.46894091
0.4780367
0.51857221
0.50851077
0.4841015
0.56464773
0.59610718
0.58032501
0.49939123
0.70348859
0.60089511
0.55124664
0.59999579
0.55809391
0.56086272
0.59788525
0.53573185
0.53798884
0.61880976
0.61882055
0.55052012
0.496463
0.63193506
