hs_white_male_p75
0.92950571
0.92394125
0.88605994
0.91283959
0.89732295
0.94604355
0.88441718
0.91428524
0.96440035
0.89905792
0.88217807
0.90308917
0.94388127
0.91832691
0.88883853
0.89604998
0.8839581
0.90301943
0.89334488
0.91271204
0.90858018
0.91166919
0.91041303
0.86412281
0.8931663
0.90265787
0.88831997
0.90963411
0.90775681
0.90298951
0.91517067
0.95429492
0.90790671
0.92048502
0.91323954
0.90812838
0.91975778
0.89821154
0.96557337
0.90257663
0.90153551
0.90699917
0.89733678
0.9132641
0.93238163
0.9104529
0.89501435
0.89019859
0.89680505
0.89979863
0.90269834
0.89672804
0.88978416
0.96713525
0.95707881
0.90395159
0.92298228
0.79753447
0.88911867
0.92433357
0.90718967
0.91136521
0.95782119
0.91057062
0.91529799
0.95008045
0.88314188
0.89496803
0.94016778
0.91860193
0.92422503
0.87323123
0.86868346
0.92311931
0.92755067
0.93403757
0.87917477
0.88984275
0.85552514
0.88635838
0.91984832
0.92065519
0.9165169
0.91019791
0.89352423
0.90812367
0.92478049
0.90269941
0.89743364
0.91729456
0.92320073
0.9033134
0.94207889
0.89379275
0.88049251
0.83670652
0.93074507
0.85221547
0.89413744
0.86657012
0.88754916
0.90307808
0.88449615
0.88883209
0.86323267
0.89578396
0.8971796
0.8739329
0.9198088
0.89599144
0.91128695
0.9383592
0.91661954
0.90686661
0.8937813
0.89862955
0.87549078
0.86681831
0.92101073
0.93213433
0.89848727
0.89585072
0.87734032
0.92771351
0.91668308
0.90491587
0.88243699
0.92717379
0.82608336
0.87650979
0.8898682
0.87453121
0.88619584
0.91419685
0.88044655
0.91445482
0.87817627
0.90082484
0.85250521
0.91114295
0.92649335
0.91887259
0.9004789
0.86748213
0.93010932
0.87134242
0.93007386
0.88083106
0.89525354
0.89979619
0.91282606
0.89109492
0.90060395
0.87184924
0.90925163
0.89697611
0.9068011
0.90640765
0.91147357
0.93429559
0.92511171
0.93256986
0.91130567
0.92330015
0.94500059
0.92002666
0.90821445
0.87257111
0.88935304
0.89343059
0.89965934
0.89422262
0.88895041
0.89854628
0.88537991
0.89697683
0.897443
0.90140283
0.88323706
0.9108355
0.88482636
0.86673313
0.89903986
0.91755086
0.90218115
0.91212136
0.88759494
0.89644331
0.89851677
0.91992956
0.93425488
0.89949459
0.89732802
0.89429939
0.92386663
0.93836069
0.90698153
0.91195965
0.90627605
0.886437
0.88487256
0.85096216
0.85527742
0.8917442
0.8853187
0.90423781
0.90476131
0.89569181
0.90104592
0.90863508
0.90614361
0.90710777
0.96118397
0.92887264
0.90942585
0.90218616
0.90875995
0.9105404
0.93663549
0.94146997
0.92822242
0.93841928
0.90938306
0.91413963
0.90737772
0.90713352
0.92493796
0.94643462
0.93037003
0.9153654
0.90315396
0.93815613
0.96126175
0.93570232
0.95336998
0.90665185
0.98627418
0.92742759
0.95883107
0.9222396
0.91483879
0.90122616
0.90899247
0.91047639
0.95012844
0.8956424
0.90564418
0.91814375
0.89361829
0.92054206
0.92854857
0.91189545
0.92917186
0.95625949
0.89719045
0.91850078
0.87796158
0.92139983
0.89924353
0.9257009
0.89259171
0.92767614
0.88724285
0.898215
0.91920346
0.94257432
0.92568344
0.93349618
0.91975296
0.90607625
0.90688968
0.93772334
0.87486494
0.88076794
0.94454801
0.92766213
0.89813077
0.92004341
0.8602547
0.88606673
0.91532302
0.87626952
0.95221525
0.9176681
0.88360256
0.86732763
0.90391845
0.92402762
0.90661097
0.94166565
0.88942659
0.87037683
0.91797966
0.91733718
0.89220691
0.90861928
0.91666687
0.89280814
0.8958838
0.86813015
0.90342653
0.88719726
0.89832586
0.88596261
0.91515595
0.91635221
0.92677516
0.91120815
0.92359406
0.89817524
0.89453906
0.91003585
0.90854234
0.90135014
0.91110855
0.90880769
0.92241377
0.92284834
0.90902811
0.91891223
0.90688419
0.91141146
0.91894436
0.93954486
0.96065784
0.91817635
0.92607814
0.91437125
0.93932742
0.91299522
0.92203641
0.92176151
0.89559287
0.91066515
0.925237
0.93059307
0.90731597
0.91981673
0.89399314
0.90320516
0.90709257
0.93974453
0.93119365
0.92925823
0.92923778
0.93735826
0.92598999
0.92218876
0.9596191
0.9055714
0.92031294
0.88317466
0.90653288
0.91401815
0.92366076
0.93319887
0.97158521
0.89972597
0.92412919
0.91902906
0.93350357
0.86192316
0.90875953
0.87505823
0.92234993
0.81070471
0.93133622
0.9115414
0.94814593
0.90765601
0.92165679
0.92752254
0.92068774
0.78861988
0.76531518
1.0739878
0.88090187
0.92018336
0.81011409
0.91946012
0.88997483
0.93826485
""
0.71304995
0.91561961
""
0.83966213
0.80850315
0.90367043
0.89582282
0.90730059
0.88815862
0.88459623
0.88775861
0.95210063
0.89563793
0.92159832
0.90835047
0.91728091
""
0.92506301
0.90468389
0.90066218
0.87925202
0.91752303
0.94381434
0.91271883
0.86452192
0.92411602
0.71285814
0.884552
0.92062777
1.0291928
0.84433281
1.0315953
0.85516417
0.92644781
