kfr_imm_white_male_p75_se
0.046809282
0.06222371
""
0.025090234
0.035128813
""
0.02801442
""
""
0.043567855
0.046615973
0.018851029
""
0.072289459
0.052326951
""
""
0.041190725
""
""
0.041632187
0.023430323
0.042270157
0.061071258
0.016513102
""
0.064003155
0.035692967
0.017422594
""
0.097026818
0.04668095
0.017639998
0.019007504
""
0.039561618
""
0.062221941
""
""
0.044978637
""
""
""
""
""
0.020388881
0.058779918
0.030271359
0.047905702
0.037054822
0.052218873
0.089803167
""
""
0.033349007
""
""
""
0.081800655
""
0.034101062
""
""
""
""
""
""
""
""
""
""
""
0.074253142
""
""
""
0.071629249
""
0.024451125
""
0.072299533
""
0.062832564
0.021345405
0.094226323
0.077185601
0.031294506
0.028842853
0.067155503
0.069843367
""
""
0.038006432
""
""
""
0.057391621
0.011906413
0.027052164
0.022290992
0.0083048875
0.014929928
0.020689763
0.021702217
0.015320165
0.02875053
0.018564373
""
0.040097952
0.042034771
0.060605261
0.02682424
""
0.027558347
0.028699065
0.02935886
""
""
""
0.065950118
""
""
0.057483409
""
0.038548108
0.04205073
""
""
""
0.0099422997
0.083333261
0.048435796
""
0.049581576
""
0.035288472
0.036707845
""
0.064211048
0.038135145
0.052980673
""
""
0.064481273
""
0.036775842
0.07899753
""
""
""
0.031881195
0.069520019
""
0.02024013
0.036591217
""
0.040335268
""
""
""
""
0.026377914
0.011158722
""
0.0064398921
0.055740666
0.075606003
0.08821331
0.040583666
0.0064083189
0.027004706
0.056075938
0.031623352
0.060237158
0.069563247
0.031570274
0.017942721
0.063517272
0.097172745
0.071905158
0.065889992
0.021154881
""
""
0.016522927
""
""
0.035068151
""
""
0.042132966
0.022874007
""
""
""
0.064884514
0.057345845
0.02536259
0.057219099
0.027088927
0.039630923
0.083347216
0.055553306
0.040158868
0.028342035
0.021967497
0.054821994
0.056700859
0.042239465
0.053498432
0.045543794
""
""
0.020909015
0.03457053
0.032061823
0.0097127222
0.080292702
0.088259332
0.076233439
0.076036841
0.074188888
0.07246244
0.019096129
0.056165542
0.032972317
0.042473707
0.013856017
0.032889958
0.02654716
0.033345353
""
0.068343259
""
""
""
0.049798071
""
""
0.056817412
0.048725139
0.057190504
0.042501628
0.088354439
""
0.038833488
0.016012667
0.039067861
0.030296996
0.011679187
0.027404996
0.054907136
""
0.031537998
0.036556061
0.064298086
0.016626596
0.046505123
0.025538782
0.044875909
0.019841691
0.018550973
0.019104898
0.01510124
0.0035198056
0.01262957
0.0046661389
0.0073550395
0.023744775
0.041884158
0.041589499
""
