kfr_native_asian_female_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.057377838
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064569794
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.029107612
""
""
0.055060335
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.059426177
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022520771
""
""
""
""
""
0.022582646
""
""
0.042193148
""
0.10050585
""
""
0.043750793
""
""
""
0.011902018
""
0.064419903
""
""
""
""
""
0.059592657
""
""
0.024048593
0.063308284
""
0.031880025
0.02048921
""
0.039298892
0.022339055
0.018304082
0.031094508
0.07630875
0.02397793
0.051083952
0.018459318
0.054891609
""
""
""
0.038238425
0.051359788
0.077576153
""
""
""
""
""
0.029348696
""
""
0.052550744
""
0.046536885
""
""
""
0.057660233
""
""
""
""
""
""
""
""
""
0.062061299
""
""
""
""
0.054610129
""
""
""
""
""
""
""
""
0.034555268
""
""
""
""
0.065124042
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.057389885
""
0.042493552
0.042847246
""
""
0.05674183
0.060788162
""
""
""
0.051944546
""
""
""
""
""
""
0.067712121
0.040114321
""
""
""
""
""
""
""
""
0.052822914
""
""
""
""
""
""
""
""
""
""
""
""
0.054439422
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068169862
""
""
""
""
0.062303852
""
0.056048244
0.096419662
0.069001026
""
""
""
""
""
""
0.063625164
""
""
""
""
0.088314489
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.06772124
""
""
""
""
""
""
""
""
""
""
0.088397823
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.049522687
""
""
""
""
""
""
0.06984552
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.024412239
0.0089456812
0.041176185
0.025361983
0.05960279
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021337446
""
""
""
""
""
0.03482889
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064661153
""
""
""
0.038606066
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
