hs_hisp_female_mean_se
""
""
""
""
0.098014012
""
""
0.057241954
""
""
""
""
""
""
""
0.085377097
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.049724549
""
""
""
""
""
""
""
0.02111681
""
""
0.098403685
0.052737251
""
0.059223495
0.088979013
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022226168
""
""
""
""
0.045379899
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.090584517
0.024949858
0.033548966
0.046982236
0.04103341
0.06783665
0.068822324
0.0059843902
0.030517129
0.042396989
0.0085913548
0.024346605
0.022196783
0.039809089
0.016602367
""
""
""
0.04314271
""
""
""
""
""
""
""
""
""
""
""
""
0.070828401
""
""
""
""
""
0.091540404
""
""
0.074041307
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.048700731
""
""
""
""
""
0.049438737
0.11014555
""
""
""
""
0.047914758
""
""
""
0.0080140028
""
0.034784209
0.026077706
0.032803614
0.041670401
0.0095045548
0.061447058
0.030697035
0.0072912727
0.053664643
0.038246065
0.010764748
0.077306144
0.0082899109
0.018414021
0.055553388
0.066799097
0.0021854818
0.018315611
0.02496984
""
0.035309132
0.012859729
""
""
0.011065226
0.028581077
0.046420556
0.0050056879
0.021008436
""
0.0052547087
0.0083333403
0.02270191
0.0047622835
0.0050513404
0.012294666
0.01007985
0.021223312
0.010768048
0.01254773
0.006927745
0.017436525
0.027604984
""
0.034342326
0.013688152
0.016804878
0.010495164
0.027320439
0.040363703
""
0.0096895546
0.055151872
0.007971542
0.019566344
0.031745512
0.013565966
0.051979199
0.01399366
""
""
0.088983409
0.026576161
0.052045453
""
""
""
0.087458007
""
""
""
0.061812304
0.011740523
""
0.011033048
""
""
0.014902025
0.072612643
0.04718598
""
""
""
""
0.095444001
""
0.013371627
""
""
""
0.038109232
0.028090049
0.035696138
""
0.069632135
0.036688633
""
""
0.06737636
0.082515948
0.04999169
0.034877166
""
""
""
""
0.056031451
0.016619643
""
0.052386984
""
""
""
""
""
""
""
""
0.021141885
""
0.012636446
0.014381637
0.04310701
0.050306987
0.015244675
0.033878826
0.02798369
0.058341846
0.063002415
0.026384722
0.060767822
0.023497807
0.023545751
""
0.05375253
""
0.021798028
0.0067573581
""
0.050328419
0.071297839
0.039983381
0.02564845
""
0.086463913
""
0.019839952
0.040897951
0.0609877
""
""
""
""
""
""
0.078921691
0.054631587
0.040910136
0.041294381
0.0094389878
""
0.04698037
""
""
""
0.032197349
0.020095851
0.044433486
""
""
""
0.033262715
0.029614076
0.041868307
0.0038301009
0.035097085
""
0.039007924
0.064628139
0.0094026448
0.017985018
0.011604718
0.027164327
0.01761396
0.020690577
0.08195132
0.036574766
0.034195349
0.039674029
0.03229085
0.015920088
""
""
""
""
0.021871416
""
""
""
""
""
""
""
""
""
""
0.072190434
""
""
0.068782941
""
""
""
""
""
""
""
""
0.072073124
""
0.066930398
""
""
0.043294918
0.033626962
""
0.061978497
0.083278395
""
0.042678691
""
0.027219666
""
0.11509915
0.062471535
""
0.077192724
""
""
""
""
""
