two_par_pooled_male_p25_se
0.0051471246
0.0070973034
0.010786266
0.0046883821
0.0057592131
0.012448377
0.0037224116
0.012267092
0.014827894
0.0059413463
0.0057495427
0.0031790726
0.015172719
0.0095095551
0.0061492273
0.01760741
0.017336421
0.0065968833
0.015199138
0.0095341559
0.0037340792
0.0038442181
0.0061025289
0.0066227098
0.0034456525
0.011147832
0.0068674642
0.0046676933
0.0031765068
0.0099162897
0.0089056855
0.0084191384
0.0036913166
0.0046059312
0.0076495181
0.004675807
0.0086663412
0.0075255325
0.012640506
0.011646144
0.0038359128
0.0081827808
0.013937987
0.021361124
0.0098870965
0.0088670719
0.0024764219
0.0065382957
0.0035516524
0.0067664618
0.0057718973
0.004562031
0.0052525918
0.01856198
0.018343877
0.0038451913
0.011583859
0.021988748
0.023448298
0.0064635533
0.010706199
0.0042539635
0.015282183
0.010872461
0.007349724
0.010375739
0.01336585
0.010305365
0.0092549184
0.0077145747
0.0085278917
0.007165994
0.0061870744
0.0066389414
0.0094326576
0.016568625
0.0073798532
0.0096626515
0.014625041
0.0026868901
0.0067662951
0.0088511258
0.0088990638
0.0090787616
0.0034521942
0.0097583672
0.0091372607
0.0066191056
0.0054102535
0.0065481621
0.0077425255
0.01186342
0.010779125
0.0051193754
0.010258148
0.016882006
0.0080609629
0.0053271446
0.0023010934
0.00426827
0.00427964
0.0015779033
0.0028792364
0.0043292544
0.0047480362
0.0025059502
0.0044583962
0.003141585
0.008517988
0.0055847596
0.0064873383
0.0061842492
0.0037989472
0.011191472
0.0042615328
0.0039271866
0.004295819
0.013904026
0.016447097
0.014139057
0.0060247011
0.0095765721
0.010610697
0.0087811993
0.009995494
0.0049194875
0.0050982633
0.01005576
0.01040627
0.010400921
0.0019979477
0.0076408256
0.0076177274
0.011451332
0.0067629432
0.0077599999
0.0047939122
0.0048665488
0.011355426
0.0087321466
0.0048320424
0.0075026872
0.014779308
0.010925993
0.0062802797
0.011726283
0.006822037
0.0067974911
0.0085053956
0.0085915364
0.0089287944
0.0033232823
0.0057252022
0.010720409
0.0041749636
0.003828431
0.011131546
0.0045736027
0.010902395
0.0081867939
0.020818351
0.01256525
0.0086476794
0.0024437229
0.016644446
0.0019102904
0.012313931
0.011551681
0.01553258
0.007604707
0.0018795808
0.0066654179
0.01021558
0.0056668818
0.0099675488
0.015731538
0.0058612623
0.0037584025
0.010298382
0.012989777
0.011597809
0.010523538
0.0036378654
0.0096710781
0.011476467
0.0029506444
0.014406578
0.011221894
0.0054323436
0.016666347
0.012287453
0.0073063173
0.0037157787
0.01629081
0.01322293
0.0090233153
0.0076376181
0.0077858642
0.0044880197
0.013346745
0.0046476931
0.0062550232
0.011715059
0.0097549306
0.0061433692
0.0054822559
0.0031940192
0.010126085
0.0079063829
0.0074932096
0.0080204038
0.007062024
0.015420678
0.016503856
0.0046068002
0.0048004542
0.0060789441
0.0025491081
0.008565465
0.0077043544
0.011975478
0.0089709181
0.0070605301
0.0096004233
0.0031160363
0.0064854533
0.0077441838
0.0059543122
0.0030005281
0.0044029555
0.0049790791
0.006518058
0.014193646
0.008025391
0.016924419
0.0098963883
0.012172438
0.0073108482
0.016695295
0.0083129751
0.0063300729
0.0099655399
0.0093733948
0.0064814808
0.009684382
0.011699471
0.0080066072
0.0041769766
0.0097546978
0.0078356536
0.003027407
0.0068563689
0.0083457734
0.021630894
0.0074678361
0.010599064
0.011514037
0.004852273
0.0093819788
0.0048025441
0.0081715649
0.0058609424
0.0042385045
0.0044086361
0.005434854
0.0010651726
0.0050097969
0.0018389878
0.0017284469
0.0052451813
0.0053745764
0.0098840576
0.016890628
0.0076255929
0.01993341
0.013476244
0.0052725854
0.0085864533
0.012663128
0.0089276405
0.0038515308
0.059298433
0.068325892
0.0023553369
0.0045438432
0.013005914
0.0054812138
0.0026460593
0.011582145
0.017215749
0.019619871
0.022110134
0.015247775
0.011352393
0.015903875
0.015634574
0.018550802
0.011160545
0.01358194
0.0088334121
0.0028557465
0.015543826
0.010172383
0.010103981
0.014289346
0.014094277
0.013952259
0.012522833
0.0089429831
0.020259919
0.010674811
0.0095384903
0.010147152
0.011107996
0.0068488661
0.0084819077
0.014585055
0.0071299435
0.0076631964
0.0091183465
0.010916996
0.0063523208
0.010047904
0.013021488
0.012279642
0.010371609
0.0066245687
0.010945936
0.010509234
0.0065078377
0.015081772
0.0058080168
0.005353387
0.0032502667
0.0099002188
0.0014337045
0.0053155683
0.0093252733
0.0093266554
0.0025100876
0.017915376
0.013710388
0.0078625781
0.0069822674
0.0098734619
0.013818824
0.0079301354
0.011129806
0.012884744
0.012808639
0.0098013896
0.010893848
0.010502747
0.022714701
0.010587881
0.0075904485
