kir_imm_other_female_p50
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55366194
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5630644
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5286842
""
""
""
""
""
0.46725142
""
""
0.52403039
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66261137
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56611031
""
""
""
""
""
0.56720787
""
""
0.54944515
""
""
""
""
0.49356884
""
""
""
0.57313257
""
0.52305949
""
""
0.50795907
""
""
0.5435518
""
""
0.564735
0.42616647
""
0.50993752
0.53936064
""
0.51151049
0.51285422
0.60464174
0.52734005
""
0.54781759
0.57128984
0.57641089
""
""
""
""
0.48548499
0.47720921
0.58376926
""
""
""
""
""
0.54332477
0.51573396
""
0.52422941
""
0.4955706
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50483042
""
""
""
""
0.48179731
""
""
""
""
""
""
""
""
0.53697121
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54444665
0.59471232
""
""
0.36706591
""
""
""
""
0.57079804
""
0.5455687
""
""
0.33902061
""
0.50768137
0.50912338
""
""
""
""
""
""
""
""
0.47569731
0.38365802
""
""
""
""
""
""
""
""
""
""
""
0.53186989
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53127855
""
""
0.5545522
""
0.51298374
0.467951
0.53952062
""
0.51287377
""
""
""
""
0.41526848
""
0.55531257
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56606603
""
0.41257
""
""
""
""
""
""
""
""
""
""
0.49831823
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48144639
""
""
""
""
""
""
0.45597488
""
""
""
""
""
""
""
""
0.57712638
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60560364
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35288998
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49201268
0.49428672
0.47988081
0.51342893
0.48997378
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55675918
""
""
""
""
""
0.55312252
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63621992
""
""
""
0.61101371
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
