spouse_rk_asian_male_mean
""
""
""
""
""
""
""
0.36452034
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58483136
""
""
""
0.52244443
""
""
""
0.52470648
""
""
""
0.49965328
""
0.5150888
""
""
""
""
""
""
""
0.52375638
""
""
""
0.61521012
""
""
""
""
""
""
0.58021486
""
""
""
""
0.45334211
""
""
0.52471805
""
""
0.49927023
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63498551
0.60710454
""
""
""
""
0.56867081
0.58863556
""
0.52981925
0.37162936
""
0.62975186
0.4594492
""
""
""
0.52519858
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55992627
""
""
""
""
""
0.54406196
""
""
""
""
""
0.6205883
""
""
""
0.64919192
""
""
0.53665686
""
""
0.64288622
""
0.59150326
0.56948471
0.55593359
0.5406453
0.52806687
""
0.53626782
0.52149105
""
""
0.60251236
0.56718582
0.64614576
""
""
0.5684033
""
""
0.58837163
0.62375093
""
0.59469676
0.61511284
""
0.57640052
0.59278834
0.5575738
0.57493716
0.5779106
0.65439147
0.55668741
0.54531097
0.68144941
0.59029877
0.64745235
0.5855307
0.57944262
""
""
0.62775868
0.59236646
0.57503009
0.5484516
""
""
0.56761032
""
0.61208093
0.60117286
0.55670393
0.54676211
""
0.57652259
""
""
""
0.61467075
0.59193724
""
""
""
""
""
""
""
""
0.55043238
""
0.55907667
""
""
0.50663072
""
""
""
""
""
""
""
""
0.620906
""
""
""
""
0.53402233
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50801474
""
0.59555477
0.62701368
0.56150609
0.55426157
0.63012898
0.55265933
0.50296116
""
0.61785412
0.66862154
0.54584289
0.51381779
0.62395018
""
0.5856269
""
0.58500201
0.56017089
""
0.53359735
0.54929918
0.57263511
0.45646384
""
""
""
0.55551434
0.50950414
0.46810195
""
""
""
""
""
""
""
""
""
0.7313391
0.5920828
""
""
""
""
""
0.48657721
0.59329879
0.55593067
""
""
""
0.58872485
0.65377325
0.51960635
0.56413633
0.59199673
""
0.5187217
""
0.55556333
0.48900285
0.60520583
0.55408776
0.52931386
0.61095935
""
0.52709156
0.50469553
0.42838505
0.49824825
0.59495306
""
""
""
""
0.53990817
""
""
""
""
""
""
""
""
""
0.49984986
0.4812279
""
""
0.58954698
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53261691
""
""
0.49464551
0.63926578
""
0.49796045
""
0.54737979
""
""
0.63783717
""
0.60823387
""
""
""
""
""
0.54379249
""
""
""
0.69616836
""
""
""
""
""
""
""
0.54225701
""
0.56780505
""
0.56935847
""
""
""
""
""
""
0.56618279
""
0.42553321
""
""
""
""
""
0.60840148
0.52071679
""
""
""
""
""
""
""
""
""
""
""
""
0.52817869
""
""
0.56240332
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55048609
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52158731
0.48068509
""
""
""
""
""
