par_rank_other_male_mean
0.42233387
0.37668803
0.31119201
0.4820646
0.51114947
0.37436494
0.47874722
0.45461199
""
0.4493258
0.44558999
0.4896836
0.46081224
0.44445157
0.43892366
""
0.42041484
0.44967833
0.40366626
0.38860208
0.38027936
0.43512598
0.44885716
0.43291354
0.56922036
0.33371943
0.40044609
0.45880827
0.4974947
0.41247433
0.39292926
0.45385101
0.51332355
0.51012456
0.41716915
0.43679944
0.35820964
0.37958232
""
0.22101866
0.43497589
0.33374009
""
""
0.27933392
0.3905015
0.47512877
0.39771134
0.4841938
0.4409155
0.43126011
0.43149686
0.39285383
""
""
0.45697001
0.48874184
0.41878989
""
0.52687287
0.32339373
0.50041622
0.30518439
0.49884757
0.34493992
0.37965551
""
0.35063869
0.276584
0.3928161
0.34298778
0.31924105
0.35045764
0.43173105
0.3798258
""
0.37085903
0.35153916
""
0.50459599
0.37704873
0.45821887
0.35020217
0.4871901
0.49075851
0.4656091
0.40545958
0.43871808
0.55304396
0.45690739
0.41993815
0.47809044
0.43665606
0.48546657
0.36751863
""
0.42256424
0.41247091
0.46519876
0.4243553
0.45079488
0.41684157
0.4589251
0.44437346
0.50084209
0.45581442
0.41412249
0.50102353
0.45341605
0.40745303
0.46070799
0.42605573
0.46636391
0.33146361
0.48415694
0.49251759
0.47350112
""
0.31544936
""
0.43146381
0.3618533
0.46887794
0.46755669
0.50529951
0.51420152
0.49257001
0.38436377
0.43295482
""
0.53322911
0.44464701
0.47722411
0.40752503
0.45583969
0.41747862
0.46439433
0.4363659
0.37427485
0.4780747
0.45549795
0.44042999
""
0.42400959
0.42470258
0.44142437
0.49129066
0.42290637
0.36469173
0.45447126
0.35535413
0.51767582
0.47441861
""
0.47666699
0.43880942
0.31905293
0.50609404
0.46954477
0.47968647
""
0.35835588
0.58868724
0.58117753
0.3845773
0.61818165
0.50802302
0.52731961
0.48999503
0.50879252
0.55531067
0.53251427
0.47932479
0.53747225
0.36240879
0.39091626
0.52126712
0.50745541
0.44862726
0.45026147
0.43078506
0.49535832
0.50470477
0.38658032
0.41586259
0.53231686
""
0.57251722
0.47267622
""
0.41203654
0.48827571
0.50801355
0.47376731
0.42946401
0.40520892
0.49235195
0.49048859
0.52430129
0.48381791
0.51321393
0.512824
0.50200355
0.52105743
0.49307317
0.51243389
0.55953908
0.53958166
0.53969747
0.54202026
0.52778065
0.49295548
0.44221693
0.56904167
0.55391675
0.46187311
0.50787014
0.52069509
0.50885421
0.38806647
0.50511837
0.45723185
