grad_pooled_male_n
1487.0
590.0
145.0
1851.0
1256.0
208.0
2606.0
215.0
153.0
878.0
1042.0
3752.0
164.0
375.0
975.0
76.0
96.0
900.0
109.0
231.0
1477.0
1832.0
840.0
479.0
3154.0
157.0
570.0
1389.0
3578.0
270.0
356.0
623.0
2823.0
1769.0
349.0
1240.0
282.0
368.0
93.0
102.0
1369.0
269.0
141.0
62.0
183.0
257.0
3817.0
796.0
1975.0
512.0
1115.0
1386.0
756.0
56.0
81.0
1454.0
217.0
95.0
69.0
474.0
283.0
1825.0
132.0
279.0
364.0
325.0
115.0
190.0
276.0
302.0
189.0
324.0
399.0
596.0
316.0
139.0
536.0
353.0
141.0
3214.0
379.0
509.0
303.0
559.0
3440.0
415.0
488.0
823.0
1496.0
952.0
620.0
245.0
269.0
1357.0
254.0
68.0
491.0
1046.0
5820.0
1559.0
1794.0
7922.0
3415.0
1567.0
1549.0
4238.0
1343.0
3074.0
369.0
860.0
685.0
643.0
1942.0
162.0
1650.0
2276.0
1445.0
129.0
78.0
106.0
608.0
277.0
192.0
356.0
242.0
1094.0
1064.0
260.0
197.0
211.0
8390.0
391.0
510.0
214.0
698.0
401.0
1312.0
858.0
138.0
329.0
1045.0
556.0
88.0
164.0
508.0
167.0
1066.0
425.0
273.0
265.0
385.0
2644.0
638.0
149.0
1779.0
1578.0
178.0
1134.0
281.0
442.0
82.0
189.0
864.0
6586.0
91.0
12283.0
601.0
609.0
277.0
1536.0
16432.0
1784.0
735.0
2663.0
767.0
312.0
2040.0
5108.0
660.0
480.0
464.0
578.0
4229.0
455.0
453.0
5919.0
175.0
584.0
1516.0
93.0
284.0
758.0
3644.0
192.0
261.0
637.0
1148.0
1285.0
3095.0
496.0
2575.0
1530.0
623.0
784.0
1493.0
2202.0
4537.0
550.0
888.0
1246.0
866.0
1429.0
251.0
210.0
2303.0
2548.0
1639.0
7877.0
698.0
760.0
450.0
669.0
725.0
434.0
4865.0
1295.0
1391.0
1945.0
8422.0
2872.0
2987.0
1096.0
192.0
816.0
121.0
369.0
174.0
894.0
77.0
400.0
943.0
478.0
509.0
1361.0
495.0
372.0
697.0
3716.0
648.0
1130.0
7071.0
1496.0
1074.0
194.0
986.0
578.0
402.0
2997.0
884.0
2957.0
1166.0
1994.0
4157.0
4032.0
2355.0
23982.0
3141.0
13748.0
15142.0
1864.0
1309.0
457.0
102.0
1008.0
168.0
313.0
2096.0
1066.0
422.0
862.0
3782.0
""
""
10834.0
3412.0
388.0
1742.0
8169.0
475.0
372.0
237.0
136.0
328.0
684.0
446.0
603.0
306.0
1018.0
680.0
1646.0
10804.0
392.0
956.0
1402.0
488.0
450.0
415.0
546.0
1122.0
191.0
781.0
1028.0
672.0
1086.0
2787.0
1448.0
489.0
2618.0
1818.0
1320.0
965.0
2581.0
907.0
408.0
517.0
862.0
1550.0
690.0
637.0
1588.0
366.0
2391.0
2244.0
6111.0
630.0
21552.0
2455.0
372.0
518.0
7699.0
145.0
427.0
1106.0
1470.0
655.0
157.0
325.0
264.0
174.0
213.0
567.0
409.0
497.0
92.0
771.0
971.0
143.0
628.0
250.0
399.0
629.0
152.0
1599.0
""
70.0
281.0
274.0
139.0
86.0
60.0
174.0
123.0
559.0
""
26.0
""
109.0
45.0
52.0
368.0
58.0
""
""
22.0
48.0
""
29.0
21.0
36.0
67.0
134.0
104.0
130.0
200.0
86.0
910.0
252.0
176.0
114.0
30.0
40.0
252.0
793.0
190.0
293.0
654.0
937.0
99.0
211.0
""
1021.0
735.0
78.0
60.0
32.0
71.0
308.0
160.0
113.0
86.0
63.0
38.0
105.0
""
733.0
443.0
395.0
571.0
363.0
426.0
368.0
594.0
2226.0
227.0
225.0
309.0
690.0
22.0
""
""
""
321.0
402.0
69.0
57.0
326.0
369.0
228.0
146.0
383.0
925.0
144.0
1217.0
236.0
307.0
3381.0
198.0
79.0
""
46.0
73.0
212.0
2281.0
""
26.0
644.0
85.0
50.0
53.0
27.0
63.0
116.0
50.0
23.0
99.0
263.0
257.0
36.0
209.0
""
104.0
1586.0
7155.0
125.0
""
182.0
239.0
410.0
178.0
60.0
44.0
114.0
68.0
62.0
291.0
165.0
123.0
612.0
1209.0
1968.0
367.0
302.0
261.0
231.0
725.0
435.0
5939.0
762.0
423.0
196.0
118.0
999.0
285.0
1520.0
481.0
1097.0
244.0
416.0
1202.0
608.0
1161.0
310.0
3947.0
256.0
121.0
415.0
2561.0
267.0
21.0
155.0
""
371.0
""
331.0
1021.0
289.0
103.0
841.0
239.0
39.0
21.0
""
220.0
238.0
83.0
44.0
149.0
88.0
84.0
111.0
501.0
119.0
47.0
3061.0
122.0
4878.0
116.0
180.0
""
918.0
145.0
50.0
42.0
62.0
31.0
589.0
2206.0
1525.0
485.0
982.0
10915.0
1302.0
430.0
251.0
376.0
82.0
22.0
99.0
147.0
113.0
206.0
85.0
106.0
671.0
35.0
60.0
554.0
81.0
""
90.0
197.0
170.0
908.0
300.0
1103.0
5369.0
8899.0
557.0
1189.0
865.0
688.0
682.0
212.0
48.0
485.0
232.0
334.0
4223.0
349.0
603.0
582.0
362.0
""
1279.0
""
""
48.0
73.0
32.0
48.0
133.0
57.0
85.0
156.0
52.0
""
394.0
106.0
83.0
414.0
43.0
162.0
67.0
162.0
175.0
69.0
""
26.0
603.0
""
41.0
284.0
231.0
206.0
23.0
61.0
423.0
431.0
189.0
62.0
370.0
""
2805.0
121.0
330.0
122.0
470.0
34.0
26.0
153.0
2236.0
43.0
8348.0
119.0
2670.0
648.0
31.0
672.0
819.0
102.0
521.0
360.0
454.0
196.0
1544.0
264.0
20.0
504.0
249.0
33.0
154.0
""
1906.0
5971.0
914.0
1312.0
50.0
36.0
129.0
168.0
89.0
379.0
486.0
25.0
32.0
720.0
369.0
737.0
129.0
534.0
2254.0
2026.0
3949.0
1145.0
7072.0
6145.0
201.0
85.0
46.0
1344.0
1503.0
10702.0
4058.0
""
71.0
6835.0
822.0
1602.0
37847.0
332.0
206.0
243.0
287.0
1860.0
282.0
790.0
5252.0
205.0
2902.0
229.0
822.0
1125.0
187.0
23.0
495.0
""
29.0
39.0
493.0
299.0
10123.0
