kfr_26_natam_male_mean_se
0.037178963
0.042948917
""
0.032556921
0.029285965
""
0.021152843
""
""
0.042573933
0.034925733
0.016641021
""
0.049874458
0.049479064
""
0.017745502
0.039826047
""
0.023599368
0.02148293
0.0057956763
0.028645402
0.051307794
0.019191993
0.054181825
0.031624287
0.03217246
0.017067982
""
""
0.051536594
0.024496308
0.024574678
0.03096953
0.029505808
""
""
""
""
0.028243782
""
""
""
""
""
0.018532565
0.01607715
0.028663982
0.035631288
0.027614476
0.033785496
0.049414132
""
""
0.033549521
""
0.041764006
""
0.055795994
""
0.023953509
""
0.051828742
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.024633642
""
""
""
0.052587528
0.018828792
""
0.040243611
0.039160468
0.015366818
0.026735477
0.042378545
""
""
0.03206756
""
""
0.06266515
0.053452548
0.015939977
0.024670666
0.028146956
0.01710028
0.025762873
0.030971829
0.023703871
0.017294731
0.02425395
0.020081906
0.039165262
0.030715171
0.036241237
0.039414153
0.029030493
""
0.026987629
0.024603287
0.035463929
""
""
""
0.042965434
""
""
""
""
0.048370887
0.047511905
""
""
""
0.01575374
""
""
""
0.050635375
""
0.038501658
0.041362666
""
""
0.0298444
0.030072207
""
""
""
""
0.037408907
0.013808458
""
0.035418704
0.038370889
0.022855444
0.042407107
""
0.01771548
0.018969664
0.041341841
0.039426517
0.044033617
""
""
""
0.041170347
0.015625417
""
0.012343559
0.022504006
0.032597505
0.012692771
0.039401576
0.0099270102
0.025965009
0.035372663
0.026195319
0.062840387
0.052077457
0.021907769
0.016740587
0.026572142
0.023478201
0.05949764
0.047607623
0.02685347
""
""
0.020389294
""
""
0.041294929
""
""
0.034204748
0.027531037
""
""
""
""
""
0.025259931
""
0.026159227
0.033355691
0.038991328
0.041292924
0.030319557
0.031092227
0.021552913
""
0.050883524
0.040278718
0.044133134
0.034021508
""
""
0.030824805
0.033361819
0.037557255
0.019440651
0.040656023
""
""
""
0.042026706
""
0.021116057
0.058429573
""
""
0.028805623
0.038219754
0.031642269
0.050466459
""
""
""
""
""
0.055574447
""
""
0.0356948
""
""
0.038510673
""
""
0.050824903
0.017165426
""
""
0.012869637
0.049938131
0.025651757
""
0.032114647
0.034121994
""
0.033728506
""
0.06394013
""
0.040385623
0.031752035
0.028258597
0.031709906
0.010996704
0.039555151
0.018271472
0.015239928
0.04288296
0.024973953
""
""
0.031580437
0.052040938
0.045641288
0.026341276
0.046614449
""
0.053935852
0.019522024
""
""
0.017161652
0.024898749
""
0.061197501
0.016920881
""
0.022394318
0.027116653
""
0.039508797
0.021384738
0.035182834
""
""
0.049758803
""
0.026093753
0.0086596301
0.050865848
0.015462359
0.05587405
""
""
""
0.027851274
""
""
0.062589779
0.057689108
""
0.066338889
0.016373057
0.015581224
0.016434424
0.025862478
0.031057125
0.035235502
""
0.023958832
""
""
""
""
0.050187167
0.050887845
""
0.037792724
""
0.038635794
0.027106537
0.013885106
""
0.013336482
0.027790556
0.046929277
""
0.017842904
""
""
0.039925728
0.040110908
""
""
0.055243477
0.04879364
""
""
""
""
""
""
