somecoll_asian_female_mean
""
""
""
0.95815396
""
""
0.73032814
""
""
0.90717381
""
0.77756035
""
""
0.67280829
""
""
""
""
""
0.88363463
0.87201095
""
""
0.93274468
""
""
0.71145838
0.89963621
""
""
""
0.87444645
0.81377256
""
0.83509517
""
""
""
""
0.9801743
""
""
""
""
""
0.83689857
0.75933284
0.87710726
""
0.8710897
0.79263085
""
""
""
0.77067727
""
""
""
""
""
0.9439953
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.87948722
""
""
""
""
0.73420876
""
""
""
0.86718708
""
""
""
""
0.92029226
""
""
""
""
0.7974112
0.76816565
0.7262758
0.85012454
0.88379025
0.72661448
0.9259358
0.91364282
0.87685609
0.84810197
""
""
0.87314391
""
0.92518592
""
0.93977851
0.83741671
0.92756897
""
""
""
""
""
""
""
""
""
0.79886127
""
""
""
0.83513439
""
""
""
0.96311629
""
""
0.85475975
""
""
0.76415569
0.87749064
""
""
""
""
""
""
""
""
""
0.86604977
""
""
0.84714293
0.81060833
""
0.80579346
""
""
""
""
0.92441499
0.88341749
""
0.9037829
""
""
""
""
0.89251995
0.87725341
""
0.70118898
""
""
0.91285723
0.77047002
""
""
""
""
0.82353628
""
""
0.90678036
""
""
0.95451951
""
""
""
0.86719006
""
""
""
""
""
0.8371973
""
0.71079439
""
""
""
""
0.75345039
0.85482025
""
""
0.97967321
""
""
""
""
0.93875629
0.79957837
""
0.89145637
""
""
""
""
""
""
0.85720581
""
""
""
0.9194752
0.93708491
""
""
""
""
""
""
""
""
""
""
""
""
""
0.88897681
""
""
""
0.87624729
""
0.83536524
0.88540131
0.74365509
""
""
""
""
""
0.82450616
""
0.96984029
""
0.90102017
0.84153372
0.82600808
0.86949164
0.87838185
0.93496472
0.92724764
0.88718241
0.88537335
0.91898239
""
""
""
""
""
0.88574141
0.82900441
""
""
0.75602072
""
""
0.86891848
0.8268829
""
0.94126993
0.86684263
""
""
""
""
""
""
""
""
""
""
""
""
0.84553635
""
""
0.694727
""
""
""
""
0.78957707
""
""
""
""
0.78754026
0.63751966
0.81691015
""
0.80331171
0.76062667
0.7532469
""
0.71530187
""
""
""
""
0.86763555
""
""
0.92440617
""
0.91325414
0.75182849
0.80203456
""
0.93133211
0.79983622
""
""
0.91310537
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72369844
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.77726662
""
""
0.85594362
""
""
""
""
""
""
0.85883754
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83119798
0.81050098
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75320351
""
""
""
""
""
""
0.84454978
""
""
""
""
0.91686678
""
0.87774712
""
""
""
""
0.84249282
""
0.81290954
""
0.85077828
""
""
""
0.95312649
""
""
""
""
""
""
""
""
""
""
0.8824532
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.94980317
""
0.93491483
""
""
""
""
""
""
""
""
""
""
0.78443217
0.89498532
""
0.94458181
0.90976179
0.78282833
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.9863655
0.87504143
0.87933743
""
""
""
""
0.7766304
""
""
""
""
""
0.81341052
""
""
""
""
""
0.81818527
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85182625
0.80705518
0.8007189
""
""
""
""
""
0.8076722
""
0.87891805
""
0.79698694
""
""
""
""
""
""
0.84391218
""
""
0.73164022
""
""
""
""
""
""
""
0.92636716
0.82198787
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.88087934
0.83431631
0.81297749
0.85117823
0.82988966
0.92267239
""
""
""
0.77401733
0.78010303
0.90817618
0.79477626
""
""
0.88769448
0.91173434
0.89241093
0.91627789
""
""
""
""
0.90038371
""
0.89267707
0.83627474
""
0.82313871
""
""
0.69500661
""
""
""
""
""
""
""
""
0.86785531
