kfr_stycz_pooled_female_n
15382.0
6532.0
1435.0
20469.0
11919.0
1851.0
27232.0
1945.0
1286.0
10223.0
11390.0
41232.0
1138.0
3566.0
9790.0
849.0
800.0
8831.0
1113.0
1967.0
16104.0
17590.0
8685.0
5604.0
34777.0
1462.0
5364.0
13452.0
35369.0
2430.0
3323.0
5716.0
30828.0
15749.0
3006.0
14692.0
3279.0
4600.0
929.0
1104.0
18167.0
2904.0
1355.0
561.0
1714.0
2396.0
42652.0
9379.0
28176.0
5968.0
10995.0
19078.0
8044.0
439.0
659.0
17087.0
1834.0
556.0
546.0
4289.0
2242.0
19954.0
845.0
2347.0
3741.0
2889.0
893.0
1689.0
2006.0
3082.0
2279.0
3353.0
3793.0
5764.0
2721.0
1291.0
5541.0
3454.0
1564.0
40219.0
3600.0
4884.0
2511.0
5147.0
39835.0
3824.0
3938.0
6877.0
15470.0
8446.0
6083.0
2365.0
2545.0
14728.0
2422.0
867.0
5608.0
12253.0
65216.0
16870.0
17206.0
104707.0
37217.0
16372.0
15727.0
51170.0
14399.0
39683.0
3558.0
8998.0
6781.0
6348.0
21471.0
1574.0
18916.0
26228.0
16504.0
885.0
797.0
1011.0
6580.0
3177.0
2425.0
3212.0
2465.0
11760.0
11913.0
2606.0
1938.0
2062.0
107720.0
4056.0
4884.0
2261.0
7475.0
4016.0
14444.0
9380.0
1313.0
3336.0
10477.0
5230.0
890.0
1658.0
5206.0
1164.0
6511.0
4604.0
2510.0
2489.0
3670.0
32843.0
7478.0
1307.0
18500.0
18807.0
1751.0
11968.0
2010.0
3928.0
420.0
1537.0
7185.0
73521.0
928.0
119983.0
2873.0
2643.0
1156.0
8604.0
150135.0
11590.0
3250.0
14961.0
3068.0
1295.0
13591.0
40649.0
3824.0
1970.0
2106.0
2430.0
35829.0
3547.0
2997.0
64280.0
1380.0
4289.0
14976.0
1061.0
2380.0
6027.0
36788.0
1369.0
2209.0
5447.0
7155.0
7730.0
24881.0
2751.0
18669.0
11047.0
3437.0
5404.0
11040.0
17695.0
48410.0
4724.0
6916.0
8417.0
6679.0
11890.0
1354.0
1396.0
20987.0
20164.0
12744.0
74161.0
5418.0
5736.0
2924.0
4713.0
6888.0
3347.0
50147.0
9399.0
6273.0
10056.0
67447.0
20939.0
16798.0
10402.0
1090.0
6189.0
922.0
3307.0
1101.0
8393.0
508.0
3622.0
8954.0
4018.0
4574.0
11863.0
3561.0
2934.0
6134.0
27979.0
3125.0
6764.0
64259.0
8138.0
4602.0
962.0
6093.0
3785.0
2658.0
25760.0
4501.0
19796.0
5678.0
16374.0
30756.0
29446.0
19462.0
281493.0
27159.0
137397.0
161365.0
17044.0
12620.0
3757.0
676.0
6594.0
582.0
1469.0
17491.0
7171.0
1906.0
5073.0
40290.0
116.0
100.0
116435.0
31544.0
2430.0
16060.0
83168.0
3582.0
946.0
893.0
545.0
1290.0
2188.0
1397.0
1611.0
521.0
3669.0
2777.0
7144.0
85464.0
1100.0
3492.0
5905.0
1618.0
1719.0
1357.0
2689.0
5588.0
592.0
4476.0
6709.0
3419.0
5210.0
15541.0
8607.0
1541.0
10053.0
7676.0
5494.0
2815.0
14256.0
4052.0
2353.0
2695.0
4944.0
9193.0
3553.0
3268.0
11217.0
1766.0
15340.0
17014.0
48982.0
3840.0
231048.0
17742.0
2749.0
4120.0
78597.0
849.0
2028.0
7481.0
11514.0
4203.0
1214.0
2162.0
1743.0
1199.0
1458.0
4509.0
2902.0
3820.0
668.0
3830.0
6363.0
860.0
5286.0
1933.0
2846.0
5346.0
390.0
7530.0
51.0
264.0
1488.0
1229.0
569.0
314.0
218.0
682.0
665.0
3193.0
22.0
88.0
27.0
314.0
95.0
198.0
1849.0
172.0
""
""
34.0
108.0
""
129.0
62.0
134.0
227.0
641.0
358.0
573.0
732.0
243.0
5568.0
910.0
300.0
323.0
59.0
127.0
1070.0
2349.0
469.0
612.0
2561.0
