coll_other_female_p100
1.0163796
""
""
0.7176342
1.2577571
""
0.45131281
""
""
""
""
0.88904375
""
""
0.13405246
""
""
""
""
""
0.79000312
1.1052915
0.6944297
""
0.94775844
""
1.7011507
1.1180454
1.141547
""
""
""
1.1510395
0.83701921
""
0.91153628
""
""
""
""
0.074553736
""
""
""
""
""
0.98147863
""
0.87343287
""
0.98206931
0.93199581
""
""
""
0.77373642
""
""
""
""
""
1.1028541
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.76528227
""
""
""
""
0.91650128
""
""
1.2730807
1.2235568
1.2332426
""
""
""
0.72862244
""
""
""
0.86331582
0.90358859
0.87510282
0.87684172
0.86850357
0.70506781
0.67754853
0.84694475
0.92561567
1.0231986
0.58744395
""
0.58909637
1.2320039
""
1.2034112
""
0.53159738
0.48134956
1.0039448
""
""
""
0.76034367
""
""
1.9003758
""
0.90061402
1.8483875
""
""
""
0.68006784
""
""
""
""
""
0.68107635
0.5921756
""
""
""
1.7559854
""
""
""
""
0.64838934
""
""
""
""
0.84524286
""
""
0.91496909
1.1028907
""
1.1464161
""
""
""
""
0.99814916
0.80450398
""
0.90245819
""
""
""
1.0119829
0.75587481
0.74528652
""
0.69170851
""
""
0.83582681
0.80882025
""
""
""
""
0.52917379
""
""
0.99007255
""
""
0.79917741
""
""
0.38779101
0.83681649
""
""
""
""
0.94721913
0.87528074
""
0.97650802
0.69816273
""
""
0.73242575
0.82060558
0.91381562
""
""
0.86845332
0.83265108
1.0711615
""
""
1.1342934
0.91141009
0.84309357
0.91087037
""
""
""
""
0.64020789
""
0.89986074
0.58869368
0.83364457
1.3671674
0.9421044
1.3697697
0.86570221
1.1772195
""
""
""
""
""
0.64825177
""
""
""
""
""
1.1026447
""
""
1.308205
0.65550548
""
1.0773197
0.89052171
1.0378873
""
""
1.1838968
""
""
0.98979896
""
1.166278
""
0.62449145
1.0803072
0.82380128
0.96772128
0.88061523
0.89683169
0.89641553
0.83957976
0.58088815
1.0877669
""
""
0.81579059
""
""
0.88502008
0.50733519
""
0.46470997
0.77864981
""
""
0.95534378
0.89568168
""
0.95194167
0.78965753
""
""
""
""
""
""
""
""
""
""
""
0.99360621
0.83789325
""
0.16568351
0.44297037
""
""
""
""
1.7288737
""
""
0.8485803
""
""
0.98025542
1.2333776
""
0.87792581
0.55813056
0.55314279
""
1.0410659
""
""
""
0.63225377
0.95216423
""
""
0.69770509
""
0.91500026
0.814327
1.0063294
""
0.86984509
0.78583115
1.5323066
""
0.75556195
""
""
0.82526153
0.88752532
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6973685
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.2928226
""
""
""
""
""
""
0.76292926
""
""
""
0.60043907
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0007479
""
""
""
0.96119797
""
""
""
""
""
1.5061542
""
""
""
""
""
""
""
""
""
1.292408
""
""
0.81263947
""
""
""
""
""
""
0.85070819
""
""
0.24806708
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85382563
0.85478389
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.1840357
0.63766998
0.58334875
""
""
""
""
0.44030976
1.2352486
0.74023128
0.74957794
""
""
""
1.2790438
""
0.8249805
""
0.7149753
""
""
0.95956957
1.0513678
0.26834542
0.52672583
0.86113137
1.212067
""
2.4331026
0.94623208
""
""
""
""
""
""
""
0.56394821
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.87154168
""
1.1379486
""
""
""
""
""
""
""
""
""
""
""
0.86696184
""
1.3496578
0.87679243
0.43016988
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.660459
""
1.0189575
0.92831343
0.90515167
""
1.2841674
1.8045254
0.059056971
0.93061125
""
""
0.85218787
""
1.1575685
0.89648569
1.1487362
0.49669755
""
0.75886357
""
0.61622691
""
""
""
""
""
""
0.88670045
""
""
""
""
""
0.84682846
""
""
1.5108887
""
""
""
""
""
""
""
""
1.3263791
""
""
""
""
""
""
""
0.99068666
""
""
""
""
""
0.81309092
0.50907522
0.64292514
""
0.97747308
""
""
""
0.80613834
""
0.75868756
""
0.70782089
1.3797929
""
""
0.65861589
""
1.2332252
0.8414827
""
""
0.48548338
""
""
""
""
""
""
""
0.70313537
0.51800525
""
0.54582852
""
""
""
""
""
""
0.15167083
""
""
1.2249171
0.66899401
1.0277308
""
1.1099496
1.0048116
0.68511641
0.87293112
0.62830377
0.70318812
0.80328137
""
""
""
1.1307802
0.57500577
0.82793123
0.73757702
""
""
0.72057194
0.75834525
1.1640992
0.7708925
""
""
""
""
1.0580269
""
0.922943
0.89006239
""
0.96927553
""
0.78764743
1.0347118
""
""
""
""
""
""
0.70455772
1.3238828
0.71356195
