work_24_asian_female_mean_se
""
""
""
""
""
""
""
0.084834486
""
""
""
""
""
""
""
0.08686541
""
""
""
""
""
""
0.098045252
""
""
""
""
""
""
""
""
""
""
""
0.10892396
""
0.032804713
""
""
""
0.06848751
""
""
""
0.031831156
""
""
""
0.037697639
""
0.042054776
0.10868564
""
""
""
""
""
""
0.050802
""
""
""
0.086614765
""
""
""
""
""
""
0.017466677
""
""
""
""
0.044085823
""
""
0.046105012
""
""
0.054342706
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.055655565
0.085667692
""
""
""
""
0.0096504148
0.045391697
""
0.021191599
0.034534924
""
0.062774867
0.047010407
""
""
""
0.042677298
""
""
""
""
""
""
""
""
""
""
""
""
0.087748148
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.079294801
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033038694
""
""
""
""
""
0.025250046
""
""
""
""
""
0.04232822
""
""
""
0.0046528978
""
""
0.030226832
""
""
0.0066291462
""
0.036451153
0.0090862671
0.062630661
0.034422081
0.046994403
""
0.013037159
0.027124379
""
""
0.0025320051
0.054644827
0.024673771
""
0.081688114
0.018733397
""
""
0.014783555
0.027963344
""
0.0042027724
0.023454824
""
0.0088306293
0.0060311817
0.039558623
0.0077752569
0.0047157444
0.005290187
0.0091050472
0.026304096
0.0058493125
0.021228518
0.0039698617
0.031140273
0.038061112
""
""
0.0091166552
0.019411143
0.01541768
0.021909248
""
""
0.018965211
""
0.010730764
0.020977024
0.026096849
0.018367503
""
0.01416804
""
""
""
0.02513621
0.024490856
""
""
""
""
""
""
""
""
0.020490212
""
0.03611134
""
""
0.019239435
""
""
""
""
""
""
""
""
0.017603314
""
""
""
""
0.024363784
""
""
""
0.070535503
""
""
""
""
""
""
""
""
""
""
""
0.040571041
""
""
""
""
""
""
""
""
""
""
0.031564366
""
0.013872574
0.016310157
0.0408522
0.037735391
0.018193228
0.026343776
0.037122838
""
0.040848196
0.021218318
0.057307824
0.026764791
0.039966114
""
0.042132009
""
0.025414616
0.013689596
""
0.058413208
0.082415767
0.032940824
0.058971386
""
""
""
0.016076025
0.026023673
0.041730478
""
""
""
""
""
""
""
""
0.071665816
0.077868968
0.017642461
""
0.064116575
""
""
""
0.046602968
0.034652013
0.042611383
""
""
""
0.041324601
0.047192831
0.060786385
0.01497387
0.083044022
""
0.036073957
""
0.014128995
0.032666095
0.018925099
0.034486894
0.017145906
0.034100816
""
0.082910597
0.043638229
0.057542026
0.037179455
0.023542564
""
""
""
""
0.030826893
""
""
""
""
""
""
""
""
""
0.039352849
""
""
""
0.067977041
""
""
""
""
""
""
""
""
""
""
0.10038197
""
""
0.040443774
""
""
0.049493443
0.060538422
""
0.02408787
""
0.018637558
""
""
0.039760288
""
0.085455671
""
""
""
""
""
0.016176851
""
""
0.10569853
0.079190291
""
""
""
""
""
""
""
0.038844712
0.094379805
0.07303904
""
0.017517382
""
""
""
0.078939952
""
""
0.012228043
0.082973011
0.064864397
""
""
""
""
""
0.04508163
0.05376476
""
""
""
""
""
""
""
""
""
""
""
""
0.083247639
""
""
0.080290757
""
""
""
""
""
