kir_stycz_pooled_male_mean_se
0.0020320432
0.0030585625
0.0063154097
0.0018350419
0.0023740241
0.0055731256
0.0015878089
0.0052461498
0.0064771823
0.0025957357
0.0024621396
0.0013731318
0.0067923274
0.0039463425
0.0025404207
0.008373959
0.0079703731
0.0027061203
0.0073909368
0.005750014
0.0021115865
0.001994774
0.0028507884
0.0035817791
0.0015112836
0.0067609614
0.0035896869
0.0023307244
0.0015214678
0.0053399117
0.0044481666
0.0034730597
0.0016140693
0.0021979103
0.004829959
0.002309341
0.0048002698
0.0042258683
0.008860644
0.0080537153
0.0020973207
0.0053796191
0.0080167437
0.012684885
0.0068919733
0.0056279432
0.0014477836
0.0031232436
0.0017958326
0.0037049877
0.0027943556
0.0021601017
0.0031632518
0.013715046
0.011097018
0.002195854
0.006772636
0.012675554
0.011795393
0.0041181576
0.0059425435
0.0019288008
0.0088877417
0.0057141581
0.0040018107
0.0048126047
0.0087402668
0.0066087176
0.0051006027
0.004315244
0.0056796507
0.0044898195
0.0045451084
0.0034458488
0.0049029328
0.0071374802
0.0032902069
0.0042887758
0.0060542999
0.0013926831
0.004562987
0.0036085551
0.0045767482
0.0035666451
0.001364026
0.0040196595
0.0041837343
0.0031299621
0.0022141442
0.0029290568
0.0033566719
0.0049630739
0.0047004679
0.0022101104
0.0050582937
0.0079884026
0.0034735124
0.0023740893
0.0010879087
0.0020696176
0.0020338458
0.00089076458
0.0014489116
0.002113844
0.0021045404
0.0012058846
0.0021516299
0.0013980033
0.0043243873
0.0027038835
0.0031847705
0.0032972926
0.0018600391
0.0065894146
0.0019953384
0.0016494913
0.0021504022
0.0084027713
0.0091529116
0.0077704135
0.0031453581
0.0047354242
0.005477828
0.0046158712
0.0051199817
0.0025691618
0.0025509535
0.0052022976
0.0058041108
0.0055744131
0.00090044027
0.0040588933
0.0036722864
0.0052814689
0.0030354492
0.0041501555
0.0022839366
0.0026888924
0.0067606154
0.0046398393
0.0025034547
0.0034615935
0.0083424253
0.0065580215
0.0036803216
0.008122758
0.0033464457
0.003975044
0.0053874371
0.005326523
0.0044149496
0.0016040696
0.0032740468
0.0081517827
0.0019018014
0.0021122214
0.0066752774
0.0025371118
0.0059801219
0.0042437068
0.014030127
0.0065831305
0.00329845
0.0011315438
0.0082028173
0.00088573754
0.0050420235
0.0048019914
0.0071681775
0.0027893551
0.00075268338
0.0025007133
0.0043797707
0.0021511696
0.0044608261
0.0068872971
0.0022164632
0.0012940204
0.0039767055
0.0054874965
0.005424282
0.0050079818
0.0013794744
0.0041892175
0.0045460942
0.0010856566
0.0072108395
0.0038844906
0.0021282544
0.0076765721
0.005482174
0.0031898727
0.0013973698
0.0072781364
0.0052772546
0.0035213481
0.0029044165
0.00279727
0.0017118898
0.0044868514
0.0019126404
0.0023727934
0.004229438
0.0035493099
0.0024746896
0.0019180778
0.0012553883
0.003679859
0.0030519236
0.0028038826
0.0030615448
0.0024061888
0.006931169
0.0069736517
0.0020070809
0.0017756289
0.0023298692
0.0010193879
0.0035628988
0.0033264903
0.0048604473
0.0040348782
0.0032555603
0.0045366115
0.0012170954
0.0025975457
0.0031103818
0.0024985857
0.0010432552
0.0018281356
0.0019276148
0.0025173847
0.0073695057
0.0034851036
0.0090980744
0.0047512501
0.0081319017
0.0029666999
0.011760584
0.0046984395
0.002831392
0.0038469578
0.0036142552
0.0024130188
0.0041226931
0.0047881231
0.0033906703
0.0015760983
0.0044801962
0.003043721
0.0010449023
0.0029070911
0.0036255841
0.0077931923
0.003316951
0.0041629607
0.0048916242
0.0016703916
0.0035849761
0.0018465276
0.0034785264
0.002083384
0.0014547366
0.0014943288
0.0021017871
0.00059220241
0.0018009091
0.00081445975
0.00074435963
0.0022331229
0.002388298
0.0045072576
0.0094059538
0.0031881197
0.010785143
0.0063751834
0.0019897521
0.002965298
0.0056354441
0.0034820565
0.001386417
0.024188431
0.027879251
0.00085671089
0.0015153872
0.0050766259
0.0021500969
0.0010058369
0.0043964651
0.007683685
0.0081557957
0.010786572
0.0067046406
0.0051466427
0.0063833753
0.0057225586
0.0092974817
0.0037297241
0.0046666991
0.0028638341
0.00089433877
0.0070627457
0.004137795
0.0030880109
0.0057365932
0.0055265273
0.0061962376
0.0047402238
0.0031974204
0.0092785666
0.0036327008
0.0029901254
0.004174903
0.0032485093
0.0019092553
0.0025715937
0.0059398846
0.002349125
0.0027080139
0.0031648721
0.004433142
0.0020933277
0.0037185436
0.0051280814
0.0048121773
0.0036236753
0.0027633284
0.0042431531
0.0045675668
0.0024340558
0.0060541453
0.0021706584
0.0020250985
0.0012160448
0.0045166067
0.00061542791
0.0020378323
0.0047841398
0.0038757499
0.00099365716
0.0078315465
0.005565872
