kir_black_pooled_mean_se
0.041168183
0.016596965
0.028996758
0.049501568
0.029233132
0.021843322
0.034495521
0.022581261
0.01961503
0.026177041
0.024595568
0.015291213
0.024899181
""
0.019442759
0.046461359
0.030698672
0.017273245
0.052397504
0.028551932
0.038773775
0.024624659
0.020240964
0.034562964
""
0.04503423
""
0.047514956
0.03126825
""
0.040708598
0.017893003
""
0.017353123
""
""
""
""
""
0.03959886
0.018858308
""
0.043039564
0.015827276
0.019978506
0.023605879
0.024652829
0.024349891
0.018936424
0.021633217
0.017202208
0.015090097
0.049606994
0.049595758
0.031582776
0.018392121
""
""
""
""
""
""
""
""
""
0.020302113
0.01115878
0.018950487
0.019897334
0.040465303
0.018360108
0.02283169
0.013088907
0.014384271
0.035958856
0.018092871
0.031464126
0.013396178
0.010756659
0.011630494
0.011192983
0.014284596
0.015202352
0.021039378
0.024467342
0.023796102
0.022131952
0.016443957
0.02896449
""
0.0191024
0.033088278
0.030708523
0.015333553
0.020115634
0.040496465
""
0.030392054
0.022920225
0.04676652
0.033099696
""
0.024125118
""
0.045143574
""
0.021087347
0.014865282
0.011044328
0.01966881
0.014631222
0.015917711
0.013728303
0.027642947
0.017905882
""
""
""
0.038655877
0.038720012
0.043248255
0.020837173
0.030203762
""
""
0.0418007
0.031324651
0.031743784
0.052985229
0.043268826
0.014585952
0.017496165
0.040604535
0.026801961
0.037431244
0.04597554
0.016196046
0.032336835
0.01447472
0.019204129
0.016071865
0.028208975
0.020899931
0.027310465
0.024463551
""
0.040452089
""
0.032474667
0.055655956
""
""
""
0.038705725
0.039000288
0.02124688
""
""
""
0.019528901
0.018905172
0.030507574
0.036720529
0.018918134
0.017675899
0.031854782
0.024329439
0.017632656
""
0.030620655
0.019364504
0.02749194
0.024264686
0.03062403
0.026865736
0.038709447
0.056809086
0.03777191
0.029615166
0.025431456
0.038311515
0.019189317
0.029839188
0.016611874
0.01844229
0.062339019
0.024712166
""
0.0509734
0.020201514
0.025819341
0.020476099
0.021986937
""
""
""
""
0.019481167
""
""
0.029045234
0.026115282
0.035341002
0.028215988
0.029946234
0.04933783
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028746072
""
""
0.018057622
0.042092372
0.043288387
0.039367057
""
0.034128949
0.013848002
