kfr_stycz_asian_pooled_p75_se
""
0.080199651
""
""
""
""
""
0.066465721
""
""
""
""
""
""
""
0.073264554
""
""
""
""
""
""
0.084889285
""
""
""
""
""
""
""
""
""
""
""
0.11399417
""
0.025327716
""
""
""
0.057549417
""
""
""
0.025659533
""
""
""
0.037524384
""
0.039110322
0.057377115
""
""
""
""
""
0.10338626
0.038228527
""
""
""
0.05607048
""
""
""
""
0.22976288
""
0.01736645
""
""
""
""
0.044976022
""
""
0.04798831
""
0.073880576
0.081457026
""
""
0.091414802
""
""
""
""
""
""
""
""
""
""
""
""
""
0.051225875
0.080649577
""
""
""
""
0.0066784988
0.051986024
""
0.016218023
0.056165621
""
0.065365843
0.052385051
""
""
""
0.045960307
""
""
""
""
""
""
""
""
""
""
""
""
0.083043814
""
""
""
""
""
""
""
""
0.12133465
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.072356455
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13450886
""
0.028004183
""
""
0.065968946
""
""
0.034383271
""
""
""
""
""
0.036580611
""
""
""
0.003388542
""
""
0.036715992
""
""
0.0041223033
0.1334518
0.028880648
0.011359525
0.12870793
0.060507506
0.062512457
""
0.013287613
0.025006387
0.088758767
""
0.0016214853
0.040839009
0.017332075
""
0.085986339
0.024315715
""
""
0.012908866
0.018378085
0.061436251
0.002744677
0.016160088
""
0.0054402482
0.0059875068
0.047748603
0.0046379711
0.0033405644
0.003697535
0.0083946874
0.025421206
0.0035148789
0.015469992
0.002500833
0.020283572
0.047207486
""
""
0.0051247166
0.014818759
0.015484376
0.031910595
0.09613917
""
0.022082821
0.11178474
0.006730624
0.019258343
0.055539321
0.015537333
""
0.010855819
""
""
""
0.019892706
0.031391382
""
""
""
""
""
""
""
""
0.017481716
""
0.020765414
""
""
0.015707014
""
""
""
""
""
""
""
""
0.0117227
""
""
""
""
0.032141481
""
""
""
0.053009499
""
""
""
""
""
""
""
""
""
""
""
0.073200062
""
""
""
""
""
""
""
""
""
""
0.039423842
""
0.0094438381
0.011389174
0.031662658
0.031824499
0.012939523
0.021658659
0.03273445
0.046639185
0.0397567
0.014644536
0.044037387
0.024420865
0.034684066
""
0.046081137
""
0.022340523
0.010055491
""
0.054333374
0.048600402
0.020047063
0.055595003
""
""
""
0.010030389
0.024782659
0.067413673
""
""
""
""
""
""
""
""
0.056237433
0.055952381
0.01165049
""
0.057456493
""
""
""
0.040195778
0.0276458
0.036967803
""
""
""
0.036719564
0.055028014
0.057304744
