hs_pooled_male_p25_se
0.0099652577
0.014090128
0.024484567
0.0098772924
0.013335352
0.026643803
0.008748726
0.027576363
0.031068837
0.013956142
0.01349308
0.0082650641
0.032633174
0.020808209
0.015757458
0.04000577
0.034948748
0.014108711
0.03191939
0.024614811
0.0093449717
0.0094571933
0.014429136
0.017520707
0.0087352982
0.029054141
0.016256716
0.01113551
0.0072226939
0.023026306
0.019876102
0.017955102
0.0087756542
0.010481386
0.019603362
0.011038869
0.020629199
0.017704414
0.032146849
0.031706166
0.010194544
0.02075267
0.030169016
0.044614103
0.026424285
0.022194363
0.0065258159
0.014891028
0.0091999229
0.015691593
0.012725147
0.010384488
0.013130803
0.041887
0.037533816
0.009744918
0.025945097
0.042062189
0.038226683
0.016262209
0.0222033
0.0090141706
0.03171799
0.020588202
0.019067185
0.023484413
0.03129876
0.024479
0.021204844
0.018941959
0.023305021
0.01864638
0.016129289
0.016694866
0.020924933
0.031538747
0.016984537
0.019120112
0.03218542
0.0072283293
0.017443873
0.018406114
0.021542745
0.018543663
0.0082845511
0.020691613
0.017716143
0.013983763
0.013217417
0.013341298
0.016808271
0.024453625
0.019228432
0.011826123
0.022617811
0.043772917
0.016889904
0.012611269
0.0055854986
0.010088111
0.01024529
0.0039952463
0.0071409461
0.010368395
0.011141877
0.0062668296
0.010334598
0.007915426
0.020788899
0.013404247
0.015811559
0.015048069
0.0095724855
0.026785301
0.010353183
0.0092052286
0.011158102
0.03324569
0.04067532
0.033428799
0.01476995
0.022263648
0.028110595
0.02008721
0.023217205
0.013018335
0.013095803
0.021964913
0.027544234
0.02597099
0.0051521244
0.019902097
0.019443261
0.025517322
0.016009336
0.01869511
0.01132585
0.012819042
0.029556606
0.022468604
0.012979484
0.017357096
0.036184508
0.029496709
0.017425934
0.028920475
0.013476646
0.017237499
0.02179685
0.02121965
0.01957372
0.008339812
0.015532128
0.026277095
0.0095625408
0.010149434
0.027980445
0.012063551
0.022869138
0.017501093
0.036394164
0.025143426
0.017884744
0.0059320075
0.03599656
0.0044141631
0.018935591
0.0168432
0.026704606
0.013299646
0.0041445382
0.0127564
0.016486565
0.009618693
0.015540807
0.02416815
0.011384293
0.0075452267
0.018174941
0.020069527
0.019828288
0.017221022
0.0073964209
0.019591741
0.023119446
0.0066748336
0.027785523
0.021948935
0.012275415
0.034053903
0.026050018
0.014934434
0.0080433637
0.034548167
0.024318486
0.016661208
0.013349565
0.013039663
0.0089724716
0.022994988
0.0099632898
0.013458143
0.022197666
0.018968226
0.012669045
0.011338234
0.0079460256
0.02111111
0.015949124
0.013874453
0.017754441
0.012837835
0.024769938
0.033040497
0.01067148
0.0094063757
0.01194519
0.0053784186
0.015906893
0.015052683
0.01957193
0.014615652
0.014521757
0.019217659
0.0068505048
0.012303405
0.011234578
