lpov_nbh_white_female_mean_se
0.03928756
0.058628168
0.032441072
0.02935051
0.024653012
0.032201856
0.031988055
0.044592943
0.021780357
0.035188969
0.037371006
0.063321404
0.041373152
0.044872656
0.030069605
0.03448743
0.034231286
0.048865438
0.026228901
0.027627548
0.024672944
0.024123907
0.030691219
0.039324682
0.025033828
0.032556474
0.038190022
0.034810424
0.029499833
0.045764182
0.02993419
0.032231744
0.036587711
0.027996439
0.032096241
0.040337354
0.051555824
0.034662612
0.10324727
0.029515816
0.026754754
0.027416361
0.041322298
0.039843012
0.060614627
0.076502904
0.036798697
0.028783113
0.037126523
0.050588116
0.04873075
0.038806282
0.054160971
0.02914359
0.036190882
0.035855737
0.026566571
0.025973288
0.029253388
0.022916894
0.0248225
0.024649637
0.038705468
0.027755044
0.025049321
""
0.07596086
0.063632563
0.059656102
0.050478902
0.049254395
0.059901778
0.046450671
0.037592176
0.040027037
0.069918886
0.041077066
0.049284007
0.052907813
0.039175417
0.050472304
0.0764779
0.031375412
0.079711422
0.042648066
0.028451858
0.023420649
0.032033164
0.030089715
0.032998703
0.030166551
0.022192558
0.025395731
0.024471298
0.022294609
0.024805894
0.045334052
0.038567785
0.030684853
0.029695047
0.026000857
0.026920911
0.02041324
0.028457912
0.02510971
""
0.032641251
0.049003035
0.03332708
0.031356685
0.026117058
0.036643859
0.030599345
0.03018488
0.02766544
0.041974183
0.025648694
0.029810147
0.0256739
0.024253936
0.026169069
0.026841709
0.026352972
0.034056615
0.029598217
0.02831685
0.0250927
0.030535692
0.03045834
0.026980877
0.11359375
0.036547452
0.027265798
0.073989391
0.049051546
0.065828562
0.033476334
""
0.037120786
0.034090474
0.035245858
""
""
0.033163194
0.044410009
0.043032151
0.036847264
0.028474415
0.037483152
0.028771948
0.019833677
0.045411158
0.043749969
0.039350457
0.038787488
0.035704274
0.066429727
0.048047125
0.050883956
0.043416847
0.041460112
0.04307019
0.025122715
0.025037823
0.055857621
0.031814609
0.035362381
0.050342403
0.046788104
0.031624053
0.040720288
0.03297605
0.029181061
0.031742621
0.034324497
0.035576437
0.02610784
0.027343009
0.031221317
0.057971459
0.052650798
0.041004527
0.055625629
0.039415173
0.046286937
0.035687651
0.064072937
0.033938169
0.022172267
0.033484481
0.052257061
0.033939861
0.045704495
0.032164589
0.038326703
0.047728408
0.045251936
0.045340646
0.063335851
0.037982944
0.033685945
