spouse_rk_other_pooled_n
38.0
69.0
""
""
21.0
""
""
102.0
""
""
""
""
""
""
""
43.0
27.0
""
""
""
""
27.0
69.0
""
44.0
49.0
""
39.0
""
""
""
""
""
""
47.0
37.0
221.0
""
24.0
46.0
40.0
28.0
""
""
290.0
""
""
31.0
144.0
""
125.0
54.0
""
""
""
""
30.0
23.0
71.0
""
29.0
""
52.0
24.0
""
""
""
""
""
673.0
""
""
""
""
210.0
""
""
73.0
49.0
28.0
""
""
""
67.0
""
""
""
""
""
23.0
""
""
""
""
""
""
21.0
207.0
102.0
30.0
""
""
""
2369.0
140.0
69.0
691.0
98.0
""
109.0
111.0
""
""
""
177.0
21.0
""
""
""
""
""
""
""
""
""
""
36.0
55.0
22.0
""
""
""
""
43.0
""
""
51.0
""
""
""
""
""
23.0
""
""
34.0
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
238.0
""
""
51.0
""
""
146.0
""
""
""
""
""
170.0
34.0
""
""
2887.0
""
33.0
261.0
33.0
""
1845.0
38.0
218.0
795.0
21.0
146.0
60.0
""
817.0
173.0
40.0
33.0
8862.0
126.0
344.0
26.0
98.0
283.0
""
""
649.0
157.0
121.0
3438.0
446.0
""
1979.0
2746.0
62.0
2327.0
4440.0
1052.0
1022.0
276.0
1677.0
445.0
2899.0
275.0
245.0
""
68.0
1298.0
631.0
711.0
161.0
65.0
""
332.0
62.0
1038.0
292.0
149.0
372.0
""
736.0
""
""
""
240.0
66.0
""
""
""
""
""
""
""
20.0
420.0
""
189.0
""
""
1100.0
37.0
""
""
""
""
""
""
""
536.0
""
""
""
28.0
201.0
""
""
""
96.0
""
""
28.0
31.0
""
""
""
""
""
""
""
95.0
""
""
""
""
""
""
""
""
24.0
""
145.0
""
486.0
456.0
78.0
75.0
396.0
265.0
69.0
75.0
143.0
292.0
80.0
252.0
130.0
""
200.0
""
428.0
1023.0
""
70.0
58.0
189.0
68.0
23.0
""
""
704.0
356.0
38.0
""
""
""
""
""
""
""
""
77.0
37.0
671.0
""
55.0
20.0
""
""
116.0
199.0
131.0
""
""
""
119.0
125.0
48.0
857.0
58.0
32.0
398.0
""
724.0
182.0
555.0
204.0
470.0
220.0
22.0
60.0
115.0
193.0
141.0
333.0
20.0
20.0
""
""
258.0
""
38.0
""
""
""
""
""
""
""
33.0
41.0
""
""
48.0
""
""
""
21.0
""
""
""
""
65.0
""
43.0
25.0
""
145.0
53.0
""
101.0
52.0
""
201.0
""
402.0
""
""
143.0
""
55.0
""
""
""
""
""
427.0
""
""
33.0
57.0
""
""
25.0
""
""
""
""
111.0
""
54.0
""
372.0
""
""
42.0
20.0
""
""
493.0
""
73.0
""
""
""
""
""
80.0
133.0
""
""
""
""
""
""
""
""
""
""
""
""
143.0
""
""
88.0
""
""
""
""
""
""
""
""
""
""
""
""
""
185.0
31.0
""
""
39.0
""
""
""
""
""
""
""
""
""
""
239.0
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
38.0
""
""
""
""
""
""
""
""
37.0
""
""
""
""
1472.0
11045.0
475.0
1308.0
343.0
""
73.0
""
""
38.0
""
""
32.0
89.0
""
""
""
145.0
""
25.0
""
""
""
75.0
""
""
""
""
""
""
""
94.0
27.0
""
""
""
""
23.0
41.0
""
""
20.0
""
""
""
47.0
""
""
39.0
""
""
""
""
""
""
""
""
112.0
""
""
""
""
23.0
2592.0
""
""
58.0
""
""
821.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
29.0
""
""
""
""
""
263.0
46.0
41.0
32.0
548.0
34.0
""
22.0
""
""
""
154.0
91.0
72.0
""
136.0
""
""
""
""
""
""
""
""
""
""
28.0
105.0
""
""
""
""
""
""
""
""
88.0
246.0
""
92.0
""
""
""
""
30.0
64.0
""
28.0
""
""
""
""
""
28.0
324.0
21.0
187.0
""
""
255.0
56.0
""
""
27.0
""
""
""
62.0
""
""
""
""
27.0
""
""
50.0
""
86.0
""
45.0
""
""
""
""
34.0
""
127.0
29.0
""
60.0
22.0
46.0
""
""
""
""
""
""
70.0
20.0
35.0
""
240.0
56.0
21.0
52.0
558.0
25.0
""
27.0
60.0
""
28.0
""
""
""
""
""
""
""
""
93.0
""
""
""
""
""
""
167.0
""
""
""
""
""
""
""
76.0
""
""
96.0
""
61.0
22.0
""
42.0
""
43.0
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
24.0
""
""
""
20.0
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
128.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
199.0
52.0
""
""
""
114.0
""
""
42.0
""
""
""
""
""
23.0
""
""
22.0
""
""
81.0
""
""
""
""
""
""
20.0
""
""
57.0
""
""
24.0
""
""
""
""
""
""
50.0
29.0
""
""
""
93.0
""
""
""
""
33.0
22.0
""
125.0
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
406.0
""
""
""
28.0
""
138.0
""
""
""
""
""
""
""
""
28.0
""
79.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
59.0
""
""
93.0
""
""
""
42.0
""
490.0
22.0
175.0
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
128.0
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
26.0
""
""
20.0
31.0
""
""
""
""
60.0
""
""
""
""
""
46.0
""
""
""
130.0
""
""
26.0
""
""
""
""
""
""
""
""
""
199.0
""
""
""
""
""
""
""
""
371.0
24.0
""
68.0
""
""
""
22.0
""
""
""
""
""
""
""
""
""
37.0
""
""
26.0
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
28.0
""
""
25.0
""
123.0
121.0
109.0
""
""
""
""
""
""
150.0
""
""
""
""
""
34.0
""
""
277.0
""
112.0
51.0
""
""
22.0
""
""
""
222.0
47.0
""
""
69.0
""
""
20.0
39.0
""
""
""
32.0
31.0
26.0
31.0
142.0
27.0
""
79.0
""
24.0
140.0
""
""
""
""
""
""
59.0
33.0
139.0
""
""
53.0
""
""
24.0
70.0
""
30.0
31.0
""
""
91.0
28.0
568.0
505.0
72.0
""
95.0
45.0
187.0
""
175.0
""
195.0
326.0
""
1138.0
835.0
27.0
110.0
""
""
87.0
42.0
20.0
296.0
161.0
58.0
367.0
""
314.0
47.0
204.0
91.0
914.0
""
432.0
433.0
433.0
401.0
""
""
79.0
""
""
""
""
34.0
57.0
""
108.0
23.0
111.0
52.0
""
39.0
72.0
""
57.0
""
41.0
""
114.0
32.0
299.0
""
""
46.0
25.0
""
""
20.0
279.0
34.0
29.0
""
43.0
83.0
163.0
""
406.0
""
""
61.0
""
55.0
82.0
""
31.0
506.0
""
49.0
22.0
24.0
""
50.0
""
80.0
42.0
""
116.0
30.0
879.0
""
""
""
""
""
""
151.0
""
""
126.0
