two_par_pooled_pooled_p75_se
0.020578295
0.048827078
0.017533835
0.014295484
0.0099902544
0.022229753
0.020066991
0.020996446
0.011729444
0.022929249
0.029513363
0.049042564
0.031305954
0.030303692
0.015084058
0.026744025
0.018878691
0.049535338
0.0099708578
0.014956496
0.010188115
0.01395105
0.014879975
0.022645222
0.021538289
0.019640857
0.03126974
0.028207302
0.013951358
0.020606427
0.012371494
0.019562637
0.029695742
0.021740174
0.019967912
0.021474224
0.036205426
0.023278486
0.059143264
0.023540359
0.028121935
0.022378961
0.026443945
0.028746342
0.052096289
0.062352128
0.050506622
0.033456188
0.044398263
0.048417825
0.040793221
0.028490769
0.031038534
0.026096838
0.019167461
0.024020405
0.020482849
0.017938854
0.029456481
0.020743769
0.030377004
0.01852731
0.021761462
0.014763205
0.01829146
0.10559355
0.067332886
0.077394009
0.035464007
0.032617453
0.043063402
0.049186166
0.06534908
0.033778496
0.047617957
0.054083154
0.063748173
0.045471571
0.063284576
0.040267866
0.1293726
0.071579419
0.016499806
0.06705825
0.024028979
0.015799714
0.014997554
0.028423509
0.020706011
0.046667129
0.025869207
0.021512151
0.019765735
0.012695963
0.010661524
0.020831052
0.11633112
0.019685915
0.019257354
0.021727338
0.026337789
0.018359628
0.013380946
0.015317619
0.021987792
""
0.036181532
0.035965212
0.035795949
0.029030686
0.026339676
0.090693295
0.028109185
0.020072702
0.029569237
0.03722284
0.027800236
0.024186002
0.029949725
0.030373095
0.024171485
0.027400745
0.02446478
0.030402929
0.038800538
0.016537286
0.017194485
0.036596764
0.028406134
0.023219917
0.055922925
0.027027048
0.031895723
0.074065998
0.034859482
0.048063517
0.029261209
0.071317181
0.034294125
0.020942651
0.025964469
0.064520918
0.063090764
0.025431661
0.039698679
0.0369386
0.051308516
0.040406432
0.025928721
0.024986546
0.028245676
0.046949424
0.036599021
0.025630975
0.04068809
0.030613251
0.085366502
0.036243137
0.025962172
0.038277611
0.023144446
0.020968769
0.0071636662
0.010973498
0.034754373
0.02268634
0.026418878
0.066241801
0.020993175
0.02180809
0.028583884
0.021086385
0.015181858
0.017411582
0.023688203
0.029998425
0.028151121
0.030594263
0.022950273
0.086482339
0.037690971
0.038573906
0.036335487
0.040007487
0.055066913
0.032902308
0.051619031
0.032341227
0.025883021
0.035183236
0.027928894
0.023059228
0.055701934
0.034437202
0.025554722
0.033505987
0.035521023
0.055288214
0.061979048
0.036358796
0.038313359
0.046840254
0.045703217
0.031127308
0.031861119
0.087802045
0.08020179
0.01896574
0.02030519
0.021285553
0.026764505
0.026799314
0.024879295
0.022957286
0.017416431
0.0137477
0.019731387
0.022483561
0.034169387
0.024995182
0.036316507
0.026579659
0.022859748
0.026225841
0.025802255
0.0097756796
0.030711241
0.0329349
0.030980729
0.020588236
0.030851847
0.037222419
0.020511081
0.017051868
0.017134186
0.018546907
0.035662841
0.021802634
0.02207556
0.022921829
0.036135435
0.02596898
0.035462398
0.10160901
0.083587095
0.049124222
0.021352626
0.032957047
0.046161961
0.087467477
0.083060518
0.070407577
0.10441854
0.055418961
0.022853544
0.029741079
0.024177028
0.024511786
0.036434732
0.0216996
0.029460955
0.032470681
0.039069079
0.022555944
0.026535397
0.02060503
0.021735696
