somecoll_white_pooled_p50
0.62483102
0.57244325
0.67498231
0.59749061
0.66028321
0.65890092
0.63667446
0.66146553
0.62372166
0.6249786
0.59550923
0.63616598
0.67862678
0.63068527
0.61847603
0.66180837
0.6831845
0.6796568
0.68934762
0.6033752
0.6453281
0.6711176
0.6927405
0.67767805
0.69796282
0.6457361
0.6748513
0.69049603
0.63844305
0.72729325
0.65803826
0.62319118
0.62689394
0.66997749
0.65185285
0.64398921
0.65228671
0.68098199
0.80221248
0.67735875
0.7049821
0.65157974
0.67228061
0.59253711
0.67859
0.64855659
0.68297827
0.54128671
0.64301741
0.58954716
0.59318906
0.59385383
0.60859483
0.61242986
0.7342208
0.62283742
0.60337806
0.59023625
0.63138032
0.64737952
0.66799128
0.63556176
0.70125854
0.59726977
0.63619339
0.63317883
0.65980333
0.69737583
0.63767672
0.62788045
0.67365885
0.68737561
0.67982805
0.59279585
0.56802619
0.59575808
0.63297319
0.63006592
0.62606931
0.62018627
0.58210802
0.6186769
0.59822929
0.54573566
0.59360445
0.56507504
0.56906551
0.60598439
0.61533201
0.63385612
0.63264644
0.57273203
0.56693965
0.60945153
0.56788236
0.61175871
0.56063312
0.57923746
0.63841259
0.58333325
0.63792479
0.70898408
0.66929799
0.64372033
0.69224691
0.66391313
0.65487337
0.60966861
0.6020568
0.61696166
0.67777079
0.62711304
0.68286413
0.61640823
0.63189518
0.6237939
0.62652516
0.57357329
0.66847998
0.63441551
0.65434355
0.62198603
0.61349308
0.60837847
0.65301341
0.61450517
0.66067696
0.6611926
0.60845268
0.57490236
0.64854485
0.59397817
0.60088778
0.59682006
0.57851976
0.61930066
0.59501386
0.6370337
0.61492479
0.69078839
0.68496042
0.65911591
0.66576338
0.64550149
0.62227172
0.70216316
0.65255028
0.69652915
0.65902311
0.70534265
0.66047961
0.63981545
0.62000829
0.72878087
0.6561299
0.63715476
0.6699217
0.6356371
0.65218204
0.67059958
0.59893543
0.68768084
0.53436649
0.61803412
0.64148229
0.68852919
0.72246104
0.68422067
0.66758323
0.61263633
0.65718853
0.69791204
0.63929975
0.65570807
0.6124056
0.68063098
0.62769008
0.62219012
0.63573563
0.65901703
0.68082607
0.65223444
0.62520188
0.59669304
0.58104736
0.6195842
0.61431581
0.5888145
0.62333375
0.59112102
0.60597199
0.61404502
0.61924797
0.58779687
0.61128229
0.63641769
0.6482448
0.64523029
0.64960051
0.59560686
0.63229036
0.53460544
0.56665796
0.60382986
0.58650267
0.6136176
0.59592539
0.57494587
0.61767191
0.60171759
0.60785466
0.64709669
0.73026162
0.67390674
0.65933555
0.59152395
0.64151305
0.6634655
0.67024517
0.64755976
0.68367624
0.70911735
0.60755253
0.65142721
0.61639428
0.60640782
0.61897415
0.64355189
0.70422357
0.64922035
0.62535924
0.64474088
0.61315787
0.67693585
0.6857391
0.64535314
0.66510129
0.61541051
0.5934394
0.66410476
0.66013813
0.55364996
0.55843616
0.5468086
0.61765367
0.59521323
0.58920521
0.69265908
0.67899448
0.67480373
0.69798613
0.63857687
0.63797426
0.62009549
0.66156578
0.65494245
0.64765745
0.69762045
0.56528378
0.67828256
0.59924686
0.65679938
0.54646105
0.55297178
0.6823898
0.7775436
0.70077461
0.72947502
0.67309076
0.582775
0.61003321
0.62764668
0.6255337
0.66743863
0.69940293
0.70140159
0.66832799
0.62788814
0.64204639
0.6429143
0.66240454
0.84981334
0.77710551
0.70861351
0.65830159
0.6107977
0.68032157
0.69703549
0.65923095
0.69320315
0.68793064
0.75745481
0.67195135
0.65739304
0.65572959
0.69278055
0.80774647
0.71917272
0.71977425
0.69829857
0.69823539
0.65172166
0.70225346
0.68232936
0.72773468
0.76238221
0.74962765
0.69385743
0.72439575
0.73996323
0.70428878
0.68687665
0.7131812
0.63794988
0.61731493
0.65641481
0.64746273
0.64308232
0.67748207
0.66807705
0.69010484
0.66018254
0.74768782
0.6679318
0.6894145
0.62969434
0.65101588
0.71431446
0.70182186
0.6824615
0.731341
0.64638311
0.62294942
0.66549653
0.66081077
0.73014462
0.63944995
0.66266501
0.587888
0.67766422
0.60501385
0.61763072
0.65194303
0.68142933
0.6683346
0.62188703
0.6641019
0.62393445
0.6212877
0.67732143
0.63758874
