somecoll_black_female_p75_se
0.096275494
""
""
0.076025166
0.041020438
0.10691347
0.025497051
""
""
0.063847728
0.057546176
0.022112247
""
""
0.073898941
""
""
0.078907579
""
0.12764533
0.041690905
0.026225332
0.046635147
0.064726062
0.018943505
0.15758003
0.050965887
0.032535359
0.018637953
0.083311513
0.052912749
0.058295306
0.021020457
0.02778212
0.062099505
0.049556866
0.1151614
0.081018262
0.11853962
0.11651212
0.025615992
0.070779167
0.099642366
""
0.12495074
0.075030327
0.018380003
0.078803398
0.028525306
0.059231251
0.045529664
0.048922792
0.057632759
0.35692587
0.11794801
0.035433333
0.11640159
""
0.22120956
0.050937235
0.10737782
0.032753993
0.21568249
0.20854087
""
""
""
""
""
""
0.12492554
0.075515717
0.068118006
0.058658909
0.093453161
""
0.055872787
0.13279568
0.14084488
0.020797076
0.081026696
0.097003154
""
0.079704687
0.026901621
0.1188343
0.17493103
0.05448278
0.030206524
0.13744117
0.09654779
""
""
0.05273138
""
""
0.17394531
0.10199517
0.027725676
0.055676769
0.078904234
0.016645789
0.037199583
0.06055535
0.053267483
0.029341757
0.059149675
0.029534766
0.11764836
0.10674604
0.06963212
0.043864466
0.021396153
0.090419158
0.031739391
0.028304463
0.025757432
0.10236621
0.12003014
0.14060833
0.072379805
0.10570105
0.11526754
0.054938141
0.12945355
0.038964
0.036739226
0.15837628
0.079342343
0.090376787
0.011733862
0.09180291
0.063140072
0.19335802
0.163967
0.11911575
0.056855954
0.034070682
0.089092433
0.052825127
0.040012032
0.1172948
0.11969808
0.12850402
0.047178105
0.12862158
0.049028404
0.057983443
0.085706078
0.084651068
0.14046514
0.02452763
0.047691867
0.080752522
0.040620901
0.033095591
0.16849862
0.039721351
0.14287362
0.16228573
""
""
0.04890516
0.015350596
0.14945024
0.0087080738
""
""
""
0.13701876
0.010983879
0.041135255
""
0.051648539
""
""
0.046600454
0.042319428
""
""
""
""
0.025764596
""
0.1342997
0.026158359
""
""
0.049680699
""
0.18425582
0.049181528
0.030243468
""
0.2185638
0.19325656
0.14352284
0.091926873
0.03961141
""
0.044827599
0.11515229
""
0.11079911
0.089738362
0.060435239
0.023752216
""
0.15091842
0.09937916
""
0.092840895
""
""
0.035759579
0.073744476
0.075621001
0.018374948
""
0.22765933
0.16004327
""
0.12531021
""
0.027062275
0.089220837
""
0.15897258
0.025894543
0.050261658
0.10905366
0.069592394
""
""
""
0.11587969
""
0.063264474
""
""
0.12769079
""
0.15319243
0.10598705
""
0.19226108
0.081792273
0.056078825
""
0.1294069
0.025777837
0.14670581
""
""
0.11539481
""
""
0.06033897
""
0.063439377
0.18897232
0.077340916
0.066279568
0.054833569
0.035301954
0.0077178101
0.036100455
0.01190361
0.013031804
0.030566266
0.060741019
0.11413048
0.27386066
""
""
""
0.1609877
""
""
""
0.052127734
""
""
0.019425621
0.10533563
""
0.070108786
0.019527556
""
""
""
""
""
""
""
""
""
""
""
""
0.032286644
""
""
""
""
""
""
""
0.11674839
""
0.11181403
0.20642127
""
""
""
0.20824729
""
""
""
""
""
0.074673951
""
""
""
0.069987595
0.070537165
""
""
0.065025635
""
0.068434156
0.07143227
0.025992369
0.081629224
0.0099407872
0.054728154
0.092140056
""
0.018952556
""
""
0.085192792
0.081681103
0.16032942
""
""
""
""
""
0.10664497
0.1670875
0.11571927
""
0.22087006
0.077849619
""
0.14286284
""
0.14050408
0.14631441
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068190299
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11961576
""
""
0.04117265
""
""
""
""
""
""
0.046206918
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.035272732
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.082077757
0.084706903
0.061582983
""
""
""
""
""
0.10870672
0.024098821
0.14275071
""
""
""
0.090232365
""
0.19658004
""
""
""
""
0.15195087
0.12248128
""
""
0.04555843
0.19407664
""
""
0.058879457
""
""
""
""
""
""
""
0.11765879
0.11557409
""
0.13823926
""
""
""
""
""
""
""
""
""
""
""
""
0.10983656
0.38105676
""
0.038476169
""
0.029593132
""
""
""
0.093436137
""
""
""
""
""
""
0.11078624
0.088258684
0.12033651
0.066758431
0.015040333
0.035250712
0.14054869
0.12893808
0.21448617
""
""
""
""
""
""
""
""
0.083909415
""
""
0.093039967
""
""
""
""
""
0.071625121
0.11057477
0.042659178
0.028837321
0.017807269
0.10180166
0.071917452
0.060178541
0.069801569
0.079623863
0.16850935
""
""
""
""
0.029046504
""
0.16889045
0.10913187
0.17859872
""
0.072527446
""
""
""
""
""
""
""
""
""
""
""
""
0.15660152
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.071951099
""
""
""
""
""
""
""
0.083941527
""
0.0333924
""
0.045084991
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10556321
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11887381
0.065622419
0.04985844
""
0.025358098
0.033301815
""
""
""
0.094925165
""
0.016011845
0.040005673
""
""
0.028035335
0.12774917
0.089267857
0.010529158
""
""
""
""
0.087782331
""
""
0.060507897
""
0.16279441
""
""
0.19340913
""
""
""
""
""
""
""
""
0.032680072
