kfr_native_black_pooled_mean
0.37006006
0.37124655
""
0.3417986
0.35239154
0.3809551
0.35671866
0.3548477
0.34649456
0.3493737
0.34974921
0.34312451
""
0.34934178
0.35142159
""
""
0.32840794
""
0.33200982
0.34093329
0.34888014
0.34369078
0.34413266
0.37252352
0.32325178
0.35303277
0.35313848
0.37565669
0.33764675
0.38425064
0.37141094
0.38759762
0.39405119
0.35595784
0.35288891
0.32412499
0.34346339
0.32669434
0.32195872
0.35299295
0.35163203
0.34995779
0.42775041
0.34600696
0.33889738
0.36165431
0.34772941
0.36794868
0.34276894
0.38410512
0.37700155
0.32072991
0.28568676
0.32542387
0.3430174
0.36909065
0.32401717
0.33975405
0.36928275
0.34268674
0.35451514
0.33939698
0.32951134
0.45030025
0.34882662
""
0.41355371
0.41067258
""
0.31758124
0.31366965
0.3181974
0.34984666
0.33959818
0.3810021
0.34795091
0.34689781
0.36133039
0.33805096
0.33983853
0.36913016
0.36433676
0.39388019
0.37238431
0.3418352
0.36377063
0.36819881
0.36141023
0.34302759
0.39386719
0.35111141
0.33104107
0.34536698
""
""
0.33404699
0.34163085
0.33400512
0.33072627
0.31499723
0.33830658
0.32234389
0.3199499
0.33281583
0.32842675
0.30469924
0.34649226
0.3170417
0.33710667
0.3247709
0.34988093
0.36179566
0.33244589
0.37381864
0.35722539
0.36089522
0.31288451
0.32936776
0.31544194
0.33041698
0.3053489
0.36019075
0.36333123
0.32415947
0.34350327
0.35497406
0.33293051
0.34422228
0.33408377
0.36111757
0.33254662
0.33709881
0.35858795
0.35959572
0.33530754
0.34114867
0.3417497
0.31363037
0.35440844
0.33369157
0.35120195
0.33159024
0.32469371
0.32218665
0.32453036
0.33545092
0.33915344
0.33078089
0.32925731
0.37281612
0.36757004
0.34689841
0.37438437
0.348113
0.33857632
0.35655448
0.34824362
0.3303698
0.35774463
0.38954598
""
0.42807597
0.38051617
0.40846643
0.44032729
""
0.42405125
""
0.36617783
0.35552242
0.39423835
0.36342171
0.33697632
0.4508746
0.33699366
0.35424933
0.33521563
0.47794661
""
""
0.28263745
0.34597459
0.28733253
0.39590582
0.34532273
0.35303524
""
0.36195198
""
0.31608289
0.38665307
0.359458
""
0.34639072
0.35761783
0.42234701
0.35697365
0.33573186
0.34399754
0.35329983
0.3263531
""
0.38934016
0.35759971
0.3528707
0.35441458
0.38609511
0.4021199
0.37975135
0.38602078
0.38131428
""
""
0.35327607
0.34077579
0.33962411
0.34288999
0.43041348
0.31853381
0.33527008
0.37844902
0.38618699
0.41094518
0.35679066
0.33519772
0.41901347
0.38451925
0.35702181
0.3342841
0.35060632
0.36457404
""
0.39994577
""
0.35503605
""
0.40834808
""
0.38304716
0.39360529
0.37156472
0.36467549
0.38755098
0.40509191
0.44389868
0.36255866
0.3556959
0.37518543
0.39106593
0.34707844
0.37876484
0.45195475
""
0.39131814
0.55848342
0.35777771
0.38523376
0.45681351
0.40297869
0.39309144
0.4168883
0.39878297
0.36158434
0.38218814
0.38395932
0.42336047
0.39106554
0.37292475
0.3840169
0.36060199
0.37366107
0.33751476
0.37162253
""
""
0.41693267
0.46108866
""
0.50428921
0.38551757
""
""
0.41002572
0.50947261
""
0.394155
0.38370305
0.35972744
""
""
""
""
""
""
""
""
0.46826342
""
0.42812166
0.38464373
""
""
0.40399724
""
""
""
0.4066042
0.34896317
""
0.41459259
0.38717064
0.5363003
0.5472942
0.41642013
0.43552572
""
0.45549196
0.46142918
0.40621716
0.39534014
0.37215433
0.30853567
0.42642343
""
0.40665716
0.34987959
0.36017889
0.39169553
0.36136213
0.40870395
0.32922551
0.35680011
0.33755779
0.35030222
0.35317573
0.32966912
0.38831931
0.35443348
0.3461737
0.35575542
0.33433118
0.34797707
0.33613828
0.33923417
""
""
""
""
0.32165697
0.37009519
0.34655464
