par_rank_pooled_male_mean_se
0.0017102291
0.0024016066
0.0048640887
0.0015283624
0.0019304923
0.0042599263
0.0013013367
0.004060396
0.0047215824
0.0020614967
0.0018880987
0.0011154874
0.0053613684
0.0029190113
0.0019817497
0.0060684718
0.0061484342
0.0020883062
0.0053942627
0.003842934
0.001663366
0.0014303621
0.0022663299
0.0027760107
0.0012024688
0.0048607099
0.0026088967
0.0016507544
0.0011088048
0.0038295861
0.0030998345
0.0026129645
0.0012922403
0.0015516753
0.0033338419
0.0016618271
0.0032354631
0.0031290653
0.0056528207
0.0052047498
0.001689749
0.0033211748
0.005202251
0.0076508378
0.0043692701
0.0041008787
0.001095992
0.002197346
0.0014259674
0.0027136509
0.0019854384
0.0016674909
0.002360862
0.0072053513
0.0072870636
0.0016764535
0.0045279008
0.0076174685
0.00824783
0.0028063438
0.0039575673
0.0015320122
0.0055881632
0.0038364304
0.0033038792
0.0036982012
0.005967401
0.0045235371
0.004032542
0.0034776905
0.0038845246
0.0032046614
0.0028464787
0.0026201224
0.003483616
0.0050864317
0.0026535089
0.0033092783
0.0046484149
0.0011609133
0.0029532732
0.0029526968
0.003776019
0.0027025582
0.0011372952
0.0030574102
0.0029894207
0.0021203989
0.0017290675
0.00220615
0.002617216
0.0038851043
0.0037051102
0.0017792808
0.0036283059
0.0059567168
0.0026087312
0.0018357581
0.00085815653
0.0015489855
0.0015202115
0.00069441157
0.0011162602
0.0016354283
0.0015700015
0.00094853394
0.0016024925
0.0010921124
0.0030825331
0.0020150116
0.0024796885
0.0023183743
0.0015098476
0.0045972681
0.0015767684
0.0013480184
0.0016900671
0.0064314129
0.0068646688
0.0056774472
0.0025124555
0.0035173825
0.0042549553
0.0028264597
0.0038282552
0.002002558
0.0020020909
0.0037935874
0.0044804523
0.0045298501
0.00071632239
0.0030828111
0.0029383528
0.0039131553
0.0023436588
0.0030179387
0.0016894204
0.0020350397
0.005151717
0.0036363115
0.0020326572
0.0026083749
0.0060088052
0.0048900088
0.0027872585
0.0054827151
0.0024612087
0.0029491596
0.0037320934
0.0038259653
0.0030411265
0.0013186026
0.0025036542
0.0048998813
0.0014132271
0.0016231382
0.0044612465
0.0019778402
0.0041932506
0.0030767163
0.007854552
0.0045733186
0.0021149563
0.00085513428
0.0058400957
