stayhome_natam_male_n
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
66.0
""
""
""
""
""
""
""
40.0
""
""
22.0
""
""
25.0
""
""
29.0
29.0
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
265.0
26.0
""
""
""
""
23.0
78.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
46.0
""
""
""
""
""
""
""
""
""
""
30.0
""
""
67.0
""
""
""
""
20.0
""
""
""
""
""
""
226.0
72.0
""
""
""
""
20.0
79.0
""
45.0
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
87.0
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
31.0
32.0
""
""
""
""
""
""
""
""
""
""
73.0
""
""
""
""
""
43.0
26.0
55.0
98.0
""
55.0
""
""
""
""
""
44.0
""
""
382.0
90.0
""
""
25.0
""
38.0
31.0
""
""
288.0
""
41.0
""
223.0
146.0
36.0
101.0
""
""
114.0
""
174.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
32.0
173.0
""
""
""
""
""
""
""
55.0
""
""
32.0
""
21.0
""
""
22.0
""
""
""
""
""
""
""
""
24.0
""
20.0
""
""
""
""
24.0
""
""
62.0
206.0
21.0
""
""
125.0
""
""
""
""
""
""
27.0
""
""
""
""
""
59.0
85.0
""
""
""
""
""
""
""
""
40.0
""
""
35.0
22.0
""
""
""
""
""
""
46.0
""
""
""
26.0
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
