stayhome_natam_male_n
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
32.0
""
""
""
""
""
""
""
""
36.0
50.0
""
""
103.0
""
20.0
""
""
135.0
""
""
24.0
98.0
""
23.0
33.0
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
519.0
175.0
""
""
40.0
154.0
""
""
85.0
69.0
35.0
29.0
110.0
""
50.0
92.0
67.0
85.0
""
38.0
45.0
""
""
""
""
""
86.0
467.0
26.0
558.0
71.0
62.0
""
39.0
1280.0
73.0
539.0
426.0
92.0
""
51.0
53.0
""
""
""
123.0
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
81.0
""
""
""
""
""
83.0
""
""
""
156.0
""
""
83.0
""
""
127.0
29.0
45.0
179.0
""
91.0
27.0
46.0
175.0
36.0
""
""
661.0
38.0
""
""
58.0
42.0
""
""
51.0
23.0
""
235.0
64.0
""
283.0
268.0
""
283.0
393.0
39.0
106.0
46.0
42.0
59.0
181.0
39.0
86.0
""
30.0
80.0
95.0
101.0
30.0
32.0
""
113.0
""
97.0
34.0
32.0
86.0
""
99.0
""
""
""
40.0
""
""
""
""
""
""
""
""
""
133.0
""
""
""
""
133.0
""
""
""
""
""
""
""
""
115.0
""
""
""
""
44.0
""
""
""
23.0
""
""
43.0
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
47.0
""
24.0
33.0
""
""
53.0
64.0
""
""
30.0
22.0
""
34.0
20.0
""
33.0
""
66.0
107.0
""
""
""
32.0
25.0
""
""
""
88.0
102.0
""
""
""
""
""
""
""
""
""
""
""
78.0
""
""
""
""
""
25.0
44.0
20.0
""
""
""
23.0
22.0
""
84.0
""
""
43.0
""
92.0
23.0
64.0
31.0
68.0
65.0
""
""
""
39.0
23.0
42.0
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
20.0
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
67.0
""
39.0
""
""
40.0
""
""
""
21.0
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
211.0
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
22.0
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
57.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
33.0
31.0
""
""
30.0
""
""
""
""
""
""
40.0
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
79.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
190.0
""
69.0
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
27.0
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
97.0
""
32.0
77.0
""
""
""
""
""
""
38.0
""
""
""
37.0
""
""
34.0
""
""
""
""
""
""
""
24.0
38.0
""
""
187.0
""
""
21.0
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
64.0
78.0
""
""
""
""
52.0
""
21.0
""
21.0
""
""
66.0
85.0
""
""
""
""
""
""
""
72.0
35.0
""
36.0
""
34.0
""
""
""
50.0
""
""
26.0
34.0
43.0
""
""
30.0
""
""
""
47.0
""
""
""
21.0
""
26.0
""
""
36.0
220.0
""
""
""
36.0
""
25.0
44.0
69.0
""
""
24.0
""
""
""
""
56.0
""
""
""
61.0
23.0
32.0
""
102.0
""
""
23.0
""
20.0
21.0
""
60.0
84.0
""
43.0
""
""
""
""
""
22.0
""
""
50.0
""
135.0
""
""
""
""
""
""
37.0
""
""
33.0
27.0
""
""
22.0
""
""
27.0
34.0
205.0
""
""
98.0
44.0
94.0
""
""
""
""
67.0
""
49.0
""
""
22.0
""
""
""
""
63.0
""
""
""
""
""
""
""
306.0
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
37.0
""
""
""
""
""
""
""
""
""
23.0
""
""
""
121.0
""
""
""
""
""
""
119.0
25.0
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
144.0
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
27.0
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
64.0
""
""
""
""
""
""
""
""
124.0
53.0
21.0
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
38.0
""
""
""
78.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
74.0
30.0
""
""
""
83.0
""
""
""
""
""
""
""
24.0
""
""
74.0
""
""
49.0
""
""
103.0
27.0
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
37.0
36.0
""
""
20.0
""
""
""
""
""
""
""
""
120.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
81.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
36.0
238.0
""
38.0
""
""
""
""
""
24.0
""
""
""
""
136.0
""
42.0
""
""
""
""
""
26.0
""
21.0
""
""
""
27.0
""
23.0
""
""
27.0
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
447.0
""
""
122.0
""
""
""
46.0
""
""
""
""
""
""
""
""
""
424.0
""
58.0
""
48.0
""
226.0
937.0
""
47.0
""
25.0
""
""
""
40.0
""
""
83.0
""
50.0
""
""
""
""
""
""
""
""
""
105.0
""
26.0
""
20.0
""
""
""
21.0
92.0
""
""
""
52.0
""
36.0
48.0
59.0
""
79.0
""
23.0
""
""
""
""
110.0
""
""
""
26.0
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
142.0
""
""
""
""
""
24.0
""
33.0
""
""
""
""
""
""
68.0
26.0
22.0
""
""
""
104.0
""
""
56.0
20.0
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
20.0
24.0
903.0
""
""
""
33.0
84.0
""
""
""
43.0
""
""
25.0
""
66.0
25.0
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
58.0
34.0
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
106.0
""
""
""
""
""
""
""
""
""
""
29.0
""
23.0
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
""
80.0
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
36.0
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
32.0
""
""
""
""
""
""
""
""
""
""
""
199.0
""
38.0
""
25.0
25.0
121.0
121.0
199.0
123.0
443.0
67.0
""
408.0
29.0
179.0
""
97.0
228.0
51.0
215.0
""
""
63.0
57.0
68.0
""
""
""
""
48.0
62.0
""
""
39.0
134.0
""
""
57.0
146.0
48.0
48.0
""
56.0
105.0
71.0
""
29.0
225.0
45.0
333.0
24.0
60.0
53.0
869.0
179.0
221.0
166.0
66.0
116.0
152.0
157.0
295.0
24.0
""
399.0
114.0
184.0
83.0
""
""
1347.0
291.0
216.0
""
""
""
""
33.0
100.0
""
27.0
42.0
""
""
45.0
53.0
""
""
""
""
58.0
29.0
27.0
50.0
""
95.0
37.0
43.0
""
113.0
""
180.0
55.0
""
""
67.0
""
""
22.0
102.0
""
39.0
""
46.0
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
26.0
""
""
""
""
""
""
""
27.0
""
36.0
""
""
""
""
""
""
""
31.0
""
""
""
""
26.0
""
""
26.0
""
""
""
""
""
29.0
""
""
38.0
""
""
""
""
37.0
""
""
""
""
""
51.0
""
""
""
""
""
54.0
""
""
""
""
22.0
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
87.0
40.0
49.0
199.0
""
""
48.0
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
69.0
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
151.0
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
102.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
320.0
""
""
""
111.0
""
""
""
""
""
""
""
""
28.0
95.0
""
""
""
""
""
""
""
40.0
""
""
""
""
32.0
""
""
""
""
""
""
69.0
21.0
""
20.0
""
""
""
""
""
""
327.0
""
