two_par_other_pooled_p25
0.61950779
0.48948696
0.62074405
0.54432017
0.35375535
0.35234195
0.40708375
0.60034055
0.67134094
0.43805498
0.43242303
0.35727277
0.5059976
0.47454673
0.41283491
0.46324548
0.5555898
0.42329854
0.65584183
0.43611214
0.40259039
0.47106606
0.46282569
0.34350008
0.38969508
0.37139076
0.5033921
0.53860152
0.47667524
0.35405877
0.46533483
0.40447906
0.39347017
0.48092094
0.40975118
0.46903944
0.46925023
0.42864728
0.37233385
0.23496372
0.30624703
0.42426634
0.42048985
""
0.4115144
0.3058362
0.40957144
0.60019618
0.4256579
0.4374955
0.49905777
0.51233411
0.31635007
""
0.25205237
0.40540451
0.40325233
0.62469882
0.44348568
0.51136637
0.5235306
0.44496462
0.27125564
0.47826907
0.74230963
0.58793658
0.46571553
0.77405381
0.63834924
0.81543469
0.40329763
0.49040076
0.23700969
0.46343389
0.50604874
0.68002242
0.51690024
0.53903002
0.49876156
0.31601733
0.35028958
0.4838075
0.71220982
0.47904477
0.46469665
0.57099843
0.47073355
0.60219234
0.55770427
0.58401
0.45466781
0.47067237
0.596928
0.44886607
0.56353247
0.40356719
0.53982282
0.43032581
0.45031705
0.46004713
0.44438747
0.42163688
0.40810183
0.44654286
0.51231712
0.46920583
0.44505876
0.47361666
0.44206715
0.54181886
0.45141765
0.55087692
0.4658255
0.52509004
0.44537163
0.41652662
0.47317287
0.37253991
0.4123269
0.42383748
0.46216002
0.40739307
0.45823455
0.62848055
0.34256706
0.46438059
0.47115833
0.43720856
0.46538714
0.33350831
0.38878542
0.42619917
0.42206448
0.50346875
0.50587952
0.38249555
0.48686618
0.52458143
0.48765081
0.29252321
0.38966897
0.51055187
0.40541553
0.38168392
0.45642608
0.3996776
0.52129251
0.46880054
0.44598177
0.35645461
0.64940792
0.42920417
0.287352
0.13351518
0.56235987
0.44436011
0.39486954
0.36084419
0.60467291
0.58305639
0.6723823
0.51240385
0.4438498
0.32656524
0.42258242
0.42372239
0.57076961
0.46634263
0.48634237
0.41488352
0.38845533
0.33611554
0.62312567
0.45385101
0.5267269
0.53665805
0.38888317
0.40272459
0.5205152
0.53671062
0.59159142
0.69068527
0.37871873
0.48069233
0.42593297
0.38259393
0.54670924
0.61182219
0.40979216
0.60104442
0.40314892
0.63400054
0.36809704
0.54532784
0.31146193
0.48338333
0.45753029
0.41479108
0.41135797
0.34131107
0.41555911
0.44429153
0.49021181
0.50032449
0.483143
0.29938018
0.34254584
0.50670975
0.48810813
0.49756813
0.54168516
0.43063781
0.58931619
0.53690815
0.40289623
0.47417313
0.40271094
0.39119956
0.52342778
0.56641126
0.51597369
0.53937495
0.53387791
0.52411306
0.38564676
0.44660607
0.58719552
0.45026749
0.42341354
0.46165669
0.41123277
0.38803884
0.52781785
0.58989841
0.652394
0.62943703
0.88731873
0.48616779
""
0.66007978
0.54126483
0.61606032
0.45110032
0.42089114
0.65974587
0.42119101
0.43086794
0.38636774
0.5429396
0.41939652
0.39169818
0.47937256
0.56398553
0.72403812
