spouse_rk_hisp_female_n
117.0
60.0
""
218.0
236.0
""
439.0
33.0
20.0
129.0
126.0
755.0
""
51.0
167.0
""
""
149.0
""
""
132.0
684.0
113.0
69.0
810.0
""
149.0
386.0
928.0
30.0
20.0
60.0
496.0
451.0
20.0
263.0
20.0
45.0
""
""
111.0
""
""
""
""
""
1197.0
111.0
312.0
63.0
229.0
186.0
77.0
""
""
211.0
""
""
""
50.0
28.0
275.0
""
40.0
""
24.0
""
""
""
""
""
20.0
""
54.0
22.0
""
33.0
""
""
410.0
31.0
51.0
""
81.0
558.0
56.0
52.0
268.0
239.0
111.0
51.0
29.0
26.0
134.0
21.0
""
83.0
427.0
4151.0
1063.0
756.0
19773.0
2969.0
1260.0
789.0
5086.0
753.0
1169.0
79.0
393.0
287.0
101.0
296.0
""
318.0
359.0
287.0
""
""
""
136.0
41.0
46.0
137.0
22.0
214.0
169.0
41.0
""
""
2532.0
31.0
101.0
26.0
305.0
28.0
186.0
310.0
21.0
32.0
214.0
142.0
""
20.0
76.0
""
138.0
32.0
""
""
21.0
257.0
43.0
""
548.0
170.0
""
128.0
""
23.0
""
""
287.0
1228.0
""
6162.0
22.0
21.0
""
271.0
2677.0
433.0
90.0
536.0
42.0
29.0
378.0
1258.0
66.0
29.0
26.0
28.0
428.0
28.0
29.0
478.0
""
48.0
146.0
""
""
160.0
315.0
""
""
41.0
242.0
144.0
733.0
140.0
484.0
333.0
97.0
112.0
137.0
388.0
637.0
47.0
69.0
216.0
69.0
98.0
""
21.0
1510.0
160.0
505.0
991.0
43.0
24.0
36.0
28.0
39.0
26.0
534.0
85.0
50.0
61.0
432.0
255.0
233.0
122.0
""
47.0
""
21.0
""
41.0
""
22.0
51.0
92.0
48.0
157.0
24.0
55.0
116.0
352.0
52.0
101.0
1182.0
103.0
39.0
""
116.0
37.0
65.0
393.0
45.0
457.0
49.0
733.0
980.0
509.0
1146.0
23890.0
1150.0
11194.0
3857.0
431.0
223.0
46.0
""
48.0
""
""
158.0
56.0
""
52.0
1122.0
""
""
3433.0
472.0
""
682.0
3536.0
51.0
""
""
""
""
22.0
""
27.0
""
87.0
76.0
82.0
1396.0
""
40.0
107.0
57.0
55.0
""
106.0
82.0
""
219.0
102.0
62.0
105.0
278.0
168.0
33.0
140.0
67.0
65.0
33.0
264.0
47.0
37.0
21.0
114.0
152.0
64.0
70.0
498.0
28.0
364.0
711.0
1662.0
128.0
17699.0
760.0
113.0
33.0
958.0
""
""
85.0
144.0
32.0
""
40.0
51.0
""
31.0
32.0
39.0
31.0
""
45.0
94.0
""
46.0
""
29.0
56.0
""
62.0
""
""
""
24.0
""
""
""
""
""
31.0
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
79.0
""
""
""
""
""
""
26.0
27.0
""
100.0
86.0
""
20.0
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
78.0
27.0
23.0
63.0
23.0
31.0
63.0
52.0
358.0
21.0
""
26.0
140.0
""
""
""
""
188.0
250.0
40.0
""
76.0
81.0
23.0
""
156.0
246.0
""
216.0
31.0
23.0
877.0
81.0
22.0
""
""
""
51.0
1541.0
""
""
1188.0
152.0
28.0
""
""
""
""
22.0
""
29.0
43.0
135.0
22.0
169.0
""
48.0
1395.0
6135.0
""
""
165.0
64.0
100.0
""
""
""
""
""
""
78.0
""
""
206.0
363.0
763.0
97.0
47.0
30.0
108.0
111.0
101.0
1652.0
89.0
57.0
""
""
102.0
22.0
199.0
99.0
154.0
""
116.0
216.0
78.0
507.0
43.0
748.0
35.0
32.0
103.0
12150.0
452.0
42.0
501.0
""
947.0
53.0
828.0
1525.0
506.0
290.0
1111.0
202.0
39.0
29.0
""
496.0
310.0
90.0
""
161.0
109.0
104.0
238.0
987.0
133.0
105.0
4926.0
120.0
14483.0
357.0
258.0
""
2414.0
473.0
222.0
193.0
269.0
208.0
3200.0
12645.0
4952.0
578.0
1672.0
19918.0
735.0
341.0
104.0
772.0
145.0
30.0
360.0
792.0
962.0
400.0
117.0
167.0
741.0
26.0
52.0
374.0
67.0
""
95.0
187.0
172.0
785.0
155.0
1268.0
5591.0
10267.0
223.0
712.0
376.0
208.0
373.0
153.0
34.0
100.0
101.0
88.0
1410.0
49.0
160.0
93.0
81.0
""
337.0
""
""
""
""
""
""
24.0
""
""
""
""
""
98.0
""
""
80.0
""
46.0
37.0
59.0
29.0
""
""
""
123.0
""
""
36.0
39.0
33.0
""
""
56.0
75.0
55.0
55.0
126.0
""
1638.0
68.0
205.0
402.0
1102.0
73.0
30.0
297.0
5202.0
124.0
10212.0
210.0
5002.0
472.0
""
560.0
538.0
78.0
358.0
218.0
261.0
244.0
816.0
216.0
""
173.0
88.0
""
""
""
606.0
2543.0
222.0
522.0
""
""
47.0
50.0
""
175.0
276.0
""
""
413.0
156.0
359.0
69.0
162.0
4832.0
4771.0
10069.0
1335.0
8233.0
10705.0
176.0
84.0
20.0
1175.0
1488.0
12157.0
4280.0
""
53.0
12615.0
3694.0
2855.0
83570.0
58.0
37.0
377.0
239.0
471.0
60.0
191.0
1956.0
146.0
1377.0
42.0
1173.0
1034.0
35.0
""
172.0
""
""
""
192.0
53.0
3573.0
