kfr_native_white_male_mean
0.53570253
0.52182865
0.54831207
0.55313629
0.49468586
""
0.52531916
0.48952344
0.46209985
0.48769066
0.4873279
0.60227633
0.55906808
0.47644094
0.49012056
0.55379337
0.52602434
0.49314362
0.53177077
0.51972139
0.54954916
0.48658842
0.51183665
0.59281594
0.46128327
0.50571346
0.51201636
0.47611973
0.50554788
0.48146784
0.49013305
0.48413202
0.49301365
0.50229365
0.53137761
0.50574154
0.56559485
0.57223302
0.52393538
0.47488317
0.56204057
0.52182609
0.59110141
0.4480693
0.53628248
0.60252458
0.47435445
0.48816904
0.53447062
0.55407941
0.57133102
0.50422269
0.53983933
0.60248679
0.53297311
0.48289698
0.43018711
0.50498903
0.58387661
0.43436587
0.5093438
0.52711743
0.54408127
0.48570234
0.6446988
0.54470915
0.4889707
""
""
0.53100038
""
""
0.49975175
""
0.52228248
""
""
0.53348732
0.5058862
0.49549577
0.4943817
""
""
0.48105225
""
0.46250668
""
""
0.41826063
0.49585316
""
0.51492441
0.5057506
""
""
0.50680894
0.56023276
0.50773454
0.5443421
0.53923506
0.54273534
0.57214397
0.49698824
0.54547262
0.47644475
0.53304088
0.51515657
0.49338767
0.56255758
0.52383816
0.52384937
0.52312177
0.51142097
0.5014261
0.52767497
0.49836943
0.55622166
0.58357501
0.47100878
0.60725456
0.52934879
0.46313164
0.4880271
0.53031224
0.55893844
0.50391787
0.50262588
0.4882361
0.52671647
0.43776152
0.56615466
0.56453526
0.52405894
0.52875817
0.48287326
0.46715543
0.48149487
0.49811625
0.50159699
0.4656392
0.4783268
0.49204385
0.50233555
0.45551762
0.499529
0.50549525
0.5165621
0.51804662
0.45816314
0.46513584
0.49417251
0.52300107
0.49074233
0.49785194
0.51233512
0.4327288
0.53806353
0.50867563
0.47880718
0.46292064
0.48285046
0.48085621
0.51661384
0.47154781
0.42698461
0.50128984
0.46026859
0.43900239
0.50245649
0.49555299
0.52754831
0.48315954
0.47331497
0.5004769
0.42898181
0.45426795
0.49874187
0.54164588
0.46445709
0.45209187
0.55543137
0.48655462
0.52960825
0.50397414
0.46442193
0.43365797
0.61098766
""
0.53236914
0.50992036
0.5146457
0.5243603
0.61352402
0.47179097
0.57330054
0.54068905
0.49402484
0.51291251
0.53275031
0.61125815
0.5658114
0.54595447
0.51835889
0.58728272
0.5774346
0.54894352
0.64155382
0.51507807
0.48513407
0.53168064
0.54128742
0.64109212
0.55046654
0.57843941
0.52189606
0.58952081
0.57193989
0.45372045
0.53052491
0.53864324
0.60680658
0.53500378
0.56914085
0.63075304
0.54480588
0.55781335
0.63979131
0.56804502
0.61478615
0.56931204
0.5173502
0.43499476
0.51969725
0.5654338
0.59115314
0.54106975
0.56023973
0.4860948
0.47766453
0.52907735
0.54993242
0.56988531
0.5713684
0.49982473
0.53588337
0.56818259
0.60915917
0.49901453
0.59282255
0.45033783
0.59484541
0.59608746
0.53723454
0.59158677
0.54833215
0.61613643
""
0.50879419
0.54561818
0.56295764
0.55196965
""
0.61903745
0.56494796
0.5746128
0.54880375
0.54459572
0.58761567
0.5239107
0.49719706
0.55260187
""
0.40388128
""
0.59042013
0.53834134
0.60729337
0.48340175
0.55513883
0.58032823
0.56980354
0.5659371
0.61890966
0.54807097
""
0.59808135
0.50198644
